"","V1","Participant","Condition","Congruity","Reaction_time","Response","Correctness","Cue","Finger"
"374",53,"13","II","No",0.724736070633,"lcmd",1,"Index","Middle"
"375",54,"13","II","Yes",0.691097021103,"lalt",1,"Middle","Middle"
"376",55,"13","II","Yes",0.67963385582,"lcmd",1,"Index","Index"
"377",56,"13","II","Yes",0.716464042664,"lcmd",1,"Index","Index"
"378",57,"13","II","No",0.606401109695,"lcmd",1,"Index","Middle"
"379",58,"13","II","No",0.671506977081,"lalt",1,"Middle","Index"
"380",59,"13","II","Yes",0.650514984131,"lalt",1,"Middle","Middle"
"381",60,"13","II","No",0.597398996353,"lcmd",1,"Index","Middle"
"382",61,"13","II","Yes",0.651866006851,"lcmd",1,"Index","Index"
"383",62,"13","II","No",0.644777917862,"lalt",1,"Middle","Index"
"384",63,"13","II","Yes",0.574229955673,"lalt",1,"Middle","Middle"
"385",64,"13","II","No",0.605632162094,"lalt",1,"Middle","Index"
"386",65,"13","II","Yes",0.6024559021,"lcmd",1,"Index","Index"
"387",66,"13","II","No",0.588318872452,"lcmd",1,"Index","Middle"
"388",67,"13","II","Yes",0.675524950027,"lalt",1,"Middle","Middle"
"389",68,"13","II","Yes",0.624303102493,"lcmd",1,"Index","Index"
"390",69,"13","II","No",0.587109184265,"lalt",1,"Middle","Index"
"391",70,"13","II","No",0.650883960724,"lcmd",1,"Index","Middle"
"392",71,"13","II","Yes",0.681996965408,"lalt",1,"Middle","Middle"
"393",72,"13","II","Yes",0.556751203537,"lalt",1,"Middle","Middle"
"394",73,"13","II","Yes",0.56654381752,"lcmd",1,"Index","Index"
"395",74,"13","II","No",0.552138996124,"lcmd",1,"Index","Middle"
"396",75,"13","II","No",0.453353977203,"lalt",1,"Middle","Index"
"397",76,"13","II","No",0.569161939621,"lalt",1,"Middle","Index"
"398",77,"13","II","Yes",0.578596067429,"lalt",1,"Middle","Middle"
"399",78,"13","II","Yes",0.615997982025,"lcmd",1,"Index","Index"
"400",79,"13","II","No",0.674258089066,"lcmd",1,"Index","Middle"
"401",0,"14","IT","Yes",0.830207824707,"lcmd",1,"Index","Index"
"402",1,"14","IT","No",0.489061975479,"lalt",1,"Middle","Index"
"403",2,"14","IT","Yes",0.44244594574,"lalt",1,"Middle","Middle"
"404",3,"14","IT","No",0.399852848053,"lcmd",1,"Index","Middle"
"405",4,"14","IT","Yes",0.537699985504,"lcmd",0,"Middle","Middle"
"406",5,"14","IT","No",0.490402173996,"lcmd",1,"Index","Middle"
"407",6,"14","IT","Yes",0.543549060822,"lcmd",1,"Index","Index"
"408",7,"14","IT","No",0.462207984924,"lalt",1,"Middle","Index"
"409",8,"14","IT","Yes",0.512298154831,"lalt",1,"Middle","Middle"
"410",9,"14","IT","Yes",0.414233016968,"lcmd",1,"Index","Index"
"411",10,"14","IT","No",0.430837202072,"lcmd",1,"Index","Middle"
"412",11,"14","IT","No",0.513165998459,"lalt",1,"Middle","Index"
"413",12,"14","IT","Yes",0.513295841217,"lalt",1,"Middle","Middle"
"414",13,"14","IT","Yes",0.549333000183,"lalt",0,"Index","Index"
"415",14,"14","IT","No",0.54774889946,"lcmd",1,"Index","Middle"
"416",15,"14","IT","No",0.459447813034,"lalt",1,"Middle","Index"
"417",16,"14","IT","No",0.482398176193,"lcmd",1,"Index","Middle"
"418",17,"14","IT","Yes",0.452768182755,"lcmd",1,"Index","Index"
"419",18,"14","IT","Yes",0.474728059769,"lalt",1,"Middle","Middle"
"420",19,"14","IT","No",0.545418024063,"lalt",1,"Middle","Index"
"421",20,"14","IT","Yes",0.498389911652,"lalt",1,"Middle","Middle"
"422",21,"14","IT","No",0.477573013306,"lcmd",1,"Index","Middle"
"423",22,"14","IT","No",0.521265077591,"lalt",1,"Middle","Index"
"424",23,"14","IT","Yes",0.424499130249,"lcmd",1,"Index","Index"
"425",24,"14","IT","Yes",0.56106505394,"lcmd",1,"Index","Index"
"426",25,"14","IT","No",0.540910148621,"lalt",1,"Middle","Index"
"427",26,"14","IT","No",0.543026924133,"lcmd",1,"Index","Middle"
"428",27,"14","IT","Yes",0.535872983933,"lalt",1,"Middle","Middle"
"429",28,"14","IT","Yes",0.577490997314,"lcmd",1,"Index","Index"
"430",29,"14","IT","Yes",0.516737985611,"lalt",1,"Middle","Middle"
"431",30,"14","IT","No",0.51473698616,"lcmd",1,"Index","Middle"
"432",31,"14","IT","No",0.476841783524,"lalt",1,"Middle","Index"
"433",32,"14","IT","No",0.454305028915,"lcmd",1,"Index","Middle"
"434",33,"14","IT","Yes",0.458101844788,"lalt",1,"Middle","Middle"
"435",34,"14","IT","Yes",0.421960878372,"lcmd",1,"Index","Index"
"436",35,"14","IT","No",0.642485952377,"lcmd",0,"Middle","Index"
"437",36,"14","IT","Yes",0.620843219757,"lcmd",1,"Index","Index"
"438",37,"14","IT","Yes",0.507587003708,"lalt",1,"Middle","Middle"
"439",38,"14","IT","No",0.499398851395,"lcmd",1,"Index","Middle"
"440",39,"14","IT","No",0.647870016098,"lalt",1,"Middle","Index"
"441",40,"14","IT","Yes",0.572182941437,"lalt",1,"Middle","Middle"
"442",41,"14","IT","No",0.524139881134,"lcmd",1,"Index","Middle"
"443",42,"14","IT","No",0.515615034103,"lalt",1,"Middle","Index"
"444",43,"14","IT","Yes",0.543450880051,"lcmd",1,"Index","Index"
"445",44,"14","IT","No",0.466166210175,"lalt",1,"Middle","Index"
"446",45,"14","IT","No",0.47748298645,"lcmd",1,"Index","Middle"
"447",46,"14","IT","Yes",0.559313058853,"lalt",1,"Middle","Middle"
"448",47,"14","IT","Yes",0.492446994782,"lcmd",1,"Index","Index"
"449",48,"14","IT","Yes",0.523292970657,"lalt",1,"Middle","Middle"
"450",49,"14","IT","No",0.493331050873,"lcmd",1,"Index","Middle"
"451",50,"14","IT","No",0.621779966354,"lalt",1,"Middle","Index"
"452",51,"14","IT","Yes",0.508878087997,"lcmd",1,"Index","Index"
"453",52,"14","IT","No",0.508743953705,"lalt",1,"Middle","Index"
"454",53,"14","IT","Yes",0.404447126389,"lcmd",1,"Index","Index"
"455",54,"14","IT","No",0.863496875763,"lcmd",1,"Index","Middle"
"456",55,"14","IT","Yes",0.455232048035,"lalt",1,"Middle","Middle"
"457",56,"14","IT","Yes",0.46127204895,"lalt",1,"Middle","Middle"
"458",57,"14","IT","No",0.569732046127,"lcmd",1,"Index","Middle"
"459",58,"14","IT","Yes",0.446709012985,"lcmd",1,"Index","Index"
"460",59,"14","IT","No",0.515748119354,"lalt",1,"Middle","Index"
"461",60,"14","IT","Yes",0.54073805809,"lcmd",1,"Index","Index"
"462",61,"14","IT","No",0.594974994659,"lcmd",1,"Index","Middle"
"463",62,"14","IT","No",0.446457862854,"lalt",1,"Middle","Index"
"464",63,"14","IT","Yes",0.53873705864,"lalt",1,"Middle","Middle"
"465",64,"14","IT","Yes",0.77682390213,"lalt",1,"Middle","Middle"
"466",65,"14","IT","Yes",0.581873989105,"lcmd",1,"Index","Index"
"467",66,"14","IT","No",0.520166969299,"lcmd",1,"Index","Middle"
"468",67,"14","IT","No",0.548378896713,"lalt",1,"Middle","Index"
"469",68,"14","IT","No",0.611866998672,"lalt",1,"Middle","Index"
"470",69,"14","IT","Yes",0.474071073532,"lcmd",1,"Index","Index"
"471",70,"14","IT","Yes",0.554903078079,"lalt",1,"Middle","Middle"
"472",71,"14","IT","No",0.575403022766,"lcmd",1,"Index","Middle"
"473",72,"14","IT","Yes",0.487906885147,"lcmd",1,"Index","Index"
"474",73,"14","IT","Yes",0.533300924301,"lcmd",0,"Middle","Middle"
"475",74,"14","IT","No",0.649143028259,"lcmd",1,"Index","Middle"
"476",75,"14","IT","No",0.708155012131,"lalt",1,"Middle","Index"
"477",76,"14","IT","Yes",0.517013025284,"lalt",1,"Middle","Middle"
"478",77,"14","IT","No",0.573313999176,"lalt",1,"Middle","Index"
"479",78,"14","IT","No",0.357161951065,"lcmd",1,"Index","Middle"
"480",79,"14","IT","Yes",0.631614017487,"lcmd",1,"Index","Index"
"481",0,"15","II","No",0.739262104034,"lcmd",1,"Index","Middle"
"482",1,"15","II","No",0.483640098572,"lalt",1,"Middle","Index"
"483",2,"15","II","Yes",0.592977905273,"lcmd",1,"Index","Index"
"484",3,"15","II","Yes",0.440736913681,"lalt",1,"Middle","Middle"
"485",4,"15","II","No",0.570558929443,"lcmd",1,"Index","Middle"
"486",5,"15","II","Yes",0.568163919449,"lcmd",1,"Index","Index"
"487",6,"15","II","No",0.600787973404,"lalt",1,"Middle","Index"
"488",7,"15","II","Yes",0.440641975403,"lalt",1,"Middle","Middle"
"489",8,"15","II","Yes",0.435291051865,"lcmd",1,"Index","Index"
"490",9,"15","II","Yes",0.559352016449,"lalt",1,"Middle","Middle"
"491",10,"15","II","No",0.755294036865,"lcmd",1,"Index","Middle"
"492",11,"15","II","No",0.642570018768,"lalt",1,"Middle","Index"
"493",12,"15","II","Yes",0.522616052628,"lalt",1,"Middle","Middle"
"494",13,"15","II","No",0.766236925125,"lcmd",1,"Index","Middle"
"495",14,"15","II","Yes",0.631129837036,"lcmd",1,"Index","Index"
"496",15,"15","II","No",0.546793174744,"lalt",1,"Middle","Index"
"497",16,"15","II","Yes",0.509029006958,"lalt",1,"Middle","Middle"
"498",17,"15","II","Yes",0.902156162262,"lcmd",1,"Index","Index"
"499",18,"15","II","No",0.543806123733,"lcmd",1,"Index","Middle"
"500",19,"15","II","No",0.457277870178,"lalt",1,"Middle","Index"
"501",20,"15","II","No",0.602637863159,"lalt",1,"Middle","Index"
"502",21,"15","II","Yes",0.664867830277,"lcmd",1,"Index","Index"
"503",22,"15","II","No",0.576666069031,"lcmd",1,"Index","Middle"
"504",23,"15","II","Yes",0.513254165649,"lalt",1,"Middle","Middle"
"505",24,"15","II","No",0.557142829895,"lalt",1,"Middle","Index"
"506",25,"15","II","Yes",0.617522859573,"lcmd",1,"Index","Index"
"507",26,"15","II","Yes",0.571010017395,"lalt",1,"Middle","Middle"
"508",27,"15","II","No",0.632967853546,"lcmd",1,"Index","Middle"
"509",28,"15","II","Yes",0.766544008255,"lalt",1,"Middle","Middle"
"510",29,"15","II","No",0.850469923019,"lalt",1,"Middle","Index"
"511",30,"15","II","Yes",0.609946060181,"lcmd",1,"Index","Index"
"512",31,"15","II","No",0.640385007858,"lcmd",1,"Index","Middle"
"513",32,"15","II","Yes",0.450028038025,"lcmd",1,"Index","Index"
"514",33,"15","II","No",0.71053404808,"lcmd",1,"Index","Middle"
"515",34,"15","II","No",0.457198858261,"lalt",1,"Middle","Index"
"516",35,"15","II","Yes",0.377832984924,"lalt",1,"Middle","Middle"
"517",36,"15","II","No",0.61602101326,"lalt",1,"Middle","Index"
"518",37,"15","II","Yes",0.482326030731,"lalt",1,"Middle","Middle"
"519",38,"15","II","Yes",0.510206842422,"lcmd",1,"Index","Index"
"520",39,"15","II","No",0.54643406868,"lcmd",1,"Index","Middle"
"521",40,"15","II","Yes",0.67286400795,"lalt",1,"Middle","Middle"
"522",41,"15","II","No",0.668767929077,"lcmd",1,"Index","Middle"
"523",42,"15","II","Yes",0.419664049149,"lcmd",1,"Index","Index"
"524",43,"15","II","No",0.565064048767,"lalt",1,"Middle","Index"
"525",44,"15","II","No",0.558950853348,"lcmd",1,"Index","Middle"
"526",45,"15","II","Yes",0.55506811142,"lalt",1,"Middle","Middle"
"527",46,"15","II","No",0.63877286911,"lalt",1,"Middle","Index"
"528",47,"15","II","Yes",0.597800016403,"lcmd",1,"Index","Index"
"529",48,"15","II","Yes",0.548365020752,"lalt",1,"Middle","Middle"
"530",49,"15","II","No",0.597230148315,"lalt",1,"Middle","Index"
"531",50,"15","II","No",0.670446920395,"lcmd",1,"Index","Middle"
"532",51,"15","II","Yes",0.687030982971,"lcmd",1,"Index","Index"
"533",52,"15","II","Yes",0.498118877411,"lcmd",1,"Index","Index"
"534",53,"15","II","Yes",0.381854915619,"lalt",1,"Middle","Middle"
"535",54,"15","II","No",0.546902990341,"lalt",1,"Middle","Index"
"536",55,"15","II","No",0.447409057617,"lcmd",1,"Index","Middle"
"537",56,"15","II","No",0.47882194519,"lalt",1,"Middle","Index"
"538",57,"15","II","No",0.532040977478,"lcmd",1,"Index","Middle"
"539",58,"15","II","Yes",0.484643030167,"lcmd",1,"Index","Index"
"540",59,"15","II","Yes",0.487507867813,"lalt",1,"Middle","Middle"
"541",60,"15","II","Yes",0.604841947556,"lalt",1,"Middle","Middle"
"542",61,"15","II","No",0.55466799736,"lalt",1,"Middle","Index"
"543",62,"15","II","Yes",0.441868019104,"lcmd",1,"Index","Index"
"544",63,"15","II","No",0.621445846558,"lcmd",1,"Index","Middle"
"545",64,"15","II","Yes",0.532490921021,"lcmd",1,"Index","Index"
"546",65,"15","II","No",0.59880695343,"lalt",1,"Middle","Index"
"547",66,"15","II","Yes",0.605109834671,"lalt",1,"Middle","Middle"
"548",67,"15","II","No",0.517588949204,"lcmd",1,"Index","Middle"
"549",68,"15","II","No",0.550937128067,"lcmd",1,"Index","Middle"
"550",69,"15","II","Yes",0.651941967011,"lcmd",1,"Index","Index"
"551",70,"15","II","No",0.864114952087,"lalt",1,"Middle","Index"
"552",71,"15","II","Yes",0.497386980057,"lalt",1,"Middle","Middle"
"553",72,"15","II","Yes",0.504909038544,"lcmd",1,"Index","Index"
"554",73,"15","II","No",0.532461833954,"lalt",1,"Middle","Index"
"555",74,"15","II","No",0.720755052567,"lcmd",1,"Index","Middle"
"556",75,"15","II","Yes",0.643405199051,"lalt",1,"Middle","Middle"
"557",76,"15","II","No",0.711437082291,"lalt",1,"Middle","Index"
"558",77,"15","II","No",0.538376951218,"lcmd",1,"Index","Middle"
"559",78,"15","II","Yes",0.584555006027,"lalt",1,"Middle","Middle"
"560",79,"15","II","Yes",0.501557922363,"lcmd",1,"Index","Index"
"561",0,"2","IT","Yes",-5.26503095627,"lcmd",0,"Middle","Middle"
"562",1,"2","IT","No",0.460205030441,"lalt",1,"Middle","Index"
"563",2,"2","IT","No",0.425823831558,"lcmd",1,"Index","Middle"
"564",3,"2","IT","Yes",0.451656961441,"lcmd",1,"Index","Index"
"565",4,"2","IT","Yes",0.427900934219,"lcmd",1,"Index","Index"
"566",5,"2","IT","Yes",0.444539022446,"lalt",1,"Middle","Middle"
"567",6,"2","IT","No",0.348041009903,"lcmd",1,"Index","Middle"
"568",7,"2","IT","No",0.415144968033,"lalt",1,"Middle","Index"
"569",8,"2","IT","No",0.450255012512,"lalt",1,"Middle","Index"
"570",9,"2","IT","Yes",0.474401044846,"lalt",1,"Middle","Middle"
"571",10,"2","IT","No",0.433822965622,"lcmd",1,"Index","Middle"
"572",11,"2","IT","Yes",0.443905067444,"lcmd",1,"Index","Index"
"573",12,"2","IT","Yes",0.588577890396,"lalt",1,"Middle","Middle"
"574",13,"2","IT","No",0.43580493927,"lalt",1,"Middle","Index"
"575",14,"2","IT","Yes",0.457545995712,"lalt",0,"Index","Index"
"576",15,"2","IT","No",0.495370006561,"lcmd",1,"Index","Middle"
"577",16,"2","IT","No",0.51807308197,"lalt",1,"Middle","Index"
"578",17,"2","IT","No",0.433641910553,"lcmd",1,"Index","Middle"
"579",18,"2","IT","Yes",0.368601179123,"lalt",1,"Middle","Middle"
"580",19,"2","IT","Yes",0.429457092285,"lcmd",1,"Index","Index"
"581",20,"2","IT","Yes",0.365535163879,"lalt",1,"Middle","Middle"
"582",21,"2","IT","Yes",0.351389026642,"lcmd",1,"Index","Index"
"583",22,"2","IT","No",0.428830003738,"lalt",0,"Index","Middle"
"584",23,"2","IT","No",0.450013065338,"lalt",1,"Middle","Index"
"585",24,"2","IT","No",0.52830414772,"lalt",1,"Middle","Index"
"586",25,"2","IT","No",0.506992053986,"lcmd",1,"Index","Middle"
"587",26,"2","IT","Yes",0.367031049728,"lalt",1,"Middle","Middle"
"588",27,"2","IT","Yes",0.443407011032,"lcmd",1,"Index","Index"
"589",28,"2","IT","Yes",0.417891979218,"lalt",1,"Middle","Middle"
"590",29,"2","IT","No",0.439078903198,"lcmd",0,"Middle","Index"
"591",30,"2","IT","No",0.503214931488,"lcmd",1,"Index","Middle"
"592",31,"2","IT","Yes",0.447834968567,"lcmd",1,"Index","Index"
"593",32,"2","IT","Yes",0.390799045563,"lalt",1,"Middle","Middle"
"594",33,"2","IT","Yes",0.401926994324,"lcmd",1,"Index","Index"
"595",34,"2","IT","No",0.511492776871,"lcmd",1,"Index","Middle"
"596",35,"2","IT","No",0.490406942368,"lalt",1,"Middle","Index"
"597",36,"2","IT","No",0.43025894165,"lcmd",1,"Index","Middle"
"598",37,"2","IT","Yes",0.452105140686,"lcmd",1,"Index","Index"
"599",38,"2","IT","Yes",0.462109947205,"lalt",1,"Middle","Middle"
"600",39,"2","IT","No",0.664272069931,"lalt",1,"Middle","Index"
"601",40,"2","IT","Yes",0.484280872345,"lalt",1,"Middle","Middle"
"602",41,"2","IT","Yes",0.395676088333,"lcmd",1,"Index","Index"
"603",42,"2","IT","No",0.410740041733,"lalt",1,"Middle","Index"
"604",43,"2","IT","No",0.656316041946,"lcmd",1,"Index","Middle"
"605",44,"2","IT","Yes",0.413679122925,"lalt",1,"Middle","Middle"
"606",45,"2","IT","No",0.509243965149,"lalt",1,"Middle","Index"
"607",46,"2","IT","No",0.571943092346,"lcmd",1,"Index","Middle"
"608",47,"2","IT","Yes",0.438093996048,"lcmd",1,"Index","Index"
"609",48,"2","IT","Yes",0.452342128754,"lcmd",1,"Index","Index"
"610",49,"2","IT","No",0.507016897202,"lcmd",1,"Index","Middle"
"611",50,"2","IT","No",0.52625617981,"lalt",1,"Middle","Index"
"612",51,"2","IT","Yes",0.480744934082,"lalt",1,"Middle","Middle"
"613",52,"2","IT","No",0.370481872559,"lcmd",1,"Index","Middle"
"614",53,"2","IT","Yes",0.463139057159,"lalt",1,"Middle","Middle"
"615",54,"2","IT","Yes",0.408645057678,"lcmd",1,"Index","Index"
"616",55,"2","IT","No",0.406626939774,"lalt",1,"Middle","Index"
"617",56,"2","IT","No",0.356090974808,"lcmd",1,"Index","Middle"
"618",57,"2","IT","Yes",0.43787894249,"lcmd",1,"Index","Index"
"619",58,"2","IT","Yes",0.364772987366,"lalt",1,"Middle","Middle"
"620",59,"2","IT","No",0.411732149124,"lcmd",0,"Middle","Index"
"621",60,"2","IT","Yes",0.42751994133,"lcmd",1,"Index","Index"
"622",61,"2","IT","No",0.419339895248,"lcmd",1,"Index","Middle"
"623",62,"2","IT","Yes",0.357174158096,"lalt",1,"Middle","Middle"
"624",63,"2","IT","No",0.388444852829,"lcmd",0,"Middle","Index"
"625",64,"2","IT","Yes",0.456300878525,"lcmd",1,"Index","Index"
"626",65,"2","IT","Yes",0.397453975678,"lalt",1,"Middle","Middle"
"627",66,"2","IT","No",0.486080026627,"lcmd",0,"Middle","Index"
"628",67,"2","IT","No",0.456655931473,"lcmd",1,"Index","Middle"
"629",68,"2","IT","No",0.389796829224,"lcmd",1,"Index","Middle"
"630",69,"2","IT","Yes",0.446365022659,"lalt",1,"Middle","Middle"
"631",70,"2","IT","No",0.457482004166,"lalt",1,"Middle","Index"
"632",71,"2","IT","Yes",0.426844978332,"lcmd",1,"Index","Index"
"633",72,"2","IT","No",0.412039041519,"lcmd",1,"Index","Middle"
"634",73,"2","IT","No",0.44654917717,"lalt",1,"Middle","Index"
"635",74,"2","IT","Yes",0.418120002747,"lalt",1,"Middle","Middle"
"636",75,"2","IT","Yes",0.318933868408,"lcmd",1,"Index","Index"
"637",76,"2","IT","Yes",0.448922014236,"lcmd",1,"Index","Index"
"638",77,"2","IT","No",0.460109043121,"lalt",1,"Middle","Index"
"639",78,"2","IT","No",0.496307086945,"lcmd",1,"Index","Middle"
"640",79,"2","IT","Yes",0.441329956055,"lalt",1,"Middle","Middle"
"641",0,"3","II","No",0.5288189888,"lalt",1,"Middle","Index"
"642",1,"3","II","No",0.504836034775,"lcmd",1,"Index","Middle"
"643",2,"3","II","Yes",0.391747093201,"lalt",1,"Middle","Middle"
"644",3,"3","II","Yes",0.463397169113,"lcmd",1,"Index","Index"
"645",4,"3","II","Yes",0.567072057724,"lalt",1,"Middle","Middle"
"646",5,"3","II","Yes",0.490997982025,"lcmd",1,"Index","Index"
"647",6,"3","II","No",0.43383898735,"lalt",1,"Middle","Index"
"648",7,"3","II","No",0.557134103775,"lcmd",1,"Index","Middle"
"649",8,"3","II","No",0.45879907608,"lalt",1,"Middle","Index"
"650",9,"3","II","No",0.510220003128,"lcmd",1,"Index","Middle"
"651",10,"3","II","Yes",0.530847978592,"lcmd",1,"Index","Index"
"652",11,"3","II","Yes",0.425791168213,"lalt",1,"Middle","Middle"
"653",12,"3","II","No",0.467240858078,"lalt",1,"Middle","Index"
"654",13,"3","II","No",0.534474945068,"lcmd",1,"Index","Middle"
"655",14,"3","II","Yes",0.419074964523,"lalt",1,"Middle","Middle"
"656",15,"3","II","Yes",0.489718103409,"lcmd",1,"Index","Index"
"657",16,"3","II","No",0.444875001907,"lcmd",1,"Index","Middle"
"658",17,"3","II","Yes",0.554694032669,"lcmd",1,"Index","Index"
"659",18,"3","II","Yes",0.441118907928,"lalt",1,"Middle","Middle"
"660",19,"3","II","No",0.469089126587,"lalt",1,"Middle","Index"
"661",20,"3","II","No",0.467985010147,"lcmd",1,"Index","Middle"
"662",21,"3","II","Yes",0.477468109131,"lalt",1,"Middle","Middle"
"663",22,"3","II","Yes",0.470293998718,"lcmd",1,"Index","Index"
"664",23,"3","II","No",0.901549196243,"lalt",1,"Middle","Index"
"665",24,"3","II","No",0.463342094421,"lcmd",1,"Index","Middle"
"666",25,"3","II","Yes",0.518958902359,"lcmd",1,"Index","Index"
"667",26,"3","II","No",0.461637926102,"lalt",1,"Middle","Index"
"668",27,"3","II","Yes",0.587700986862,"lalt",1,"Middle","Middle"
"669",28,"3","II","No",0.498098087311,"lalt",1,"Middle","Index"
"670",29,"3","II","Yes",0.443375062942,"lcmd",1,"Index","Index"
"671",30,"3","II","No",0.461014080048,"lcmd",1,"Index","Middle"
"672",31,"3","II","Yes",0.440553188324,"lalt",1,"Middle","Middle"
"673",32,"3","II","Yes",0.417110109329,"lalt",1,"Middle","Middle"
"674",33,"3","II","No",0.456484079361,"lalt",1,"Middle","Index"
"675",34,"3","II","Yes",0.409341001511,"lcmd",1,"Index","Index"
"676",35,"3","II","No",0.480680942535,"lcmd",1,"Index","Middle"
"677",36,"3","II","No",0.529115867615,"lalt",1,"Middle","Index"
"678",37,"3","II","Yes",0.479283094406,"lcmd",1,"Index","Index"
"679",38,"3","II","Yes",0.427659130096,"lalt",1,"Middle","Middle"
"680",39,"3","II","No",0.490363073349,"lcmd",1,"Index","Middle"
"681",40,"3","II","Yes",0.451526117325,"lalt",1,"Middle","Middle"
"682",41,"3","II","No",0.521620082855,"lcmd",1,"Index","Middle"
"683",42,"3","II","No",0.445512056351,"lalt",1,"Middle","Index"
"684",43,"3","II","Yes",0.433550024033,"lcmd",1,"Index","Index"
"685",44,"3","II","No",0.49542183876,"lcmd",1,"Index","Middle"
"686",45,"3","II","Yes",0.468213891983,"lcmd",1,"Index","Index"
"687",46,"3","II","Yes",0.416955947876,"lalt",1,"Middle","Middle"
"688",47,"3","II","No",0.42452788353,"lalt",1,"Middle","Index"
"689",48,"3","II","No",0.480763149262,"lcmd",1,"Index","Middle"
"690",49,"3","II","Yes",0.466413927078,"lcmd",1,"Index","Index"
"691",50,"3","II","Yes",0.584658908844,"lalt",1,"Middle","Middle"
"692",51,"3","II","No",0.466945886612,"lalt",1,"Middle","Index"
"693",52,"3","II","No",0.505112123489,"lalt",1,"Middle","Index"
"694",53,"3","II","Yes",0.496055841446,"lcmd",1,"Index","Index"
"695",54,"3","II","Yes",0.471953010559,"lalt",1,"Middle","Middle"
"696",55,"3","II","No",0.49640007019,"lalt",0,"Index","Middle"
"697",56,"3","II","Yes",0.598684024811,"lcmd",1,"Index","Index"
"698",57,"3","II","Yes",0.460454130173,"lalt",1,"Middle","Middle"
"699",58,"3","II","No",0.488663911819,"lalt",1,"Middle","Index"
"700",59,"3","II","No",0.434252023697,"lcmd",1,"Index","Middle"
"701",60,"3","II","Yes",0.447514915466,"lalt",1,"Middle","Middle"
"702",61,"3","II","No",0.5025639534,"lcmd",1,"Index","Middle"
"703",62,"3","II","No",0.476080942154,"lalt",1,"Middle","Index"
"704",63,"3","II","Yes",0.483257007599,"lcmd",1,"Index","Index"
"705",64,"3","II","No",0.515057945251,"lcmd",1,"Index","Middle"
"706",65,"3","II","Yes",0.715071153641,"lalt",1,"Middle","Middle"
"707",66,"3","II","Yes",0.521549987793,"lcmd",1,"Index","Index"
"708",67,"3","II","No",0.50074300766,"lalt",1,"Middle","Index"
"709",68,"3","II","No",0.613015174866,"lalt",1,"Middle","Index"
"710",69,"3","II","Yes",0.579876995087,"lcmd",1,"Index","Index"
"711",70,"3","II","No",0.517020845413,"lcmd",1,"Index","Middle"
"712",71,"3","II","Yes",0.701639080048,"lalt",1,"Middle","Middle"
"713",72,"3","II","Yes",0.459141159058,"lcmd",1,"Index","Index"
"714",73,"3","II","No",0.569721078873,"lcmd",1,"Index","Middle"
"715",74,"3","II","No",0.531877040863,"lalt",1,"Middle","Index"
"716",75,"3","II","Yes",0.787767076492,"lalt",1,"Middle","Middle"
"717",76,"3","II","No",0.583740091324,"lcmd",1,"Index","Middle"
"718",77,"3","II","Yes",0.506908130646,"lcmd",1,"Index","Index"
"719",78,"3","II","No",0.51676697731,"lalt",1,"Middle","Index"
"720",79,"3","II","Yes",0.511805915832,"lalt",1,"Middle","Middle"
"721",0,"4","IT","No",-13.2315809727,"lcmd",1,"Index","Middle"
"722",1,"4","IT","Yes",0.569158887863,"lcmd",1,"Index","Index"
"723",2,"4","IT","No",0.673577928543,"lalt",1,"Middle","Index"
"724",3,"4","IT","Yes",0.571750879288,"lalt",1,"Middle","Middle"
"725",4,"4","IT","Yes",0.699734115601,"lcmd",1,"Index","Index"
"726",5,"4","IT","Yes",0.502014017105,"lalt",1,"Middle","Middle"
"727",6,"4","IT","No",0.620046806335,"lcmd",1,"Index","Middle"
"728",7,"4","IT","No",0.603539943695,"lalt",1,"Middle","Index"
"729",8,"4","IT","Yes",0.559842967987,"lalt",1,"Middle","Middle"
"730",9,"4","IT","No",0.443963003159,"lcmd",1,"Index","Middle"
"731",10,"4","IT","Yes",0.483951807022,"lcmd",1,"Index","Index"
"732",11,"4","IT","No",0.620394945145,"lalt",1,"Middle","Index"
"733",12,"4","IT","Yes",0.445606851578,"lalt",1,"Middle","Middle"
"734",13,"4","IT","No",0.563514137268,"lcmd",1,"Index","Middle"
"735",14,"4","IT","No",0.596024084091,"lalt",1,"Middle","Index"
"736",15,"4","IT","Yes",0.488501930237,"lcmd",1,"Index","Index"
"737",16,"4","IT","No",0.627365970612,"lcmd",1,"Index","Middle"
"738",17,"4","IT","Yes",0.610064172745,"lalt",1,"Middle","Middle"
"739",18,"4","IT","Yes",0.501346158981,"lcmd",1,"Index","Index"
"740",19,"4","IT","No",0.825363016129,"lalt",1,"Middle","Index"
"741",20,"4","IT","Yes",0.566465997696,"lalt",1,"Middle","Middle"
"742",21,"4","IT","No",0.472297906876,"lcmd",1,"Index","Middle"
"743",22,"4","IT","Yes",0.490816926956,"lcmd",1,"Index","Index"
"744",23,"4","IT","No",0.786637020111,"lalt",1,"Middle","Index"
"745",24,"4","IT","Yes",0.495805931091,"lalt",1,"Middle","Middle"
"746",25,"4","IT","Yes",0.537591028214,"lcmd",1,"Index","Index"
"747",26,"4","IT","No",0.552397108078,"lcmd",1,"Index","Middle"
"748",27,"4","IT","No",0.519085025787,"lalt",1,"Middle","Index"
"749",28,"4","IT","No",0.661463975906,"lcmd",1,"Index","Middle"
"750",29,"4","IT","No",0.48342499733,"lalt",1,"Middle","Index"
