"Participant","V1","Condition","Congruity","Reaction_time","Response","Cue","Finger","FS","EC","PT","PD","SS","Gender","Age","Item","RTlog"
14,68,"IT","No",0.611866998672,"lalt","Middle","Index",20,24,24,16,28,"female",21,"Middle Index",-0.491240342519125
14,69,"IT","Yes",0.474071073532,"lcmd","Index","Index",20,24,24,16,28,"female",21,"Index Index",-0.746398024367225
14,70,"IT","Yes",0.554903078079,"lalt","Middle","Middle",20,24,24,16,28,"female",21,"Middle Middle",-0.588961814577903
14,71,"IT","No",0.575403022766,"lcmd","Index","Middle",20,24,24,16,28,"female",21,"Index Middle",-0.552684574548631
14,72,"IT","Yes",0.487906885147,"lcmd","Index","Index",20,24,24,16,28,"female",21,"Index Index",-0.717630700460367
14,74,"IT","No",0.649143028259,"lcmd","Index","Middle",20,24,24,16,28,"female",21,"Index Middle",-0.432102204033285
14,75,"IT","No",0.708155012131,"lalt","Middle","Index",20,24,24,16,28,"female",21,"Middle Index",-0.345092265565236
14,76,"IT","Yes",0.517013025284,"lalt","Middle","Middle",20,24,24,16,28,"female",21,"Middle Middle",-0.65968721081815
14,77,"IT","No",0.573313999176,"lalt","Middle","Index",20,24,24,16,28,"female",21,"Middle Index",-0.556321720778802
14,78,"IT","No",0.357161951065,"lcmd","Index","Middle",20,24,24,16,28,"female",21,"Index Middle",-1.02956595562825
14,79,"IT","Yes",0.631614017487,"lcmd","Index","Index",20,24,24,16,28,"female",21,"Index Index",-0.459476803232295
15,0,"II","No",0.739262104034,"lcmd","Index","Middle",12,23,20,16,31,"female",22,"Index Middle",-0.302102746986231
15,1,"II","No",0.483640098572,"lalt","Middle","Index",12,23,20,16,31,"female",22,"Middle Index",-0.726414246863359
15,2,"II","Yes",0.592977905273,"lcmd","Index","Index",12,23,20,16,31,"female",22,"Index Index",-0.522598139914642
15,3,"II","Yes",0.440736913681,"lalt","Middle","Middle",12,23,20,16,31,"female",22,"Middle Middle",-0.819307149169335
15,4,"II","No",0.570558929443,"lcmd","Index","Middle",12,23,20,16,31,"female",22,"Index Middle",-0.561138820635888
15,5,"II","Yes",0.568163919449,"lcmd","Index","Index",12,23,20,16,31,"female",22,"Index Index",-0.565345311316012
15,6,"II","No",0.600787973404,"lalt","Middle","Index",12,23,20,16,31,"female",22,"Middle Index",-0.509513196369052
15,7,"II","Yes",0.440641975403,"lalt","Middle","Middle",12,23,20,16,31,"female",22,"Middle Middle",-0.819522580420396
15,8,"II","Yes",0.435291051865,"lcmd","Index","Index",12,23,20,16,31,"female",22,"Index Index",-0.831740386883732
15,9,"II","Yes",0.559352016449,"lalt","Middle","Middle",12,23,20,16,31,"female",22,"Middle Middle",-0.580976278709551
15,10,"II","No",0.755294036865,"lcmd","Index","Middle",12,23,20,16,31,"female",22,"Index Middle",-0.280648152748846
15,11,"II","No",0.642570018768,"lalt","Middle","Index",12,23,20,16,31,"female",22,"Middle Index",-0.442279489523264
15,12,"II","Yes",0.522616052628,"lalt","Middle","Middle",12,23,20,16,31,"female",22,"Middle Middle",-0.648908209513187
15,13,"II","No",0.766236925125,"lcmd","Index","Middle",12,23,20,16,31,"female",22,"Index Middle",-0.2662638553357
15,14,"II","Yes",0.631129837036,"lcmd","Index","Index",12,23,20,16,31,"female",22,"Index Index",-0.460243673683486
15,15,"II","No",0.546793174744,"lalt","Middle","Index",12,23,20,16,31,"female",22,"Middle Index",-0.603684656390202
15,16,"II","Yes",0.509029006958,"lalt","Middle","Middle",12,23,20,16,31,"female",22,"Middle Middle",-0.67525027592571
15,17,"II","Yes",0.902156162262,"lcmd","Index","Index",12,23,20,16,31,"female",22,"Index Index",-0.102967645011021
15,18,"II","No",0.543806123733,"lcmd","Index","Middle",12,23,20,16,31,"female",22,"Index Middle",-0.609162485844965
15,19,"II","No",0.457277870178,"lalt","Middle","Index",12,23,20,16,31,"female",22,"Middle Index",-0.78246404183983
15,20,"II","No",0.602637863159,"lalt","Middle","Index",12,23,20,16,31,"female",22,"Middle Index",-0.50643882127113
15,21,"II","Yes",0.664867830277,"lcmd","Index","Index",12,23,20,16,31,"female",22,"Index Index",-0.40816700954313
15,22,"II","No",0.576666069031,"lcmd","Index","Middle",12,23,20,16,31,"female",22,"Index Middle",-0.550491916521387
15,23,"II","Yes",0.513254165649,"lalt","Middle","Middle",12,23,20,16,31,"female",22,"Middle Middle",-0.666984106897813
15,24,"II","No",0.557142829895,"lalt","Middle","Index",12,23,20,16,31,"female",22,"Middle Index",-0.584933644826124
15,25,"II","Yes",0.617522859573,"lcmd","Index","Index",12,23,20,16,31,"female",22,"Index Index",-0.482039191613794
15,26,"II","Yes",0.571010017395,"lalt","Middle","Middle",12,23,20,16,31,"female",22,"Middle Middle",-0.560348525881065
15,27,"II","No",0.632967853546,"lcmd","Index","Middle",12,23,20,16,31,"female",22,"Index Middle",-0.457335642415046
15,28,"II","Yes",0.766544008255,"lalt","Middle","Middle",12,23,20,16,31,"female",22,"Middle Middle",-0.265863167765257
15,29,"II","No",0.850469923019,"lalt","Middle","Index",12,23,20,16,31,"female",22,"Middle Index",-0.161966231652784
15,30,"II","Yes",0.609946060181,"lcmd","Index","Index",12,23,20,16,31,"female",22,"Index Index",-0.49438475165737
15,31,"II","No",0.640385007858,"lcmd","Index","Middle",12,23,20,16,31,"female",22,"Index Middle",-0.445685708723866
15,32,"II","Yes",0.450028038025,"lcmd","Index","Index",12,23,20,16,31,"female",22,"Index Index",-0.798445391436532
15,33,"II","No",0.71053404808,"lcmd","Index","Middle",12,23,20,16,31,"female",22,"Index Middle",-0.341738411298308
15,34,"II","No",0.457198858261,"lalt","Middle","Index",12,23,20,16,31,"female",22,"Middle Index",-0.782636844306507
15,35,"II","Yes",0.377832984924,"lalt","Middle","Middle",12,23,20,16,31,"female",22,"Middle Middle",-0.973303019827482
15,36,"II","No",0.61602101326,"lalt","Middle","Index",12,23,20,16,31,"female",22,"Middle Index",-0.484474203595368
15,37,"II","Yes",0.482326030731,"lalt","Middle","Middle",12,23,20,16,31,"female",22,"Middle Middle",-0.729134981290253
15,38,"II","Yes",0.510206842422,"lcmd","Index","Index",12,23,20,16,31,"female",22,"Index Index",-0.672939062109946
15,39,"II","No",0.54643406868,"lcmd","Index","Middle",12,23,20,16,31,"female",22,"Index Middle",-0.604341621498007
15,40,"II","Yes",0.67286400795,"lalt","Middle","Middle",12,23,20,16,31,"female",22,"Middle Middle",-0.396212038180947
15,41,"II","No",0.668767929077,"lcmd","Index","Middle",12,23,20,16,31,"female",22,"Index Middle",-0.402318171296532
15,42,"II","Yes",0.419664049149,"lcmd","Index","Index",12,23,20,16,31,"female",22,"Index Index",-0.868300770760378
15,43,"II","No",0.565064048767,"lalt","Middle","Index",12,23,20,16,31,"female",22,"Middle Index",-0.570816193610971
15,44,"II","No",0.558950853348,"lcmd","Index","Middle",12,23,20,16,31,"female",22,"Index Middle",-0.581693728568694
15,45,"II","Yes",0.55506811142,"lalt","Middle","Middle",12,23,20,16,31,"female",22,"Middle Middle",-0.588664449486309
15,46,"II","No",0.63877286911,"lalt","Middle","Index",12,23,20,16,31,"female",22,"Middle Index",-0.448206335193194
15,47,"II","Yes",0.597800016403,"lcmd","Index","Index",12,23,20,16,31,"female",22,"Index Index",-0.514499001693357
15,48,"II","Yes",0.548365020752,"lalt","Middle","Middle",12,23,20,16,31,"female",22,"Middle Middle",-0.600814117515
15,49,"II","No",0.597230148315,"lalt","Middle","Index",12,23,20,16,31,"female",22,"Middle Index",-0.51545273181335
15,50,"II","No",0.670446920395,"lcmd","Index","Middle",12,23,20,16,31,"female",22,"Index Middle",-0.399810743607329
15,51,"II","Yes",0.687030982971,"lcmd","Index","Index",12,23,20,16,31,"female",22,"Index Index",-0.37537588883785
15,52,"II","Yes",0.498118877411,"lcmd","Index","Index",12,23,20,16,31,"female",22,"Index Index",-0.696916520783459
15,53,"II","Yes",0.381854915619,"lalt","Middle","Middle",12,23,20,16,31,"female",22,"Middle Middle",-0.962714544563128
15,54,"II","No",0.546902990341,"lalt","Middle","Index",12,23,20,16,31,"female",22,"Middle Index",-0.603483840842201
15,55,"II","No",0.447409057617,"lcmd","Index","Middle",12,23,20,16,31,"female",22,"Index Middle",-0.804281985122095
15,56,"II","No",0.47882194519,"lalt","Middle","Index",12,23,20,16,31,"female",22,"Middle Index",-0.736426472618494
15,57,"II","No",0.532040977478,"lcmd","Index","Middle",12,23,20,16,31,"female",22,"Index Middle",-0.631034767272205
15,58,"II","Yes",0.484643030167,"lcmd","Index","Index",12,23,20,16,31,"female",22,"Index Index",-0.724342679314783
15,59,"II","Yes",0.487507867813,"lalt","Middle","Middle",12,23,20,16,31,"female",22,"Middle Middle",-0.718448849570879
15,60,"II","Yes",0.604841947556,"lalt","Middle","Middle",12,23,20,16,31,"female",22,"Middle Middle",-0.502788098790469
15,61,"II","No",0.55466799736,"lalt","Middle","Index",12,23,20,16,31,"female",22,"Middle Index",-0.589385547185432
15,62,"II","Yes",0.441868019104,"lcmd","Index","Index",12,23,20,16,31,"female",22,"Index Index",-0.816744040806307
15,63,"II","No",0.621445846558,"lcmd","Index","Middle",12,23,20,16,31,"female",22,"Index Middle",-0.475706505282257
15,64,"II","Yes",0.532490921021,"lcmd","Index","Index",12,23,20,16,31,"female",22,"Index Index",-0.630189431269727
15,65,"II","No",0.59880695343,"lalt","Middle","Index",12,23,20,16,31,"female",22,"Middle Index",-0.512816014229537
15,66,"II","Yes",0.605109834671,"lalt","Middle","Middle",12,23,20,16,31,"female",22,"Middle Middle",-0.502345292517835
15,67,"II","No",0.517588949204,"lcmd","Index","Middle",12,23,20,16,31,"female",22,"Index Middle",-0.658573886092914
15,68,"II","No",0.550937128067,"lcmd","Index","Middle",12,23,20,16,31,"female",22,"Index Middle",-0.59613458148127
15,69,"II","Yes",0.651941967011,"lcmd","Index","Index",12,23,20,16,31,"female",22,"Index Index",-0.427799728668741
15,70,"II","No",0.864114952087,"lalt","Middle","Index",12,23,20,16,31,"female",22,"Middle Index",-0.146049472630978
15,71,"II","Yes",0.497386980057,"lalt","Middle","Middle",12,23,20,16,31,"female",22,"Middle Middle",-0.698386923956637
15,72,"II","Yes",0.504909038544,"lcmd","Index","Index",12,23,20,16,31,"female",22,"Index Index",-0.683376987625687
15,73,"II","No",0.532461833954,"lalt","Middle","Index",12,23,20,16,31,"female",22,"Middle Index",-0.630244057293034
15,74,"II","No",0.720755052567,"lcmd","Index","Middle",12,23,20,16,31,"female",22,"Index Middle",-0.327455932336271
15,75,"II","Yes",0.643405199051,"lalt","Middle","Middle",12,23,20,16,31,"female",22,"Middle Middle",-0.440980583620801
15,76,"II","No",0.711437082291,"lalt","Middle","Index",12,23,20,16,31,"female",22,"Middle Index",-0.34046829503067
15,77,"II","No",0.538376951218,"lcmd","Index","Middle",12,23,20,16,31,"female",22,"Index Middle",-0.619196311341386
15,78,"II","Yes",0.584555006027,"lalt","Middle","Middle",12,23,20,16,31,"female",22,"Middle Middle",-0.536904394667254
15,79,"II","Yes",0.501557922363,"lcmd","Index","Index",12,23,20,16,31,"female",22,"Index Index",-0.690036180018248
16,0,"IT","Yes",0.794342803955,"lcmd","Index","Index",16,20,20,14,25,"male",25,"Index Index",-0.230240167892827
16,1,"IT","Yes",0.499205064774,"lalt","Middle","Middle",16,20,20,14,25,"male",25,"Middle Middle",-0.694738316197137
16,2,"IT","No",0.481133937836,"lcmd","Index","Middle",16,20,20,14,25,"male",25,"Index Middle",-0.731609590598841
16,3,"IT","No",0.519119024277,"lalt","Middle","Index",16,20,20,14,25,"male",25,"Middle Index",-0.655622088242188
16,4,"IT","No",0.596926879883,"lalt","Middle","Index",16,20,20,14,25,"male",25,"Middle Index",-0.515960652348688
16,5,"IT","Yes",0.480930948257,"lcmd","Index","Index",16,20,20,14,25,"male",25,"Index Index",-0.732031577899171
16,6,"IT","No",0.483186149597,"lcmd","Index","Middle",16,20,20,14,25,"male",25,"Index Middle",-0.727353296685843
16,7,"IT","Yes",0.524126005173,"lalt","Middle","Middle",16,20,20,14,25,"male",25,"Middle Middle",-0.646023155681459
16,8,"IT","No",0.52821803093,"lalt","Middle","Index",16,20,20,14,25,"male",25,"Middle Index",-0.638246143143622
16,9,"IT","Yes",0.498577070236,"lalt","Middle","Middle",16,20,20,14,25,"male",25,"Middle Middle",-0.6959970972454
16,10,"IT","Yes",0.572089004517,"lcmd","Index","Index",16,20,20,14,25,"male",25,"Index Index",-0.558460697404674
16,11,"IT","No",0.532040119171,"lcmd","Index","Middle",16,20,20,14,25,"male",25,"Index Middle",-0.631036380508269
16,12,"IT","Yes",0.417672014236,"lcmd","Index","Index",16,20,20,14,25,"male",25,"Index Index",-0.873058809397993
16,13,"IT","No",0.45557217598,"lalt","Middle","Index",16,20,20,14,25,"male",25,"Middle Index",-0.78620112043294
16,14,"IT","Yes",0.573304891586,"lalt","Middle","Middle",16,20,20,14,25,"male",25,"Middle Middle",-0.556337606772088
16,15,"IT","No",0.714217090607,"lcmd","Index","Middle",16,20,20,14,25,"male",25,"Index Middle",-0.336568314386734
16,16,"IT","Yes",0.515217161179,"lcmd","Index","Index",16,20,20,14,25,"male",25,"Index Index",-0.663166795004903
16,17,"IT","Yes",0.552502918243,"lalt","Middle","Middle",16,20,20,14,25,"male",25,"Middle Middle",-0.593296563716395
16,18,"IT","No",0.557951021194,"lalt","Middle","Index",16,20,20,14,25,"male",25,"Middle Index",-0.583484096091326
16,19,"IT","No",0.508761024475,"lcmd","Index","Middle",16,20,20,14,25,"male",25,"Index Middle",-0.675776872730388
16,20,"IT","No",0.682737970352,"lalt","Middle","Index",16,20,20,14,25,"male",25,"Middle Index",-0.381644138187428
16,21,"IT","Yes",0.604792881012,"lalt","Middle","Middle",16,20,20,14,25,"male",25,"Middle Middle",-0.502869224999582
16,22,"IT","No",0.410747146606,"lcmd","Index","Middle",16,20,20,14,25,"male",25,"Index Middle",-0.889777468878907
16,23,"IT","Yes",0.554292106628,"lcmd","Index","Index",16,20,20,14,25,"male",25,"Index Index",-0.590063462910342
16,24,"IT","No",0.475091791153,"lalt","Middle","Index",16,20,20,14,25,"male",25,"Middle Index",-0.744247249084184
16,25,"IT","Yes",0.548993110657,"lalt","Middle","Middle",16,20,20,14,25,"male",25,"Middle Middle",-0.599669386445698
16,26,"IT","Yes",0.549233055115,"lcmd","Index","Index",16,20,20,14,25,"male",25,"Index Index",-0.599232419144615
16,27,"IT","No",0.443460083008,"lcmd","Index","Middle",16,20,20,14,25,"male",25,"Index Middle",-0.813147485774695
16,28,"IT","Yes",0.516471004486,"lalt","Middle","Middle",16,20,20,14,25,"male",25,"Middle Middle",-0.660736130457124
16,29,"IT","No",0.54371304512,"lcmd","Index","Middle",16,20,20,14,25,"male",25,"Index Middle",-0.609333661886534
16,30,"IT","Yes",0.565530920029,"lcmd","Index","Index",16,20,20,14,25,"male",25,"Index Index",-0.569990307592684
16,31,"IT","No",0.495377111435,"lalt","Middle","Index",16,20,20,14,25,"male",25,"Middle Index",-0.702435965184381
16,32,"IT","No",0.456484889984,"lcmd","Index","Middle",16,20,20,14,25,"male",25,"Index Middle",-0.784199679201383
16,33,"IT","No",0.523724889755,"lalt","Middle","Index",16,20,20,14,25,"male",25,"Middle Index",-0.646788752083645
16,34,"IT","Yes",0.517888975143,"lalt","Middle","Middle",16,20,20,14,25,"male",25,"Middle Middle",-0.657994393396176
16,35,"IT","Yes",0.513394927979,"lcmd","Index","Index",16,20,20,14,25,"male",25,"Index Index",-0.666709889871264
16,36,"IT","Yes",0.430751943588,"lcmd","Index","Index",16,20,20,14,25,"male",25,"Index Index",-0.84222289148213
16,37,"IT","Yes",0.519800853729,"lalt","Middle","Middle",16,20,20,14,25,"male",25,"Middle Middle",-0.654309514357858
16,38,"IT","No",0.40019402504,"lcmd","Index","Middle",16,20,20,14,25,"male",25,"Index Middle",-0.915805786878989
16,39,"IT","No",0.474736833572,"lalt","Middle","Index",16,20,20,14,25,"male",25,"Middle Index",-0.744994663066631
16,40,"IT","No",0.374941062927,"lcmd","Index","Middle",16,20,20,14,25,"male",25,"Index Middle",-0.980986430891522
16,41,"IT","Yes",0.532701158524,"lcmd","Index","Index",16,20,20,14,25,"male",25,"Index Index",-0.629794690246456
16,42,"IT","No",0.596798992157,"lalt","Middle","Index",16,20,20,14,25,"male",25,"Middle Index",-0.516174918838985
16,43,"IT","Yes",0.427670955658,"lalt","Middle","Middle",16,20,20,14,25,"male",25,"Middle Middle",-0.849401174266504
16,44,"IT","No",0.481990098953,"lalt","Middle","Index",16,20,20,14,25,"male",25,"Middle Index",-0.729831706733804
16,45,"IT","Yes",0.541065168381,"lcmd","Index","Index",16,20,20,14,25,"male",25,"Index Index",-0.614215548275669
16,46,"IT","Yes",0.549802160263,"lalt","Middle","Middle",16,20,20,14,25,"male",25,"Middle Middle",-0.598196774079009
16,47,"IT","No",0.465420055389,"lcmd","Index","Middle",16,20,20,14,25,"male",25,"Index Middle",-0.764814936242672
16,48,"IT","Yes",0.393407869339,"lcmd","Index","Index",16,20,20,14,25,"male",25,"Index Index",-0.932908369823583
16,49,"IT","No",0.438577127457,"lcmd","Index","Middle",16,20,20,14,25,"male",25,"Index Middle",-0.824219593339003
16,50,"IT","No",0.557277154923,"lalt","Middle","Index",16,20,20,14,25,"male",25,"Middle Index",-0.584692577669252
16,51,"IT","Yes",0.626361894607,"lalt","Middle","Middle",16,20,20,14,25,"male",25,"Middle Middle",-0.467826968520211
16,52,"IT","No",0.517859888077,"lalt","Middle","Index",16,20,20,14,25,"male",25,"Middle Index",-0.658050559648519
16,53,"IT","No",0.56525387764,"lcmd","Index","Middle",16,20,20,14,25,"male",25,"Index Middle",-0.57048030780336
16,54,"IT","Yes",0.60081281662,"lcmd","Index","Index",16,20,20,14,25,"male",25,"Index Index",-0.509471846169868
16,55,"IT","Yes",0.543639945984,"lalt","Middle","Middle",16,20,20,14,25,"male",25,"Middle Middle",-0.609468115254866
16,56,"IT","Yes",0.494983911514,"lalt","Middle","Middle",16,20,20,14,25,"male",25,"Middle Middle",-0.703230018933567
16,57,"IT","No",0.433143043518,"lalt","Middle","Index",16,20,20,14,25,"male",25,"Middle Index",-0.836687250989661
16,58,"IT","Yes",0.552152061462,"lcmd","Index","Index",16,20,20,14,25,"male",25,"Index Index",-0.593931796977901
16,59,"IT","No",0.443324041367,"lcmd","Index","Middle",16,20,20,14,25,"male",25,"Index Middle",-0.813454305976653
16,60,"IT","Yes",0.423846006393,"lalt","Middle","Middle",16,20,20,14,25,"male",25,"Middle Middle",-0.858385082189878
16,61,"IT","No",0.515057086945,"lcmd","Index","Middle",16,20,20,14,25,"male",25,"Index Middle",-0.663477536024742
16,62,"IT","Yes",0.43973493576,"lcmd","Index","Index",16,20,20,14,25,"male",25,"Index Index",-0.821583152324172
16,63,"IT","No",0.416191864014,"lalt","Middle","Index",16,20,20,14,25,"male",25,"Middle Index",-0.876608913474125
16,64,"IT","No",0.39563293457,"lcmd","Index","Middle",16,20,20,14,25,"male",25,"Index Middle",-0.927268430499661
16,65,"IT","No",0.44613609314,"lalt","Middle","Index",16,20,20,14,25,"male",25,"Middle Index",-0.807131231938786
16,67,"IT","Yes",0.551851844788,"lalt","Middle","Middle",16,20,20,14,25,"male",25,"Middle Middle",-0.594475665853184
16,68,"IT","Yes",0.590665864944,"lalt","Middle","Middle",16,20,20,14,25,"male",25,"Middle Middle",-0.526504793804426
16,69,"IT","No",0.360463142395,"lcmd","Index","Middle",16,20,20,14,25,"male",25,"Index Middle",-1.02036556771981
16,70,"IT","Yes",0.464555025101,"lcmd","Index","Index",16,20,20,14,25,"male",25,"Index Index",-0.766675266816306
16,71,"IT","No",0.55278506279,"lalt","Middle","Index",16,20,20,14,25,"male",25,"Middle Index",-0.592786027895922
16,72,"IT","No",0.512335062027,"lcmd","Index","Middle",16,20,20,14,25,"male",25,"Index Middle",-0.668776449959243
16,73,"IT","Yes",0.480140972137,"lalt","Middle","Middle",16,20,20,14,25,"male",25,"Middle Middle",-0.733675526247156
16,74,"IT","No",0.546342039108,"lalt","Middle","Index",16,20,20,14,25,"male",25,"Middle Index",-0.604510054119404
16,75,"IT","Yes",0.475894212723,"lcmd","Index","Index",16,20,20,14,25,"male",25,"Index Index",-0.742559691628741
16,76,"IT","Yes",0.390951013565,"lalt","Middle","Middle",16,20,20,14,25,"male",25,"Middle Middle",-0.939173011845592
16,77,"IT","Yes",0.631450843811,"lcmd","Index","Index",16,20,20,14,25,"male",25,"Index Index",-0.459735180583938
16,78,"IT","No",0.51209821701,"lalt","Middle","Index",16,20,20,14,25,"male",25,"Middle Index",-0.669238842242013
16,79,"IT","No",0.429279994965,"lcmd","Index","Middle",16,20,20,14,25,"male",25,"Index Middle",-0.845645904033764
17,1,"II","No",0.438532114029,"lalt","Middle","Index",18,20,17,11,28,"male",23,"Middle Index",-0.82432223375347
17,2,"II","Yes",0.494999837875,"lalt","Middle","Middle",18,20,17,11,28,"male",23,"Middle Middle",-0.703197843938753
17,3,"II","Yes",0.461159992218,"lcmd","Index","Index",18,20,17,11,28,"male",23,"Index Index",-0.774010241492222
17,4,"II","No",0.404462957382,"lcmd","Index","Middle",18,20,17,11,28,"male",23,"Index Middle",-0.905195122988453
17,5,"II","Yes",0.433244037628,"lalt","Middle","Middle",18,20,17,11,28,"male",23,"Middle Middle",-0.83645411244765
17,6,"II","Yes",0.468931150436,"lcmd","Index","Index",18,20,17,11,28,"male",23,"Index Index",-0.757299322088266
17,7,"II","No",0.595328140259,"lalt","Middle","Index",18,20,17,11,28,"male",23,"Middle Index",-0.518642529221053
17,8,"II","Yes",0.564556884766,"lalt","Middle","Middle",18,20,17,11,28,"male",23,"Middle Middle",-0.571714130290474
17,9,"II","Yes",0.417345046997,"lcmd","Index","Index",18,20,17,11,28,"male",23,"Index Index",-0.873841948499913
17,10,"II","No",0.523575973511,"lalt","Middle","Index",18,20,17,11,28,"male",23,"Middle Index",-0.647073133105807
17,11,"II","No",0.516710996628,"lcmd","Index","Middle",18,20,17,11,28,"male",23,"Index Middle",-0.660271561492396
17,12,"II","Yes",0.481870031357,"lalt","Middle","Middle",18,20,17,11,28,"male",23,"Middle Middle",-0.7300808457797
17,13,"II","No",0.50372095108,"lalt","Middle","Index",18,20,17,11,28,"male",23,"Middle Index",-0.68573283273383
17,14,"II","No",0.530628871918,"lcmd","Index","Middle",18,20,17,11,28,"male",23,"Index Middle",-0.633692425042323
17,15,"II","Yes",0.52914686203,"lcmd","Index","Index",18,20,17,11,28,"male",23,"Index Index",-0.636489263668813
17,16,"II","Yes",0.5596971035,"lcmd","Index","Index",18,20,17,11,28,"male",23,"Index Index",-0.580359528192014
17,17,"II","Yes",0.549961996079,"lalt","Middle","Middle",18,20,17,11,28,"male",23,"Middle Middle",-0.597906101181182
17,18,"II","No",0.632863807678,"lalt","Middle","Index",18,20,17,11,28,"male",23,"Middle Index",-0.457500033734084
17,19,"II","No",0.484031105041,"lcmd","Index","Middle",18,20,17,11,28,"male",23,"Index Middle",-0.725606107716879
17,20,"II","Yes",0.488950109482,"lalt","Middle","Middle",18,20,17,11,28,"male",23,"Middle Middle",-0.715494820311412
17,21,"II","Yes",0.458361101151,"lcmd","Index","Index",18,20,17,11,28,"male",23,"Index Index",-0.780097975055277
17,22,"II","No",0.420959997177,"lalt","Middle","Index",18,20,17,11,28,"male",23,"Middle Index",-0.865217468396255
17,23,"II","No",0.384287118912,"lcmd","Index","Middle",18,20,17,11,28,"male",23,"Index Middle",-0.956365300286907
17,24,"II","Yes",0.430481004715,"lalt","Middle","Middle",18,20,17,11,28,"male",23,"Middle Middle",-0.842852079862515
17,25,"II","Yes",0.429171133041,"lcmd","Index","Index",18,20,17,11,28,"male",23,"Index Index",-0.845899528080684
17,26,"II","No",0.482263040543,"lcmd","Index","Middle",18,20,17,11,28,"male",23,"Index Middle",-0.729265586518874
17,27,"II","No",0.564115047455,"lalt","Middle","Index",18,20,17,11,28,"male",23,"Middle Index",-0.572497063436868
17,28,"II","Yes",0.408693933487,"lcmd","Index","Index",18,20,17,11,28,"male",23,"Index Index",-0.8947887319598
17,29,"II","Yes",0.361893033981,"lalt","Middle","Middle",18,20,17,11,28,"male",23,"Middle Middle",-1.01640659706136
17,30,"II","No",0.43049082756,"lcmd","Index","Middle",18,20,17,11,28,"male",23,"Index Middle",-0.842829261822174
17,31,"II","No",0.634171819687,"lalt","Middle","Index",18,20,17,11,28,"male",23,"Middle Index",-0.455435352291177
17,32,"II","No",0.593838071823,"lalt","Middle","Index",18,20,17,11,28,"male",23,"Middle Index",-0.521148603141946
17,33,"II","No",0.488874959946,"lcmd","Index","Middle",18,20,17,11,28,"male",23,"Index Middle",-0.715648527837426
17,34,"II","Yes",0.60292596817,"lalt","Middle","Middle",18,20,17,11,28,"male",23,"Middle Middle",-0.505960862312844
17,35,"II","Yes",0.603546857834,"lcmd","Index","Index",18,20,17,11,28,"male",23,"Index Index",-0.504931597988889
17,36,"II","No",0.549964857101,"lcmd","Index","Middle",18,20,17,11,28,"male",23,"Index Middle",-0.597900898977068
17,37,"II","No",0.607361888886,"lalt","Middle","Index",18,20,17,11,28,"male",23,"Middle Index",-0.498630473011392
17,38,"II","Yes",0.449017095566,"lcmd","Index","Index",18,20,17,11,28,"male",23,"Index Index",-0.80069431720747
17,39,"II","Yes",0.597958993912,"lalt","Middle","Middle",18,20,17,11,28,"male",23,"Middle Middle",-0.514233099436188
17,40,"II","No",0.497269821167,"lcmd","Index","Middle",18,20,17,11,28,"male",23,"Index Middle",-0.698622500469857
17,41,"II","Yes",0.604706192017,"lalt","Middle","Middle",18,20,17,11,28,"male",23,"Middle Middle",-0.503012571938958
17,42,"II","Yes",0.447166013718,"lcmd","Index","Index",18,20,17,11,28,"male",23,"Index Index",-0.804825357976465
17,43,"II","No",0.39176402092,"lalt","Middle","Index",18,20,17,11,28,"male",23,"Middle Index",-0.937095607907849
17,44,"II","No",0.467472982407,"lcmd","Index","Middle",18,20,17,11,28,"male",23,"Index Middle",-0.760413723566177
17,45,"II","No",0.568960189819,"lalt","Middle","Index",18,20,17,11,28,"male",23,"Middle Index",-0.5639448124722
17,46,"II","Yes",0.57133898735,"lalt","Middle","Middle",18,20,17,11,28,"male",23,"Middle Middle",-0.559772572362959
17,47,"II","Yes",0.587892866135,"lcmd","Index","Index",18,20,17,11,28,"male",23,"Index Index",-0.531210548134709
17,48,"II","No",0.491261053085,"lalt","Middle","Index",18,20,17,11,28,"male",23,"Middle Index",-0.71077961613321
17,49,"II","No",0.544928073883,"lcmd","Index","Middle",18,20,17,11,28,"male",23,"Index Middle",-0.607101467554903
17,50,"II","Yes",0.757542800903,"lalt","Middle","Middle",18,20,17,11,28,"male",23,"Middle Middle",-0.277675240352594
17,51,"II","Yes",0.602614116669,"lcmd","Index","Index",18,20,17,11,28,"male",23,"Index Index",-0.506478226292488
17,52,"II","No",0.551720046997,"lcmd","Index","Middle",18,20,17,11,28,"male",23,"Index Middle",-0.59471452259212
17,53,"II","Yes",0.645752954483,"lcmd","Index","Index",18,20,17,11,28,"male",23,"Index Index",-0.437338271742941
17,54,"II","Yes",0.393589115143,"lalt","Middle","Middle",18,20,17,11,28,"male",23,"Middle Middle",-0.932447768802796
17,55,"II","No",0.542222166061,"lalt","Middle","Index",18,20,17,11,28,"male",23,"Middle Index",-0.612079461047193
17,56,"II","Yes",0.5781229496,"lcmd","Index","Index",18,20,17,11,28,"male",23,"Index Index",-0.547968717359575
17,57,"II","No",0.566370105743,"lcmd","Index","Middle",18,20,17,11,28,"male",23,"Index Middle",-0.568507517404054
17,58,"II","Yes",0.524604129791,"lalt","Middle","Middle",18,20,17,11,28,"male",23,"Middle Middle",-0.645111339313861
