"Participant","V1","Condition","Congruity","Reaction_time","Response","Cue","Finger","FS","EC","PT","PD","SS","Gender","Age","Item","RTlog"
8,30,"IT","Yes",0.510329866409,"lalt","Middle","Middle",21,23,26,9,29,"male",26,"Middle Middle",-0.672697965466324
8,31,"IT","No",0.468297100067,"lalt","Middle","Index",21,23,26,9,29,"male",26,"Middle Index",-0.758652355280317
8,33,"IT","Yes",0.527316856384,"lalt","Middle","Middle",21,23,26,9,29,"male",26,"Middle Middle",-0.639953665606003
8,34,"IT","Yes",0.437097072601,"lcmd","Index","Index",21,23,26,9,29,"male",26,"Index Index",-0.827599974456275
8,35,"IT","No",0.501478052139,"lalt","Middle","Index",21,23,26,9,29,"male",26,"Middle Index",-0.690195436966551
8,36,"IT","Yes",0.469401025772,"lalt","Middle","Middle",21,23,26,9,29,"male",26,"Middle Middle",-0.756297810284261
8,37,"IT","Yes",0.439025974274,"lcmd","Index","Index",21,23,26,9,29,"male",26,"Index Index",-0.823196700746097
8,38,"IT","No",0.427825117111,"lalt","Middle","Index",21,23,26,9,29,"male",26,"Middle Index",-0.849040771782903
8,39,"IT","No",0.428195047378,"lcmd","Index","Middle",21,23,26,9,29,"male",26,"Index Middle",-0.848176469035433
8,40,"IT","No",0.428992986679,"lcmd","Index","Middle",21,23,26,9,29,"male",26,"Index Middle",-0.84631470825535
8,41,"IT","No",0.503676891327,"lalt","Middle","Index",21,23,26,9,29,"male",26,"Middle Index",-0.685820305132864
8,42,"IT","Yes",0.490895986557,"lalt","Middle","Middle",21,23,26,9,29,"male",26,"Middle Middle",-0.71152301363499
8,43,"IT","Yes",0.472277021408,"lcmd","Index","Index",21,23,26,9,29,"male",26,"Index Index",-0.750189555798045
8,44,"IT","No",0.504972982407,"lcmd","Index","Middle",21,23,26,9,29,"male",26,"Index Middle",-0.683250351322122
8,45,"IT","No",0.455328178406,"lalt","Middle","Index",21,23,26,9,29,"male",26,"Middle Index",-0.786736848800288
8,46,"IT","Yes",0.436699008942,"lalt","Middle","Middle",21,23,26,9,29,"male",26,"Middle Middle",-0.828511087918432
8,47,"IT","Yes",0.407781839371,"lcmd","Index","Index",21,23,26,9,29,"male",26,"Index Index",-0.89702295500899
8,48,"IT","Yes",0.501856851578,"lalt","Middle","Middle",21,23,26,9,29,"male",26,"Middle Middle",-0.689440356174297
8,49,"IT","No",0.453308916092,"lcmd","Index","Middle",21,23,26,9,29,"male",26,"Index Middle",-0.7911814519325
8,50,"IT","No",0.498185062408,"lalt","Middle","Index",21,23,26,9,29,"male",26,"Middle Index",-0.696783659726804
8,51,"IT","Yes",0.379032087326,"lcmd","Index","Index",21,23,26,9,29,"male",26,"Index Index",-0.970134414354143
8,52,"IT","No",0.491674995422,"lcmd","Index","Middle",21,23,26,9,29,"male",26,"Index Middle",-0.709937359178448
8,53,"IT","Yes",0.466093206406,"lcmd","Index","Index",21,23,26,9,29,"male",26,"Index Index",-0.763369651109793
8,54,"IT","Yes",0.361688089371,"lalt","Middle","Middle",21,23,26,9,29,"male",26,"Middle Middle",-1.01697307014604
8,55,"IT","No",0.515981054306,"lalt","Middle","Index",21,23,26,9,29,"male",26,"Middle Index",-0.66168523063588
8,56,"IT","Yes",0.39202208519,"lcmd","Index","Index",21,23,26,9,29,"male",26,"Index Index",-0.936437101008292
8,57,"IT","Yes",0.441904973984,"lalt","Middle","Middle",21,23,26,9,29,"male",26,"Middle Middle",-0.816660411004739
8,58,"IT","No",0.492785072327,"lalt","Middle","Index",21,23,26,9,29,"male",26,"Middle Index",-0.707682158765862
8,59,"IT","No",0.39513502121,"lcmd","Index","Middle",21,23,26,9,29,"male",26,"Index Middle",-0.928527746642059
8,60,"IT","Yes",0.569762897492,"lcmd","Index","Index",21,23,26,9,29,"male",26,"Index Index",-0.562534974005055
8,62,"IT","Yes",0.426494884491,"lalt","Middle","Middle",21,23,26,9,29,"male",26,"Middle Middle",-0.852154906281771
8,63,"IT","No",0.402917814255,"lcmd","Index","Middle",21,23,26,9,29,"male",26,"Index Middle",-0.90902267268411
8,64,"IT","Yes",0.454613876343,"lalt","Middle","Middle",21,23,26,9,29,"male",26,"Middle Middle",-0.788306843737866
8,65,"IT","No",0.454123020172,"lalt","Middle","Index",21,23,26,9,29,"male",26,"Middle Index",-0.789387148104555
8,67,"IT","No",0.445228099823,"lcmd","Index","Middle",21,23,26,9,29,"male",26,"Index Middle",-0.809168544270224
8,68,"IT","No",0.43998503685,"lcmd","Index","Middle",21,23,26,9,29,"male",26,"Index Middle",-0.821014559807178
8,69,"IT","No",0.447150945663,"lalt","Middle","Index",21,23,26,9,29,"male",26,"Middle Index",-0.804859055324689
8,70,"IT","Yes",0.456118917465,"lalt","Middle","Middle",21,23,26,9,29,"male",26,"Middle Middle",-0.785001719551492
8,71,"IT","Yes",0.51192407608,"lcmd","Index","Index",21,23,26,9,29,"male",26,"Index Index",-0.669578953844766
8,72,"IT","Yes",0.454390954971,"lalt","Middle","Middle",21,23,26,9,29,"male",26,"Middle Middle",-0.78879731720685
8,73,"IT","No",0.533115005493,"lalt","Middle","Index",21,23,26,9,29,"male",26,"Middle Index",-0.629018107935602
8,74,"IT","No",0.457649993896,"lcmd","Index","Middle",21,23,26,9,29,"male",26,"Index Middle",-0.781650592489052
8,75,"IT","Yes",0.513983011246,"lcmd","Index","Index",21,23,26,9,29,"male",26,"Index Index",-0.665565066123787
8,76,"IT","No",0.513128852844,"lcmd","Index","Middle",21,23,26,9,29,"male",26,"Index Middle",-0.667228290216058
8,77,"IT","Yes",0.465550994873,"lcmd","Index","Index",21,23,26,9,29,"male",26,"Index Index",-0.764533639665669
8,78,"IT","No",0.461757135391,"lalt","Middle","Index",21,23,26,9,29,"male",26,"Middle Index",-0.772716207090943
8,79,"IT","Yes",0.511108112335,"lalt","Middle","Middle",21,23,26,9,29,"male",26,"Middle Middle",-0.671174141029034
9,0,"II","No",0.618619966507,"lalt","Middle","Index",9,19,14,9,25,"male",23,"Middle Index",-0.480264142325125
9,1,"II","Yes",0.402339839935,"lcmd","Index","Index",9,19,14,9,25,"male",23,"Index Index",-0.910458174516955
9,3,"II","Yes",0.868260145187,"lalt","Middle","Middle",9,19,14,9,25,"male",23,"Middle Middle",-0.141263902788153
9,5,"II","Yes",0.520430898666,"lalt","Middle","Middle",9,19,14,9,25,"male",23,"Middle Middle",-0.653098159267817
9,6,"II","Yes",0.607403993607,"lcmd","Index","Index",9,19,14,9,25,"male",23,"Index Index",-0.498561151471129
9,7,"II","No",1.07421321869,"lcmd","Index","Middle",9,19,14,9,25,"male",23,"Index Middle",0.0715885040269883
9,8,"II","Yes",0.664263105392,"lalt","Middle","Middle",9,19,14,9,25,"male",23,"Middle Middle",-0.409076964929012
9,9,"II","No",0.653012037277,"lalt","Middle","Index",9,19,14,9,25,"male",23,"Middle Index",-0.426159716067031
9,10,"II","Yes",0.668878889084,"lcmd","Index","Index",9,19,14,9,25,"male",23,"Index Index",-0.402152268001659
9,11,"II","No",1.25813989639,"lcmd","Index","Middle",9,19,14,9,25,"male",23,"Index Middle",0.229634357492843
9,12,"II","No",0.626762962341,"lcmd","Index","Middle",9,19,14,9,25,"male",23,"Index Middle",-0.467186860321143
9,13,"II","Yes",0.729055833817,"lalt","Middle","Middle",9,19,14,9,25,"male",23,"Middle Middle",-0.316004960308233
9,14,"II","Yes",0.641821098328,"lcmd","Index","Index",9,19,14,9,25,"male",23,"Index Index",-0.443445677166434
9,15,"II","No",0.964069890976,"lalt","Middle","Index",9,19,14,9,25,"male",23,"Middle Index",-0.0365914859872146
9,16,"II","Yes",0.54008307457,"lalt","Middle","Middle",9,19,14,9,25,"male",23,"Middle Middle",-0.616032309459956
9,17,"II","Yes",0.598428869247,"lcmd","Index","Index",9,19,14,9,25,"male",23,"Index Index",-0.513447609423077
9,18,"II","No",0.590443181992,"lcmd","Index","Middle",9,19,14,9,25,"male",23,"Index Middle",-0.526881868140138
9,19,"II","No",0.703143119812,"lalt","Middle","Index",9,19,14,9,25,"male",23,"Middle Index",-0.352194823522114
9,20,"II","Yes",0.598307037353,"lalt","Middle","Middle",9,19,14,9,25,"male",23,"Middle Middle",-0.51365121640729
9,21,"II","No",0.636325883865,"lcmd","Index","Middle",9,19,14,9,25,"male",23,"Index Middle",-0.452044450857876
9,22,"II","Yes",0.463217926025,"lcmd","Index","Index",9,19,14,9,25,"male",23,"Index Index",-0.769557653072797
9,23,"II","No",0.596919870377,"lalt","Middle","Index",9,19,14,9,25,"male",23,"Middle Index",-0.515972395071946
9,25,"II","No",0.654831123352,"lcmd","Index","Middle",9,19,14,9,25,"male",23,"Index Middle",-0.423377903533477
9,26,"II","Yes",0.646702957153,"lalt","Middle","Middle",9,19,14,9,25,"male",23,"Middle Middle",-0.43586819785874
9,27,"II","Yes",0.414421987534,"lcmd","Index","Index",9,19,14,9,25,"male",23,"Index Index",-0.880870530723385
9,28,"II","No",0.607159090042,"lcmd","Index","Middle",9,19,14,9,25,"male",23,"Index Middle",-0.498964429936638
9,29,"II","No",0.578554010391,"lalt","Middle","Index",9,19,14,9,25,"male",23,"Middle Index",-0.547223373887082
9,30,"II","Yes",0.522727823257,"lcmd","Index","Index",9,19,14,9,25,"male",23,"Index Index",-0.648694364802362
9,31,"II","Yes",0.427361822128,"lalt","Middle","Middle",9,19,14,9,25,"male",23,"Middle Middle",-0.850124265945562
9,32,"II","No",1.12231206894,"lalt","Middle","Index",9,19,14,9,25,"male",23,"Middle Index",0.115390904737932
9,33,"II","No",0.555067014694,"lcmd","Index","Middle",9,19,14,9,25,"male",23,"Index Middle",-0.588666425328662
9,34,"II","Yes",0.64408788681,"lcmd","Index","Index",9,19,14,9,25,"male",23,"Index Index",-0.439920091987131
9,35,"II","Yes",0.590035104752,"lalt","Middle","Middle",9,19,14,9,25,"male",23,"Middle Middle",-0.527573244272741
9,36,"II","No",0.595837974548,"lalt","Middle","Index",9,19,14,9,25,"male",23,"Middle Index",-0.517786503661233
9,37,"II","No",0.485212945938,"lcmd","Index","Middle",9,19,14,9,25,"male",23,"Index Middle",-0.723167420615264
9,38,"II","Yes",0.419280052185,"lcmd","Index","Index",9,19,14,9,25,"male",23,"Index Index",-0.869216200024868
9,39,"II","Yes",0.639581108093,"lalt","Middle","Middle",9,19,14,9,25,"male",23,"Middle Middle",-0.446941835523919
9,41,"II","No",0.61616897583,"lcmd","Index","Middle",9,19,14,9,25,"male",23,"Index Middle",-0.484234041652776
9,42,"II","Yes",0.702845859528,"lcmd","Index","Index",9,19,14,9,25,"male",23,"Index Index",-0.352617672197029
9,43,"II","Yes",0.423604106903,"lalt","Middle","Middle",9,19,14,9,25,"male",23,"Middle Middle",-0.858955970063452
9,44,"II","Yes",0.882729959488,"lalt","Middle","Middle",9,19,14,9,25,"male",23,"Middle Middle",-0.124735946795547
9,45,"II","No",0.538669061661,"lalt","Middle","Index",9,19,14,9,25,"male",23,"Middle Index",-0.618653882426244
9,46,"II","No",0.726598930359,"lcmd","Index","Middle",9,19,14,9,25,"male",23,"Index Middle",-0.319380631314203
9,47,"II","Yes",0.621187067032,"lcmd","Index","Index",9,19,14,9,25,"male",23,"Index Index",-0.476123007254659
9,48,"II","Yes",0.590547084808,"lalt","Middle","Middle",9,19,14,9,25,"male",23,"Middle Middle",-0.526705909338124
9,49,"II","Yes",0.573620128632,"lcmd","Index","Index",9,19,14,9,25,"male",23,"Index Index",-0.555787898555106
9,50,"II","No",0.820321846008,"lalt","Middle","Index",9,19,14,9,25,"male",23,"Middle Index",-0.198058520598196
9,51,"II","No",0.73780708313,"lcmd","Index","Middle",9,19,14,9,25,"male",23,"Index Middle",-0.3040728935268
9,52,"II","Yes",0.529890823364,"lcmd","Index","Index",9,19,14,9,25,"male",23,"Index Index",-0.635084287308406
9,53,"II","No",0.538273096085,"lcmd","Index","Middle",9,19,14,9,25,"male",23,"Index Middle",-0.619389234071631
9,54,"II","Yes",0.4709441185,"lalt","Middle","Middle",9,19,14,9,25,"male",23,"Middle Middle",-0.753015836378193
9,55,"II","No",0.527684164047,"lalt","Middle","Index",9,19,14,9,25,"male",23,"Middle Index",-0.63925734840682
9,56,"II","No",0.470113182068,"lalt","Middle","Index",9,19,14,9,25,"male",23,"Middle Index",-0.754781800358169
9,57,"II","Yes",0.491839075088,"lalt","Middle","Middle",9,19,14,9,25,"male",23,"Middle Middle",-0.709603699147662
9,58,"II","Yes",0.836634111404,"lcmd","Index","Index",9,19,14,9,25,"male",23,"Index Index",-0.178368446953967
9,59,"II","No",0.550401926041,"lcmd","Index","Middle",9,19,14,9,25,"male",23,"Index Middle",-0.597106493021379
9,60,"II","No",0.80482211113,"lalt","Middle","Index",9,19,14,9,25,"male",23,"Middle Index",-0.217134005945976
9,61,"II","Yes",0.626866960525,"lcmd","Index","Index",9,19,14,9,25,"male",23,"Index Index",-0.467020945034116
9,62,"II","Yes",0.689590072632,"lalt","Middle","Middle",9,19,14,9,25,"male",23,"Middle Middle",-0.371657955571542
9,64,"II","Yes",0.615511894226,"lalt","Middle","Middle",9,19,14,9,25,"male",23,"Middle Middle",-0.485301009050437
9,65,"II","No",0.647670936585,"lalt","Middle","Index",9,19,14,9,25,"male",23,"Middle Index",-0.434372525523052
9,66,"II","No",0.695237016678,"lcmd","Index","Middle",9,19,14,9,25,"male",23,"Index Middle",-0.363502460363897
9,67,"II","Yes",0.660640859604,"lcmd","Index","Index",9,19,14,9,25,"male",23,"Index Index",-0.41454491567664
9,68,"II","No",0.589950847626,"lalt","Middle","Index",9,19,14,9,25,"male",23,"Middle Index",-0.527716054661243
9,69,"II","Yes",0.448195934296,"lcmd","Index","Index",9,19,14,9,25,"male",23,"Index Index",-0.802524788838962
9,70,"II","No",1.13729691505,"lcmd","Index","Middle",9,19,14,9,25,"male",23,"Index Middle",0.1286543196837
9,71,"II","Yes",0.503347110748,"lalt","Middle","Middle",9,19,14,9,25,"male",23,"Middle Middle",-0.686475265868873
9,72,"II","No",0.517468929291,"lcmd","Index","Middle",9,19,14,9,25,"male",23,"Index Middle",-0.658805795662478
9,73,"II","Yes",0.522254037857,"lcmd","Index","Index",9,19,14,9,25,"male",23,"Index Index",-0.649601146920014
9,74,"II","Yes",0.55467581749,"lalt","Middle","Middle",9,19,14,9,25,"male",23,"Middle Middle",-0.589371448526576
9,75,"II","No",0.89291806221,"lalt","Middle","Index",9,19,14,9,25,"male",23,"Middle Index",-0.113260457959342
9,76,"II","Yes",0.541473960876,"lalt","Middle","Middle",9,19,14,9,25,"male",23,"Middle Middle",-0.613460300722241
9,77,"II","No",0.563721942902,"lalt","Middle","Index",9,19,14,9,25,"male",23,"Middle Index",-0.573194158092
9,78,"II","No",0.947066879272,"lcmd","Index","Middle",9,19,14,9,25,"male",23,"Index Middle",-0.0543855660383727
9,79,"II","Yes",0.823151063919,"lcmd","Index","Index",9,19,14,9,25,"male",23,"Index Index",-0.194615542391827
10,2,"IT","Yes",0.538255023956,"lalt","Middle","Middle",9,10,22,3,27,"male",25,"Middle Middle",-0.619422808910347
10,3,"IT","No",0.602737808228,"lcmd","Index","Middle",9,10,22,3,27,"male",25,"Index Middle",-0.506272989038737
10,4,"IT","Yes",0.435001945496,"lalt","Middle","Middle",9,10,22,3,27,"male",25,"Middle Middle",-0.832404775498856
10,5,"IT","No",0.65560092926,"lalt","Middle","Index",9,10,22,3,27,"male",25,"Middle Index",-0.422203014694309
10,6,"IT","Yes",0.75495595932,"lcmd","Index","Index",9,10,22,3,27,"male",25,"Index Index",-0.281095863460981
10,7,"IT","No",0.87269487381,"lcmd","Index","Middle",9,10,22,3,27,"male",25,"Index Middle",-0.136169298773059
10,8,"IT","Yes",0.81733789444,"lalt","Middle","Middle",9,10,22,3,27,"male",25,"Middle Middle",-0.201702690136632
10,9,"IT","No",0.563490009308,"lcmd","Index","Middle",9,10,22,3,27,"male",25,"Index Middle",-0.573605675370216
10,10,"IT","Yes",0.544661903381,"lcmd","Index","Index",9,10,22,3,27,"male",25,"Index Index",-0.607590037591061
10,13,"IT","No",0.569420051575,"lalt","Middle","Index",9,10,22,3,27,"male",25,"Middle Index",-0.563136889487783
10,14,"IT","Yes",0.431835985184,"lalt","Middle","Middle",9,10,22,3,27,"male",25,"Middle Middle",-0.839709426754548
10,15,"IT","No",1.00986499786,"lcmd","Index","Middle",9,10,22,3,27,"male",25,"Index Middle",0.00981665643399254
10,16,"IT","Yes",0.508262014389,"lalt","Middle","Middle",9,10,22,3,27,"male",25,"Middle Middle",-0.676758188014262
10,17,"IT","No",0.596117162704,"lalt","Middle","Index",9,10,22,3,27,"male",25,"Middle Index",-0.517318049518321
10,19,"IT","No",0.892513036728,"lcmd","Index","Middle",9,10,22,3,27,"male",25,"Index Middle",-0.113714158456873
10,20,"IT","No",0.50677113533,"lalt","Middle","Index",9,10,22,3,27,"male",25,"Middle Index",-0.679695786912464
10,21,"IT","Yes",0.517814970017,"lalt","Middle","Middle",9,10,22,3,27,"male",25,"Middle Middle",-0.658137301273416
10,22,"IT","No",0.439285898209,"lcmd","Index","Middle",9,10,22,3,27,"male",25,"Index Middle",-0.822604829109765
10,23,"IT","Yes",1.21917285919,"lcmd","Index","Index",9,10,22,3,27,"male",25,"Index Index",0.198172644539404
10,24,"IT","Yes",0.503845787048,"lcmd","Index","Index",9,10,22,3,27,"male",25,"Index Index",-0.685485035810977
10,25,"IT","Yes",0.324740028381,"lalt","Middle","Middle",9,10,22,3,27,"male",25,"Middle Middle",-1.1247303294271
10,26,"IT","No",0.409297132492,"lcmd","Index","Middle",9,10,22,3,27,"male",25,"Index Middle",-0.893313901391536
10,27,"IT","No",0.941852903366,"lalt","Middle","Index",9,10,22,3,27,"male",25,"Middle Index",-0.0599061701382854
10,28,"IT","Yes",0.602956056595,"lalt","Middle","Middle",9,10,22,3,27,"male",25,"Middle Middle",-0.505910959545595
10,29,"IT","Yes",0.297276210785,"lcmd","Index","Index",9,10,22,3,27,"male",25,"Index Index",-1.21309356972086
10,30,"IT","No",1.01338310242,"lalt","Middle","Index",9,10,22,3,27,"male",25,"Middle Index",0.0132943397742194
10,31,"IT","No",0.838126993179,"lcmd","Index","Middle",9,10,22,3,27,"male",25,"Index Middle",-0.17658564680853
10,32,"IT","Yes",0.501468133926,"lcmd","Index","Index",9,10,22,3,27,"male",25,"Index Index",-0.690215215122425
10,33,"IT","No",0.578351926804,"lcmd","Index","Middle",9,10,22,3,27,"male",25,"Index Middle",-0.547572725692719
10,34,"IT","Yes",0.363965892792,"lalt","Middle","Middle",9,10,22,3,27,"male",25,"Middle Middle",-1.0106951168565
10,35,"IT","No",0.497636175156,"lalt","Middle","Index",9,10,22,3,27,"male",25,"Middle Index",-0.697886040931142
10,36,"IT","Yes",0.499130821228,"lalt","Middle","Middle",9,10,22,3,27,"male",25,"Middle Middle",-0.694887050800747
10,37,"IT","No",0.497616147995,"lalt","Middle","Index",9,10,22,3,27,"male",25,"Middle Index",-0.697926286325274
10,38,"IT","Yes",0.388931035995,"lcmd","Index","Index",9,10,22,3,27,"male",25,"Index Index",-0.944353236440495
10,39,"IT","No",0.465843057632,"lcmd","Index","Middle",9,10,22,3,27,"male",25,"Index Middle",-0.763906487779124
10,40,"IT","Yes",0.468201112747,"lcmd","Index","Index",9,10,22,3,27,"male",25,"Index Index",-0.758857347279283
10,41,"IT","No",0.475980091095,"lcmd","Index","Middle",9,10,22,3,27,"male",25,"Index Middle",-0.742379251056097
10,42,"IT","Yes",0.390480804443,"lalt","Middle","Middle",9,10,22,3,27,"male",25,"Middle Middle",-0.940376467266564
10,43,"IT","No",0.601534128189,"lalt","Middle","Index",9,10,22,3,27,"male",25,"Middle Index",-0.508272006708142
10,44,"IT","Yes",0.45913901329,"lalt","Middle","Middle",9,10,22,3,27,"male",25,"Middle Middle",-0.77840225357653
10,46,"IT","Yes",0.443634128571,"lcmd","Index","Index",9,10,22,3,27,"male",25,"Index Index",-0.812755091003178
10,47,"IT","No",1.12573409081,"lcmd","Index","Middle",9,10,22,3,27,"male",25,"Index Middle",0.11843534801885
10,48,"IT","Yes",0.518866825104,"lalt","Middle","Middle",9,10,22,3,27,"male",25,"Middle Middle",-0.656108027772314
10,49,"IT","Yes",0.543852996826,"lcmd","Index","Index",9,10,22,3,27,"male",25,"Index Index",-0.609076295066727
10,50,"IT","No",0.493890047073,"lalt","Middle","Index",9,10,22,3,27,"male",25,"Middle Index",-0.705442363343405
10,51,"IT","No",0.641805124283,"lcmd","Index","Middle",9,10,22,3,27,"male",25,"Index Middle",-0.443470566101732
10,52,"IT","Yes",0.517194843292,"lalt","Middle","Middle",9,10,22,3,27,"male",25,"Middle Middle",-0.659335602567241
10,53,"IT","No",0.58593416214,"lcmd","Index","Middle",9,10,22,3,27,"male",25,"Index Middle",-0.534547847013932
10,54,"IT","Yes",0.465838098526,"lcmd","Index","Index",9,10,22,3,27,"male",25,"Index Index",-0.763917133279395
10,55,"IT","No",0.718247127533,"lalt","Middle","Index",9,10,22,3,27,"male",25,"Middle Index",-0.330941580388654
10,56,"IT","Yes",0.48397102356,"lalt","Middle","Middle",9,10,22,3,27,"male",25,"Middle Middle",-0.725730242735392
10,57,"IT","No",0.521093893051,"lalt","Middle","Index",9,10,22,3,27,"male",25,"Middle Index",-0.651825036477417
10,58,"IT","Yes",0.476795959473,"lcmd","Index","Index",9,10,22,3,27,"male",25,"Index Index",-0.740666637526551
10,59,"IT","No",0.495831012726,"lcmd","Index","Middle",9,10,22,3,27,"male",25,"Index Middle",-0.701520110457885
10,60,"IT","Yes",0.480675077438,"lcmd","Index","Index",9,10,22,3,27,"male",25,"Index Index",-0.732563751821134
10,61,"IT","No",0.58120803833,"lcmd","Index","Middle",9,10,22,3,27,"male",25,"Index Middle",-0.542646516806978
10,62,"IT","Yes",0.505328893661,"lalt","Middle","Middle",9,10,22,3,27,"male",25,"Middle Middle",-0.68254578711779
10,63,"IT","No",0.577705001831,"lalt","Middle","Index",9,10,22,3,27,"male",25,"Middle Index",-0.548691918051682
10,64,"IT","Yes",0.466533088684,"lcmd","Index","Index",9,10,22,3,27,"male",25,"Index Index",-0.762426331555251
10,65,"IT","No",0.440215015411,"lalt","Middle","Index",9,10,22,3,27,"male",25,"Middle Index",-0.820492000042173
10,66,"IT","Yes",0.454957771301,"lalt","Middle","Middle",9,10,22,3,27,"male",25,"Middle Middle",-0.787550674665804
10,67,"IT","No",0.367905950546,"lcmd","Index","Middle",9,10,22,3,27,"male",25,"Index Middle",-0.99992794264505
10,68,"IT","Yes",0.511870098114,"lcmd","Index","Index",9,10,22,3,27,"male",25,"Index Index",-0.669684400754723
10,69,"IT","No",0.565057182312,"lcmd","Index","Middle",9,10,22,3,27,"male",25,"Index Middle",-0.570828345324985
10,70,"IT","No",0.460816812515,"lalt","Middle","Index",9,10,22,3,27,"male",25,"Middle Index",-0.774754684773413
10,71,"IT","Yes",0.454752874374,"lalt","Middle","Middle",9,10,22,3,27,"male",25,"Middle Middle",-0.788001140825432
10,72,"IT","Yes",0.384194040298,"lcmd","Index","Index",9,10,22,3,27,"male",25,"Index Index",-0.956607540746129
10,73,"IT","Yes",0.378222799301,"lalt","Middle","Middle",9,10,22,3,27,"male",25,"Middle Middle",-0.972271840859804
10,74,"IT","No",0.490377044678,"lalt","Middle","Index",9,10,22,3,27,"male",25,"Middle Index",-0.712580704839905
10,75,"IT","No",0.455081892014,"lcmd","Index","Middle",9,10,22,3,27,"male",25,"Index Middle",-0.787277893777733
10,76,"IT","No",0.474926996231,"lcmd","Index","Middle",9,10,22,3,27,"male",25,"Index Middle",-0.744594178904607
10,77,"IT","No",0.490378189087,"lalt","Middle","Index",9,10,22,3,27,"male",25,"Middle Index",-0.712578371109815
10,78,"IT","Yes",0.478513145447,"lalt","Middle","Middle",9,10,22,3,27,"male",25,"Middle Middle",-0.737071596267945
10,79,"IT","Yes",0.452553939819,"lcmd","Index","Index",9,10,22,3,27,"male",25,"Index Index",-0.792848318926501
11,1,"II","Yes",0.417090082169,"lalt","Middle","Middle",24,23,23,5,32,"male",22,"Middle Middle",-0.874453056127152
11,2,"II","No",0.418905067444,"lcmd","Index","Middle",24,23,23,5,32,"male",22,"Index Middle",-0.870110954076773
11,3,"II","No",0.810398197174,"lalt","Middle","Index",24,23,23,5,32,"male",22,"Middle Index",-0.210229550662675
11,4,"II","No",0.482468938828,"lalt","Middle","Index",24,23,23,5,32,"male",22,"Middle Index",-0.728838735761297
11,5,"II","Yes",0.418761873245,"lalt","Middle","Middle",24,23,23,5,32,"male",22,"Middle Middle",-0.870452842226918
11,6,"II","Yes",0.485124874115,"lcmd","Index","Index",24,23,23,5,32,"male",22,"Index Index",-0.723348948782923
11,7,"II","No",0.414552974701,"lcmd","Index","Middle",24,23,23,5,32,"male",22,"Index Middle",-0.88055450871052
11,8,"II","No",0.64143705368,"lalt","Middle","Index",24,23,23,5,32,"male",22,"Middle Index",-0.444044223388587
11,9,"II","No",0.532242965698,"lcmd","Index","Middle",24,23,23,5,32,"male",22,"Index Middle",-0.630655191457461
11,10,"II","Yes",0.446791982651,"lalt","Middle","Middle",24,23,23,5,32,"male",22,"Middle Middle",-0.805662155880494
11,11,"II","Yes",0.481585931778,"lcmd","Index","Index",24,23,23,5,32,"male",22,"Index Index",-0.730670596838606
11,12,"II","Yes",0.483863973618,"lalt","Middle","Middle",24,23,23,5,32,"male",22,"Middle Middle",-0.725951458010204
11,13,"II","No",0.480431938171,"lcmd","Index","Middle",24,23,23,5,32,"male",22,"Index Middle",-0.733069708531964
11,14,"II","Yes",0.562961149216,"lcmd","Index","Index",24,23,23,5,32,"male",22,"Index Index",-0.574544659944657
11,15,"II","No",0.551066970825,"lalt","Middle","Index",24,23,23,5,32,"male",22,"Middle Index",-0.595898933068108
11,16,"II","Yes",0.500108003616,"lalt","Middle","Middle",24,23,23,5,32,"male",22,"Middle Middle",-0.692931196654148
11,17,"II","No",0.371468019485,"lcmd","Index","Middle",24,23,23,5,32,"male",22,"Index Middle",-0.990292503361598
11,18,"II","No",0.378004932404,"lalt","Middle","Index",24,23,23,5,32,"male",22,"Middle Index",-0.972848034759852
11,20,"II","Yes",0.406885147095,"lalt","Middle","Middle",24,23,23,5,32,"male",22,"Middle Middle",-0.899224327233503
11,21,"II","No",0.48388504982,"lalt","Middle","Index",24,23,23,5,32,"male",22,"Middle Index",-0.725907900845086
11,22,"II","Yes",0.605209970474,"lcmd","Index","Index",24,23,23,5,32,"male",22,"Index Index",-0.502179822527502
11,23,"II","No",0.580994129181,"lcmd","Index","Middle",24,23,23,5,32,"male",22,"Index Middle",-0.543014626861141
11,24,"II","No",0.552406978607,"lcmd","Index","Middle",24,23,23,5,32,"male",22,"Index Middle",-0.593470224277342
11,25,"II","No",0.39012093544,"lalt","Middle","Index",24,23,23,5,32,"male",22,"Middle Index",-0.941298497054888
11,26,"II","Yes",0.355231904983,"lalt","Middle","Middle",24,23,23,5,32,"male",22,"Middle Middle",-1.03498444931065
11,27,"II","Yes",0.3968791008,"lcmd","Index","Index",24,23,23,5,32,"male",22,"Index Index",-0.924123576664154
11,28,"II","No",0.431003046036,"lalt","Middle","Index",24,23,23,5,32,"male",22,"Middle Index",-0.841640121534454
11,29,"II","Yes",0.49528002739,"lcmd","Index","Index",24,23,23,5,32,"male",22,"Index Index",-0.702631964469111
11,30,"II","No",0.458453083038,"lcmd","Index","Middle",24,23,23,5,32,"male",22,"Index Middle",-0.779897319592273
11,31,"II","Yes",0.483739089966,"lalt","Middle","Middle",24,23,23,5,32,"male",22,"Middle Middle",-0.72620958793433
11,32,"II","No",0.532094812393,"lcmd","Index","Middle",24,23,23,5,32,"male",22,"Index Middle",-0.630933586735739
11,33,"II","No",0.346851015091,"lalt","Middle","Index",24,23,23,5,32,"male",22,"Middle Index",-1.05885994255571
