"Participant","V1","Condition","Reaction_time","Response","Cue","Finger","FS","EC","PT","PD","SS","Gender","Age","Item","RTlog"
14,52,"IT",0.508743953705,"lalt","Middle","Index",20,24,24,16,28,"female",21,"Middle Index",-0.675810426905291
14,54,"IT",0.863496875763,"lcmd","Index","Middle",20,24,24,16,28,"female",21,"Index Middle",-0.146764999510808
14,57,"IT",0.569732046127,"lcmd","Index","Middle",20,24,24,16,28,"female",21,"Index Middle",-0.562589123196643
14,59,"IT",0.515748119354,"lalt","Middle","Index",20,24,24,16,28,"female",21,"Middle Index",-0.662136773466896
14,61,"IT",0.594974994659,"lcmd","Index","Middle",20,24,24,16,28,"female",21,"Index Middle",-0.519235900102809
14,62,"IT",0.446457862854,"lalt","Middle","Index",20,24,24,16,28,"female",21,"Middle Index",-0.806410255226414
14,66,"IT",0.520166969299,"lcmd","Index","Middle",20,24,24,16,28,"female",21,"Index Middle",-0.653605424140799
14,67,"IT",0.548378896713,"lalt","Middle","Index",20,24,24,16,28,"female",21,"Middle Index",-0.600788813593493
14,68,"IT",0.611866998672,"lalt","Middle","Index",20,24,24,16,28,"female",21,"Middle Index",-0.491240342519125
14,71,"IT",0.575403022766,"lcmd","Index","Middle",20,24,24,16,28,"female",21,"Index Middle",-0.552684574548631
14,74,"IT",0.649143028259,"lcmd","Index","Middle",20,24,24,16,28,"female",21,"Index Middle",-0.432102204033285
14,75,"IT",0.708155012131,"lalt","Middle","Index",20,24,24,16,28,"female",21,"Middle Index",-0.345092265565236
14,77,"IT",0.573313999176,"lalt","Middle","Index",20,24,24,16,28,"female",21,"Middle Index",-0.556321720778802
14,78,"IT",0.357161951065,"lcmd","Index","Middle",20,24,24,16,28,"female",21,"Index Middle",-1.02956595562825
15,0,"II",0.739262104034,"lcmd","Index","Middle",12,23,20,16,31,"female",22,"Index Middle",-0.302102746986231
15,1,"II",0.483640098572,"lalt","Middle","Index",12,23,20,16,31,"female",22,"Middle Index",-0.726414246863359
15,4,"II",0.570558929443,"lcmd","Index","Middle",12,23,20,16,31,"female",22,"Index Middle",-0.561138820635888
15,6,"II",0.600787973404,"lalt","Middle","Index",12,23,20,16,31,"female",22,"Middle Index",-0.509513196369052
15,10,"II",0.755294036865,"lcmd","Index","Middle",12,23,20,16,31,"female",22,"Index Middle",-0.280648152748846
15,11,"II",0.642570018768,"lalt","Middle","Index",12,23,20,16,31,"female",22,"Middle Index",-0.442279489523264
15,13,"II",0.766236925125,"lcmd","Index","Middle",12,23,20,16,31,"female",22,"Index Middle",-0.2662638553357
15,15,"II",0.546793174744,"lalt","Middle","Index",12,23,20,16,31,"female",22,"Middle Index",-0.603684656390202
15,18,"II",0.543806123733,"lcmd","Index","Middle",12,23,20,16,31,"female",22,"Index Middle",-0.609162485844965
15,19,"II",0.457277870178,"lalt","Middle","Index",12,23,20,16,31,"female",22,"Middle Index",-0.78246404183983
15,20,"II",0.602637863159,"lalt","Middle","Index",12,23,20,16,31,"female",22,"Middle Index",-0.50643882127113
15,22,"II",0.576666069031,"lcmd","Index","Middle",12,23,20,16,31,"female",22,"Index Middle",-0.550491916521387
15,24,"II",0.557142829895,"lalt","Middle","Index",12,23,20,16,31,"female",22,"Middle Index",-0.584933644826124
15,27,"II",0.632967853546,"lcmd","Index","Middle",12,23,20,16,31,"female",22,"Index Middle",-0.457335642415046
15,29,"II",0.850469923019,"lalt","Middle","Index",12,23,20,16,31,"female",22,"Middle Index",-0.161966231652784
15,31,"II",0.640385007858,"lcmd","Index","Middle",12,23,20,16,31,"female",22,"Index Middle",-0.445685708723866
15,33,"II",0.71053404808,"lcmd","Index","Middle",12,23,20,16,31,"female",22,"Index Middle",-0.341738411298308
15,34,"II",0.457198858261,"lalt","Middle","Index",12,23,20,16,31,"female",22,"Middle Index",-0.782636844306507
15,36,"II",0.61602101326,"lalt","Middle","Index",12,23,20,16,31,"female",22,"Middle Index",-0.484474203595368
15,39,"II",0.54643406868,"lcmd","Index","Middle",12,23,20,16,31,"female",22,"Index Middle",-0.604341621498007
15,41,"II",0.668767929077,"lcmd","Index","Middle",12,23,20,16,31,"female",22,"Index Middle",-0.402318171296532
15,43,"II",0.565064048767,"lalt","Middle","Index",12,23,20,16,31,"female",22,"Middle Index",-0.570816193610971
15,44,"II",0.558950853348,"lcmd","Index","Middle",12,23,20,16,31,"female",22,"Index Middle",-0.581693728568694
15,46,"II",0.63877286911,"lalt","Middle","Index",12,23,20,16,31,"female",22,"Middle Index",-0.448206335193194
15,49,"II",0.597230148315,"lalt","Middle","Index",12,23,20,16,31,"female",22,"Middle Index",-0.51545273181335
15,50,"II",0.670446920395,"lcmd","Index","Middle",12,23,20,16,31,"female",22,"Index Middle",-0.399810743607329
15,54,"II",0.546902990341,"lalt","Middle","Index",12,23,20,16,31,"female",22,"Middle Index",-0.603483840842201
15,55,"II",0.447409057617,"lcmd","Index","Middle",12,23,20,16,31,"female",22,"Index Middle",-0.804281985122095
15,56,"II",0.47882194519,"lalt","Middle","Index",12,23,20,16,31,"female",22,"Middle Index",-0.736426472618494
15,57,"II",0.532040977478,"lcmd","Index","Middle",12,23,20,16,31,"female",22,"Index Middle",-0.631034767272205
15,61,"II",0.55466799736,"lalt","Middle","Index",12,23,20,16,31,"female",22,"Middle Index",-0.589385547185432
15,63,"II",0.621445846558,"lcmd","Index","Middle",12,23,20,16,31,"female",22,"Index Middle",-0.475706505282257
15,65,"II",0.59880695343,"lalt","Middle","Index",12,23,20,16,31,"female",22,"Middle Index",-0.512816014229537
15,67,"II",0.517588949204,"lcmd","Index","Middle",12,23,20,16,31,"female",22,"Index Middle",-0.658573886092914
15,68,"II",0.550937128067,"lcmd","Index","Middle",12,23,20,16,31,"female",22,"Index Middle",-0.59613458148127
15,70,"II",0.864114952087,"lalt","Middle","Index",12,23,20,16,31,"female",22,"Middle Index",-0.146049472630978
15,73,"II",0.532461833954,"lalt","Middle","Index",12,23,20,16,31,"female",22,"Middle Index",-0.630244057293034
15,74,"II",0.720755052567,"lcmd","Index","Middle",12,23,20,16,31,"female",22,"Index Middle",-0.327455932336271
15,76,"II",0.711437082291,"lalt","Middle","Index",12,23,20,16,31,"female",22,"Middle Index",-0.34046829503067
15,77,"II",0.538376951218,"lcmd","Index","Middle",12,23,20,16,31,"female",22,"Index Middle",-0.619196311341386
16,2,"IT",0.481133937836,"lcmd","Index","Middle",16,20,20,14,25,"male",25,"Index Middle",-0.731609590598841
16,3,"IT",0.519119024277,"lalt","Middle","Index",16,20,20,14,25,"male",25,"Middle Index",-0.655622088242188
16,4,"IT",0.596926879883,"lalt","Middle","Index",16,20,20,14,25,"male",25,"Middle Index",-0.515960652348688
16,6,"IT",0.483186149597,"lcmd","Index","Middle",16,20,20,14,25,"male",25,"Index Middle",-0.727353296685843
16,8,"IT",0.52821803093,"lalt","Middle","Index",16,20,20,14,25,"male",25,"Middle Index",-0.638246143143622
16,11,"IT",0.532040119171,"lcmd","Index","Middle",16,20,20,14,25,"male",25,"Index Middle",-0.631036380508269
16,13,"IT",0.45557217598,"lalt","Middle","Index",16,20,20,14,25,"male",25,"Middle Index",-0.78620112043294
16,15,"IT",0.714217090607,"lcmd","Index","Middle",16,20,20,14,25,"male",25,"Index Middle",-0.336568314386734
16,18,"IT",0.557951021194,"lalt","Middle","Index",16,20,20,14,25,"male",25,"Middle Index",-0.583484096091326
16,19,"IT",0.508761024475,"lcmd","Index","Middle",16,20,20,14,25,"male",25,"Index Middle",-0.675776872730388
16,20,"IT",0.682737970352,"lalt","Middle","Index",16,20,20,14,25,"male",25,"Middle Index",-0.381644138187428
16,22,"IT",0.410747146606,"lcmd","Index","Middle",16,20,20,14,25,"male",25,"Index Middle",-0.889777468878907
16,24,"IT",0.475091791153,"lalt","Middle","Index",16,20,20,14,25,"male",25,"Middle Index",-0.744247249084184
16,27,"IT",0.443460083008,"lcmd","Index","Middle",16,20,20,14,25,"male",25,"Index Middle",-0.813147485774695
16,29,"IT",0.54371304512,"lcmd","Index","Middle",16,20,20,14,25,"male",25,"Index Middle",-0.609333661886534
16,31,"IT",0.495377111435,"lalt","Middle","Index",16,20,20,14,25,"male",25,"Middle Index",-0.702435965184381
16,32,"IT",0.456484889984,"lcmd","Index","Middle",16,20,20,14,25,"male",25,"Index Middle",-0.784199679201383
16,33,"IT",0.523724889755,"lalt","Middle","Index",16,20,20,14,25,"male",25,"Middle Index",-0.646788752083645
16,38,"IT",0.40019402504,"lcmd","Index","Middle",16,20,20,14,25,"male",25,"Index Middle",-0.915805786878989
16,39,"IT",0.474736833572,"lalt","Middle","Index",16,20,20,14,25,"male",25,"Middle Index",-0.744994663066631
16,40,"IT",0.374941062927,"lcmd","Index","Middle",16,20,20,14,25,"male",25,"Index Middle",-0.980986430891522
16,42,"IT",0.596798992157,"lalt","Middle","Index",16,20,20,14,25,"male",25,"Middle Index",-0.516174918838985
16,44,"IT",0.481990098953,"lalt","Middle","Index",16,20,20,14,25,"male",25,"Middle Index",-0.729831706733804
16,47,"IT",0.465420055389,"lcmd","Index","Middle",16,20,20,14,25,"male",25,"Index Middle",-0.764814936242672
16,49,"IT",0.438577127457,"lcmd","Index","Middle",16,20,20,14,25,"male",25,"Index Middle",-0.824219593339003
16,50,"IT",0.557277154923,"lalt","Middle","Index",16,20,20,14,25,"male",25,"Middle Index",-0.584692577669252
16,52,"IT",0.517859888077,"lalt","Middle","Index",16,20,20,14,25,"male",25,"Middle Index",-0.658050559648519
16,53,"IT",0.56525387764,"lcmd","Index","Middle",16,20,20,14,25,"male",25,"Index Middle",-0.57048030780336
16,57,"IT",0.433143043518,"lalt","Middle","Index",16,20,20,14,25,"male",25,"Middle Index",-0.836687250989661
16,59,"IT",0.443324041367,"lcmd","Index","Middle",16,20,20,14,25,"male",25,"Index Middle",-0.813454305976653
16,61,"IT",0.515057086945,"lcmd","Index","Middle",16,20,20,14,25,"male",25,"Index Middle",-0.663477536024742
16,63,"IT",0.416191864014,"lalt","Middle","Index",16,20,20,14,25,"male",25,"Middle Index",-0.876608913474125
16,64,"IT",0.39563293457,"lcmd","Index","Middle",16,20,20,14,25,"male",25,"Index Middle",-0.927268430499661
16,65,"IT",0.44613609314,"lalt","Middle","Index",16,20,20,14,25,"male",25,"Middle Index",-0.807131231938786
16,69,"IT",0.360463142395,"lcmd","Index","Middle",16,20,20,14,25,"male",25,"Index Middle",-1.02036556771981
16,71,"IT",0.55278506279,"lalt","Middle","Index",16,20,20,14,25,"male",25,"Middle Index",-0.592786027895922
16,72,"IT",0.512335062027,"lcmd","Index","Middle",16,20,20,14,25,"male",25,"Index Middle",-0.668776449959243
16,74,"IT",0.546342039108,"lalt","Middle","Index",16,20,20,14,25,"male",25,"Middle Index",-0.604510054119404
16,78,"IT",0.51209821701,"lalt","Middle","Index",16,20,20,14,25,"male",25,"Middle Index",-0.669238842242013
16,79,"IT",0.429279994965,"lcmd","Index","Middle",16,20,20,14,25,"male",25,"Index Middle",-0.845645904033764
17,1,"II",0.438532114029,"lalt","Middle","Index",18,20,17,11,28,"male",23,"Middle Index",-0.82432223375347
17,4,"II",0.404462957382,"lcmd","Index","Middle",18,20,17,11,28,"male",23,"Index Middle",-0.905195122988453
17,7,"II",0.595328140259,"lalt","Middle","Index",18,20,17,11,28,"male",23,"Middle Index",-0.518642529221053
17,10,"II",0.523575973511,"lalt","Middle","Index",18,20,17,11,28,"male",23,"Middle Index",-0.647073133105807
17,11,"II",0.516710996628,"lcmd","Index","Middle",18,20,17,11,28,"male",23,"Index Middle",-0.660271561492396
17,13,"II",0.50372095108,"lalt","Middle","Index",18,20,17,11,28,"male",23,"Middle Index",-0.68573283273383
17,14,"II",0.530628871918,"lcmd","Index","Middle",18,20,17,11,28,"male",23,"Index Middle",-0.633692425042323
17,18,"II",0.632863807678,"lalt","Middle","Index",18,20,17,11,28,"male",23,"Middle Index",-0.457500033734084
17,19,"II",0.484031105041,"lcmd","Index","Middle",18,20,17,11,28,"male",23,"Index Middle",-0.725606107716879
17,22,"II",0.420959997177,"lalt","Middle","Index",18,20,17,11,28,"male",23,"Middle Index",-0.865217468396255
17,23,"II",0.384287118912,"lcmd","Index","Middle",18,20,17,11,28,"male",23,"Index Middle",-0.956365300286907
17,26,"II",0.482263040543,"lcmd","Index","Middle",18,20,17,11,28,"male",23,"Index Middle",-0.729265586518874
17,27,"II",0.564115047455,"lalt","Middle","Index",18,20,17,11,28,"male",23,"Middle Index",-0.572497063436868
17,30,"II",0.43049082756,"lcmd","Index","Middle",18,20,17,11,28,"male",23,"Index Middle",-0.842829261822174
17,31,"II",0.634171819687,"lalt","Middle","Index",18,20,17,11,28,"male",23,"Middle Index",-0.455435352291177
17,32,"II",0.593838071823,"lalt","Middle","Index",18,20,17,11,28,"male",23,"Middle Index",-0.521148603141946
17,33,"II",0.488874959946,"lcmd","Index","Middle",18,20,17,11,28,"male",23,"Index Middle",-0.715648527837426
17,36,"II",0.549964857101,"lcmd","Index","Middle",18,20,17,11,28,"male",23,"Index Middle",-0.597900898977068
17,37,"II",0.607361888886,"lalt","Middle","Index",18,20,17,11,28,"male",23,"Middle Index",-0.498630473011392
17,40,"II",0.497269821167,"lcmd","Index","Middle",18,20,17,11,28,"male",23,"Index Middle",-0.698622500469857
17,43,"II",0.39176402092,"lalt","Middle","Index",18,20,17,11,28,"male",23,"Middle Index",-0.937095607907849
17,44,"II",0.467472982407,"lcmd","Index","Middle",18,20,17,11,28,"male",23,"Index Middle",-0.760413723566177
17,45,"II",0.568960189819,"lalt","Middle","Index",18,20,17,11,28,"male",23,"Middle Index",-0.5639448124722
17,48,"II",0.491261053085,"lalt","Middle","Index",18,20,17,11,28,"male",23,"Middle Index",-0.71077961613321
17,49,"II",0.544928073883,"lcmd","Index","Middle",18,20,17,11,28,"male",23,"Index Middle",-0.607101467554903
17,52,"II",0.551720046997,"lcmd","Index","Middle",18,20,17,11,28,"male",23,"Index Middle",-0.59471452259212
17,55,"II",0.542222166061,"lalt","Middle","Index",18,20,17,11,28,"male",23,"Middle Index",-0.612079461047193
17,57,"II",0.566370105743,"lcmd","Index","Middle",18,20,17,11,28,"male",23,"Index Middle",-0.568507517404054
17,59,"II",0.558523893356,"lalt","Middle","Index",18,20,17,11,28,"male",23,"Middle Index",-0.582457880088065
17,60,"II",0.516399860382,"lcmd","Index","Middle",18,20,17,11,28,"male",23,"Index Middle",-0.660873890377618
17,63,"II",0.533800029755,"lalt","Middle","Index",18,20,17,11,28,"male",23,"Middle Index",-0.627733986269864
17,65,"II",0.494327878952,"lcmd","Index","Middle",18,20,17,11,28,"male",23,"Index Middle",-0.70455625938573
17,67,"II",0.393364858627,"lalt","Middle","Index",18,20,17,11,28,"male",23,"Middle Index",-0.933017704350605
17,68,"II",0.460425043106,"lalt","Middle","Index",18,20,17,11,28,"male",23,"Middle Index",-0.775605209378275
17,71,"II",0.462737178803,"lcmd","Index","Middle",18,20,17,11,28,"male",23,"Index Middle",-0.770596034442887
17,72,"II",0.520688056946,"lalt","Middle","Index",18,20,17,11,28,"male",23,"Middle Index",-0.652604155611763
17,75,"II",0.501225090027,"lcmd","Index","Middle",18,20,17,11,28,"male",23,"Index Middle",-0.690699997302964
17,76,"II",0.554227781296,"lcmd","Index","Middle",18,20,17,11,28,"male",23,"Index Middle",-0.59017951916296
17,79,"II",0.510387134552,"lalt","Middle","Index",18,20,17,11,28,"male",23,"Middle Index",-0.672585753867995
18,3,"II",0.50059800148,"lalt","Middle","Index",27,27,24,18,29,"female",22,"Middle Index",-0.691951892241733
18,4,"II",0.487801027298,"lcmd","Index","Middle",27,27,24,18,29,"female",22,"Index Middle",-0.717847687220575
18,5,"II",0.469355010986,"lalt","Middle","Index",27,27,24,18,29,"female",22,"Middle Index",-0.756395843818502
18,9,"II",0.517531061172,"lcmd","Index","Middle",27,27,24,18,29,"female",22,"Index Middle",-0.658685734055431
18,11,"II",0.459026908875,"lalt","Middle","Index",27,27,24,18,29,"female",22,"Middle Index",-0.77864644563997
18,13,"II",0.639999008179,"lalt","Middle","Index",27,27,24,18,29,"female",22,"Middle Index",-0.446288652349933
18,14,"II",0.516310071945,"lcmd","Index","Middle",27,27,24,18,29,"female",22,"Index Middle",-0.661047779355376
18,16,"II",0.466974878311,"lcmd","Index","Middle",27,27,24,18,29,"female",22,"Index Middle",-0.761479816526772
18,17,"II",0.743643903732,"lalt","Middle","Index",27,27,24,18,29,"female",22,"Middle Index",-0.29619298274221
18,22,"II",0.673812961578,"lalt","Middle","Index",27,27,24,18,29,"female",22,"Middle Index",-0.39480271165864
18,23,"II",0.737098836899,"lcmd","Index","Middle",27,27,24,18,29,"female",22,"Index Middle",-0.305033288730073
18,27,"II",0.648379087448,"lalt","Middle","Index",27,27,24,18,29,"female",22,"Middle Index",-0.433279742188551
18,28,"II",0.8473320961,"lalt","Middle","Index",27,27,24,18,29,"female",22,"Middle Index",-0.165662576051402
18,31,"II",0.489632081986,"lcmd","Index","Middle",27,27,24,18,29,"female",22,"Index Middle",-0.714101022998627
18,33,"II",0.487798929214,"lcmd","Index","Middle",27,27,24,18,29,"female",22,"Index Middle",-0.717851988335978
18,35,"II",0.634960126877,"lalt","Middle","Index",27,27,24,18,29,"female",22,"Middle Index",-0.454193074380651
18,37,"II",0.648254013062,"lcmd","Index","Middle",27,27,24,18,29,"female",22,"Index Middle",-0.433472663973963
18,40,"II",0.722792816162,"lalt","Middle","Index",27,27,24,18,29,"female",22,"Middle Index",-0.324632659214949
18,43,"II",0.704438829422,"lcmd","Index","Middle",27,27,24,18,29,"female",22,"Index Middle",-0.350353779770903
18,45,"II",0.598414087296,"lcmd","Index","Middle",27,27,24,18,29,"female",22,"Index Middle",-0.513472310994691
18,47,"II",0.838692855835,"lalt","Middle","Index",27,27,24,18,29,"female",22,"Middle Index",-0.175910723169222
18,49,"II",0.585613107681,"lalt","Middle","Index",27,27,24,18,29,"female",22,"Middle Index",-0.535095933250497
18,50,"II",0.567803144455,"lcmd","Index","Middle",27,27,24,18,29,"female",22,"Index Middle",-0.56598049699629
18,53,"II",0.93616194725,"lalt","Middle","Index",27,27,24,18,29,"female",22,"Middle Index",-0.0659667969046375
18,54,"II",0.576314878464,"lcmd","Index","Middle",27,27,24,18,29,"female",22,"Index Middle",-0.551101103652577
18,57,"II",0.586441135407,"lcmd","Index","Middle",27,27,24,18,29,"female",22,"Index Middle",-0.533682981813068
18,58,"II",0.605178022385,"lalt","Middle","Index",27,27,24,18,29,"female",22,"Middle Index",-0.502232612358855
18,60,"II",0.654429960251,"lcmd","Index","Middle",27,27,24,18,29,"female",22,"Index Middle",-0.423990711961954
18,61,"II",0.674290895462,"lalt","Middle","Index",27,27,24,18,29,"female",22,"Middle Index",-0.394093665539489
18,65,"II",0.575910139084,"lcmd","Index","Middle",27,27,24,18,29,"female",22,"Index Middle",-0.551803638991565
18,67,"II",0.592522954941,"lalt","Middle","Index",27,27,24,18,29,"female",22,"Middle Index",-0.523365664206867
18,70,"II",0.5928150177,"lalt","Middle","Index",27,27,24,18,29,"female",22,"Middle Index",-0.522872871819123
18,71,"II",0.728369998932,"lcmd","Index","Middle",27,27,24,18,29,"female",22,"Index Middle",-0.316946119604595
18,74,"II",0.613408946991,"lcmd","Index","Middle",27,27,24,18,29,"female",22,"Index Middle",-0.488723441508457
18,75,"II",0.568976831436,"lalt","Middle","Index",27,27,24,18,29,"female",22,"Middle Index",-0.563915563723472
18,76,"II",0.536780023575,"lcmd","Index","Middle",27,27,24,18,29,"female",22,"Index Middle",-0.622166907923603
18,78,"II",0.703605031967,"lalt","Middle","Index",27,27,24,18,29,"female",22,"Middle Index",-0.351538114400419
19,2,"IT",0.542114067078,"lcmd","Index","Middle",12,20,21,13,30,"female",19,"Index Middle",-0.612278843821751
19,3,"IT",0.492778015137,"lalt","Middle","Index",12,20,21,13,30,"female",19,"Middle Index",-0.707696479898806
19,5,"IT",0.514116096497,"lalt","Middle","Index",12,20,21,13,30,"female",19,"Middle Index",-0.665306170360254
19,8,"IT",0.536253070831,"lcmd","Index","Middle",12,20,21,13,30,"female",19,"Index Middle",-0.623149082264931
19,11,"IT",0.589956951141,"lalt","Middle","Index",12,20,21,13,30,"female",19,"Middle Index",-0.527705708912183
19,12,"IT",0.620785903931,"lalt","Middle","Index",12,20,21,13,30,"female",19,"Middle Index",-0.476769016667634
19,14,"IT",0.571369934082,"lcmd","Index","Middle",12,20,21,13,30,"female",19,"Index Middle",-0.559718408557239
19,16,"IT",0.498384857178,"lalt","Middle","Index",12,20,21,13,30,"female",19,"Middle Index",-0.696382694839644
19,18,"IT",0.515425157547,"lcmd","Index","Middle",12,20,21,13,30,"female",19,"Index Middle",-0.662763170261294
19,21,"IT",0.469816970825,"lalt","Middle","Index",12,20,21,13,30,"female",19,"Middle Index",-0.755412083899759
19,22,"IT",0.580156993866,"lcmd","Index","Middle",12,20,21,13,30,"female",19,"Index Middle",-0.544456532989334
19,24,"IT",0.753006076813,"lalt","Middle","Index",12,20,21,13,30,"female",19,"Middle Index",-0.283681981078021
19,27,"IT",0.537545204163,"lcmd","Index","Middle",12,20,21,13,30,"female",19,"Index Middle",-0.620742421748218
19,29,"IT",0.588901805878,"lcmd","Index","Middle",12,20,21,13,30,"female",19,"Index Middle",-0.52949582250889
19,31,"IT",0.549621152878,"lalt","Middle","Index",12,20,21,13,30,"female",19,"Middle Index",-0.598526051045346
19,32,"IT",0.499697828293,"lcmd","Index","Middle",12,20,21,13,30,"female",19,"Index Middle",-0.693751706663035
19,35,"IT",0.927450037003,"lalt","Middle","Index",12,20,21,13,30,"female",19,"Middle Index",-0.0753163544118818
19,38,"IT",0.6581179142,"lalt","Middle","Index",12,20,21,13,30,"female",19,"Middle Index",-0.418371162799531
19,39,"IT",0.585919046402,"lcmd","Index","Middle",12,20,21,13,30,"female",19,"Index Middle",-0.534573645019844
19,40,"IT",0.465447998047,"lalt","Middle","Index",12,20,21,13,30,"female",19,"Middle Index",-0.76475490054179
19,42,"IT",0.546987199783,"lcmd","Index","Middle",12,20,21,13,30,"female",19,"Index Middle",-0.603329877596298
19,44,"IT",0.520679998398,"lcmd","Index","Middle",12,20,21,13,30,"female",19,"Index Middle",-0.652619632460623
19,45,"IT",0.536972141266,"lalt","Middle","Index",12,20,21,13,30,"female",19,"Middle Index",-0.621809064280831
19,48,"IT",0.437779903412,"lcmd","Index","Middle",12,20,21,13,30,"female",19,"Index Middle",-0.82603899852852
19,50,"IT",0.756716012955,"lalt","Middle","Index",12,20,21,13,30,"female",19,"Middle Index",-0.278767243942197
19,52,"IT",0.677963972092,"lalt","Middle","Index",12,20,21,13,30,"female",19,"Middle Index",-0.388661130961017
19,54,"IT",0.602097129822,"lcmd","Index","Middle",12,20,21,13,30,"female",19,"Index Middle",-0.507336501468787
19,56,"IT",0.583547115326,"lalt","Middle","Index",12,20,21,13,30,"female",19,"Middle Index",-0.538630084455331
19,58,"IT",0.518269062042,"lcmd","Index","Middle",12,20,21,13,30,"female",19,"Index Middle",-0.657260746785509
19,61,"IT",0.49161491394,"lcmd","Index","Middle",12,20,21,13,30,"female",19,"Index Middle",-0.710059564199577
19,62,"IT",0.525433015823,"lalt","Middle","Index",12,20,21,13,30,"female",19,"Middle Index",-0.643532564300747
19,65,"IT",0.546605968475,"lalt","Middle","Index",12,20,21,13,30,"female",19,"Middle Index",-0.604027086274092
19,67,"IT",0.397982120514,"lcmd","Index","Middle",12,20,21,13,30,"female",19,"Index Middle",-0.921348198038441
19,70,"IT",0.527068853378,"lalt","Middle","Index",12,20,21,13,30,"female",19,"Middle Index",-0.64042408740379
19,71,"IT",0.410404109955,"lcmd","Index","Middle",12,20,21,13,30,"female",19,"Index Middle",-0.890612970665488
19,73,"IT",0.596475028992,"lcmd","Index","Middle",12,20,21,13,30,"female",19,"Index Middle",-0.516717900865272
19,74,"IT",0.524513101578,"lalt","Middle","Index",12,20,21,13,30,"female",19,"Middle Index",-0.645284872281401
19,76,"IT",0.657551050186,"lalt","Middle","Index",12,20,21,13,30,"female",19,"Middle Index",-0.419232875075828
19,77,"IT",0.596619939804,"lcmd","Index","Middle",12,20,21,13,30,"female",19,"Index Middle",-0.516474985059737
20,1,"IT",0.456536960602,"lalt","Middle","Index",23,25,19,15,28,"female",21,"Middle Index",-0.784085617050466
20,3,"IT",0.622464847565,"lcmd","Index","Middle",23,25,19,15,28,"female",21,"Index Middle",-0.474068122012853
20,5,"IT",0.472193956375,"lcmd","Index","Middle",23,25,19,15,28,"female",21,"Index Middle",-0.750365453279636
20,6,"IT",0.409901046753,"lalt","Middle","Index",23,25,19,15,28,"female",21,"Middle Index",-0.89183949779616
20,9,"IT",0.462142086029,"lcmd","Index","Middle",23,25,19,15,28,"female",21,"Index Middle",-0.771882889665511
20,10,"IT",0.452972173691,"lalt","Middle","Index",23,25,19,15,28,"female",21,"Middle Index",-0.791924582116486
20,15,"IT",0.446328163147,"lcmd","Index","Middle",23,25,19,15,28,"female",21,"Index Middle",-0.806700805714739
20,18,"IT",0.508225917816,"lalt","Middle","Index",23,25,19,15,28,"female",21,"Middle Index",-0.676829210152099
20,19,"IT",0.397750997543,"lcmd","Index","Middle",23,25,19,15,28,"female",21,"Index Middle",-0.921929103802584
20,20,"IT",0.591680049896,"lcmd","Index","Middle",23,25,19,15,28,"female",21,"Index Middle",-0.524789246454013
20,25,"IT",0.502000951767,"lcmd","Index","Middle",23,25,19,15,28,"female",21,"Index Middle",-0.689153263342006
20,26,"IT",0.557468986511,"lalt","Middle","Index",23,25,19,15,28,"female",21,"Middle Index",-0.584348406771927
20,35,"IT",0.525806808472,"lalt","Middle","Index",23,25,19,15,28,"female",21,"Middle Index",-0.64282141798358
20,37,"IT",0.56560716629,"lcmd","Index","Middle",23,25,19,15,28,"female",21,"Index Middle",-0.569855494236052
20,39,"IT",0.66250500679,"lalt","Middle","Index",23,25,19,15,28,"female",21,"Middle Index",-0.411727163731449
20,40,"IT",0.636884784699,"lalt","Middle","Index",23,25,19,15,28,"female",21,"Middle Index",-0.451166511513353
20,43,"IT",0.645606803894,"lcmd","Index","Middle",23,25,19,15,28,"female",21,"Index Middle",-0.437564623212663
20,46,"IT",0.591614961624,"lalt","Middle","Index",23,25,19,15,28,"female",21,"Middle Index",-0.524899258363862
20,47,"IT",0.60298705101,"lcmd","Index","Middle",23,25,19,15,28,"female",21,"Index Middle",-0.505859556764134
20,50,"IT",0.428644990921,"lcmd","Index","Middle",23,25,19,15,28,"female",21,"Index Middle",-0.847126229634271
20,51,"IT",0.54881901741,"lalt","Middle","Index",23,25,19,15,28,"female",21,"Middle Index",-0.599986550455838
20,53,"IT",0.505607795715,"lcmd","Index","Middle",23,25,19,15,28,"female",21,"Index Middle",-0.681994017528246
20,54,"IT",0.497474956512,"lalt","Middle","Index",23,25,19,15,28,"female",21,"Middle Index",-0.69821006231987
20,57,"IT",0.462600946426,"lalt","Middle","Index",23,25,19,15,28,"female",21,"Middle Index",-0.770890483302758
20,58,"IT",0.663692188263,"lcmd","Index","Middle",23,25,19,15,28,"female",21,"Index Middle",-0.409936808881444
20,64,"IT",0.563154029846,"lalt","Middle","Index",23,25,19,15,28,"female",21,"Middle Index",-0.57420210061241
20,66,"IT",0.576574897766,"lcmd","Index","Middle",23,25,19,15,28,"female",21,"Index Middle",-0.550650029643995
20,68,"IT",0.60279417038,"lalt","Middle","Index",23,25,19,15,28,"female",21,"Middle Index",-0.506179483179015
20,72,"IT",0.585597896576,"lalt","Middle","Index",23,25,19,15,28,"female",21,"Middle Index",-0.535121908254054
20,75,"IT",0.52270898819,"lcmd","Index","Middle",23,25,19,15,28,"female",21,"Index Middle",-0.648730397715678
20,78,"IT",0.583685970306,"lcmd","Index","Middle",23,25,19,15,28,"female",21,"Index Middle",-0.538392162857042
