"Participant","V1","Condition","Reaction_time","Response","Cue","Finger","FS","EC","PT","PD","SS","Gender","Age","Item","RTlog"
8,27,"IT",0.419332122803,"lcmd","Index","Middle",21,23,26,9,29,"male",26,"Index Middle",-0.869092017191325
8,29,"IT",0.446776008606,"lcmd","Index","Middle",21,23,26,9,29,"male",26,"Index Middle",-0.805697909276224
8,31,"IT",0.468297100067,"lalt","Middle","Index",21,23,26,9,29,"male",26,"Middle Index",-0.758652355280317
8,35,"IT",0.501478052139,"lalt","Middle","Index",21,23,26,9,29,"male",26,"Middle Index",-0.690195436966551
8,38,"IT",0.427825117111,"lalt","Middle","Index",21,23,26,9,29,"male",26,"Middle Index",-0.849040771782903
8,39,"IT",0.428195047378,"lcmd","Index","Middle",21,23,26,9,29,"male",26,"Index Middle",-0.848176469035433
8,40,"IT",0.428992986679,"lcmd","Index","Middle",21,23,26,9,29,"male",26,"Index Middle",-0.84631470825535
8,41,"IT",0.503676891327,"lalt","Middle","Index",21,23,26,9,29,"male",26,"Middle Index",-0.685820305132864
8,44,"IT",0.504972982407,"lcmd","Index","Middle",21,23,26,9,29,"male",26,"Index Middle",-0.683250351322122
8,45,"IT",0.455328178406,"lalt","Middle","Index",21,23,26,9,29,"male",26,"Middle Index",-0.786736848800288
8,49,"IT",0.453308916092,"lcmd","Index","Middle",21,23,26,9,29,"male",26,"Index Middle",-0.7911814519325
8,50,"IT",0.498185062408,"lalt","Middle","Index",21,23,26,9,29,"male",26,"Middle Index",-0.696783659726804
8,52,"IT",0.491674995422,"lcmd","Index","Middle",21,23,26,9,29,"male",26,"Index Middle",-0.709937359178448
8,55,"IT",0.515981054306,"lalt","Middle","Index",21,23,26,9,29,"male",26,"Middle Index",-0.66168523063588
8,58,"IT",0.492785072327,"lalt","Middle","Index",21,23,26,9,29,"male",26,"Middle Index",-0.707682158765862
8,59,"IT",0.39513502121,"lcmd","Index","Middle",21,23,26,9,29,"male",26,"Index Middle",-0.928527746642059
8,63,"IT",0.402917814255,"lcmd","Index","Middle",21,23,26,9,29,"male",26,"Index Middle",-0.90902267268411
8,65,"IT",0.454123020172,"lalt","Middle","Index",21,23,26,9,29,"male",26,"Middle Index",-0.789387148104555
8,67,"IT",0.445228099823,"lcmd","Index","Middle",21,23,26,9,29,"male",26,"Index Middle",-0.809168544270224
8,68,"IT",0.43998503685,"lcmd","Index","Middle",21,23,26,9,29,"male",26,"Index Middle",-0.821014559807178
8,69,"IT",0.447150945663,"lalt","Middle","Index",21,23,26,9,29,"male",26,"Middle Index",-0.804859055324689
8,73,"IT",0.533115005493,"lalt","Middle","Index",21,23,26,9,29,"male",26,"Middle Index",-0.629018107935602
8,74,"IT",0.457649993896,"lcmd","Index","Middle",21,23,26,9,29,"male",26,"Index Middle",-0.781650592489052
8,76,"IT",0.513128852844,"lcmd","Index","Middle",21,23,26,9,29,"male",26,"Index Middle",-0.667228290216058
8,78,"IT",0.461757135391,"lalt","Middle","Index",21,23,26,9,29,"male",26,"Middle Index",-0.772716207090943
9,0,"II",0.618619966507,"lalt","Middle","Index",9,19,14,9,25,"male",23,"Middle Index",-0.480264142325125
9,7,"II",1.07421321869,"lcmd","Index","Middle",9,19,14,9,25,"male",23,"Index Middle",0.0715885040269883
9,9,"II",0.653012037277,"lalt","Middle","Index",9,19,14,9,25,"male",23,"Middle Index",-0.426159716067031
9,11,"II",1.25813989639,"lcmd","Index","Middle",9,19,14,9,25,"male",23,"Index Middle",0.229634357492843
9,12,"II",0.626762962341,"lcmd","Index","Middle",9,19,14,9,25,"male",23,"Index Middle",-0.467186860321143
9,15,"II",0.964069890976,"lalt","Middle","Index",9,19,14,9,25,"male",23,"Middle Index",-0.0365914859872146
9,18,"II",0.590443181992,"lcmd","Index","Middle",9,19,14,9,25,"male",23,"Index Middle",-0.526881868140138
9,19,"II",0.703143119812,"lalt","Middle","Index",9,19,14,9,25,"male",23,"Middle Index",-0.352194823522114
9,21,"II",0.636325883865,"lcmd","Index","Middle",9,19,14,9,25,"male",23,"Index Middle",-0.452044450857876
9,23,"II",0.596919870377,"lalt","Middle","Index",9,19,14,9,25,"male",23,"Middle Index",-0.515972395071946
9,25,"II",0.654831123352,"lcmd","Index","Middle",9,19,14,9,25,"male",23,"Index Middle",-0.423377903533477
9,28,"II",0.607159090042,"lcmd","Index","Middle",9,19,14,9,25,"male",23,"Index Middle",-0.498964429936638
9,29,"II",0.578554010391,"lalt","Middle","Index",9,19,14,9,25,"male",23,"Middle Index",-0.547223373887082
9,32,"II",1.12231206894,"lalt","Middle","Index",9,19,14,9,25,"male",23,"Middle Index",0.115390904737932
9,33,"II",0.555067014694,"lcmd","Index","Middle",9,19,14,9,25,"male",23,"Index Middle",-0.588666425328662
9,36,"II",0.595837974548,"lalt","Middle","Index",9,19,14,9,25,"male",23,"Middle Index",-0.517786503661233
9,37,"II",0.485212945938,"lcmd","Index","Middle",9,19,14,9,25,"male",23,"Index Middle",-0.723167420615264
9,41,"II",0.61616897583,"lcmd","Index","Middle",9,19,14,9,25,"male",23,"Index Middle",-0.484234041652776
9,45,"II",0.538669061661,"lalt","Middle","Index",9,19,14,9,25,"male",23,"Middle Index",-0.618653882426244
9,46,"II",0.726598930359,"lcmd","Index","Middle",9,19,14,9,25,"male",23,"Index Middle",-0.319380631314203
9,50,"II",0.820321846008,"lalt","Middle","Index",9,19,14,9,25,"male",23,"Middle Index",-0.198058520598196
9,51,"II",0.73780708313,"lcmd","Index","Middle",9,19,14,9,25,"male",23,"Index Middle",-0.3040728935268
9,53,"II",0.538273096085,"lcmd","Index","Middle",9,19,14,9,25,"male",23,"Index Middle",-0.619389234071631
9,55,"II",0.527684164047,"lalt","Middle","Index",9,19,14,9,25,"male",23,"Middle Index",-0.63925734840682
9,56,"II",0.470113182068,"lalt","Middle","Index",9,19,14,9,25,"male",23,"Middle Index",-0.754781800358169
9,59,"II",0.550401926041,"lcmd","Index","Middle",9,19,14,9,25,"male",23,"Index Middle",-0.597106493021379
9,60,"II",0.80482211113,"lalt","Middle","Index",9,19,14,9,25,"male",23,"Middle Index",-0.217134005945976
9,65,"II",0.647670936585,"lalt","Middle","Index",9,19,14,9,25,"male",23,"Middle Index",-0.434372525523052
9,66,"II",0.695237016678,"lcmd","Index","Middle",9,19,14,9,25,"male",23,"Index Middle",-0.363502460363897
9,68,"II",0.589950847626,"lalt","Middle","Index",9,19,14,9,25,"male",23,"Middle Index",-0.527716054661243
9,70,"II",1.13729691505,"lcmd","Index","Middle",9,19,14,9,25,"male",23,"Index Middle",0.1286543196837
9,72,"II",0.517468929291,"lcmd","Index","Middle",9,19,14,9,25,"male",23,"Index Middle",-0.658805795662478
9,75,"II",0.89291806221,"lalt","Middle","Index",9,19,14,9,25,"male",23,"Middle Index",-0.113260457959342
9,77,"II",0.563721942902,"lalt","Middle","Index",9,19,14,9,25,"male",23,"Middle Index",-0.573194158092
9,78,"II",0.947066879272,"lcmd","Index","Middle",9,19,14,9,25,"male",23,"Index Middle",-0.0543855660383727
10,3,"IT",0.602737808228,"lcmd","Index","Middle",9,10,22,3,27,"male",25,"Index Middle",-0.506272989038737
10,5,"IT",0.65560092926,"lalt","Middle","Index",9,10,22,3,27,"male",25,"Middle Index",-0.422203014694309
10,7,"IT",0.87269487381,"lcmd","Index","Middle",9,10,22,3,27,"male",25,"Index Middle",-0.136169298773059
10,9,"IT",0.563490009308,"lcmd","Index","Middle",9,10,22,3,27,"male",25,"Index Middle",-0.573605675370216
10,13,"IT",0.569420051575,"lalt","Middle","Index",9,10,22,3,27,"male",25,"Middle Index",-0.563136889487783
10,15,"IT",1.00986499786,"lcmd","Index","Middle",9,10,22,3,27,"male",25,"Index Middle",0.00981665643399254
10,17,"IT",0.596117162704,"lalt","Middle","Index",9,10,22,3,27,"male",25,"Middle Index",-0.517318049518321
10,19,"IT",0.892513036728,"lcmd","Index","Middle",9,10,22,3,27,"male",25,"Index Middle",-0.113714158456873
10,20,"IT",0.50677113533,"lalt","Middle","Index",9,10,22,3,27,"male",25,"Middle Index",-0.679695786912464
10,22,"IT",0.439285898209,"lcmd","Index","Middle",9,10,22,3,27,"male",25,"Index Middle",-0.822604829109765
10,26,"IT",0.409297132492,"lcmd","Index","Middle",9,10,22,3,27,"male",25,"Index Middle",-0.893313901391536
10,27,"IT",0.941852903366,"lalt","Middle","Index",9,10,22,3,27,"male",25,"Middle Index",-0.0599061701382854
10,30,"IT",1.01338310242,"lalt","Middle","Index",9,10,22,3,27,"male",25,"Middle Index",0.0132943397742194
10,31,"IT",0.838126993179,"lcmd","Index","Middle",9,10,22,3,27,"male",25,"Index Middle",-0.17658564680853
10,33,"IT",0.578351926804,"lcmd","Index","Middle",9,10,22,3,27,"male",25,"Index Middle",-0.547572725692719
10,35,"IT",0.497636175156,"lalt","Middle","Index",9,10,22,3,27,"male",25,"Middle Index",-0.697886040931142
10,37,"IT",0.497616147995,"lalt","Middle","Index",9,10,22,3,27,"male",25,"Middle Index",-0.697926286325274
10,39,"IT",0.465843057632,"lcmd","Index","Middle",9,10,22,3,27,"male",25,"Index Middle",-0.763906487779124
10,41,"IT",0.475980091095,"lcmd","Index","Middle",9,10,22,3,27,"male",25,"Index Middle",-0.742379251056097
10,43,"IT",0.601534128189,"lalt","Middle","Index",9,10,22,3,27,"male",25,"Middle Index",-0.508272006708142
10,47,"IT",1.12573409081,"lcmd","Index","Middle",9,10,22,3,27,"male",25,"Index Middle",0.11843534801885
10,50,"IT",0.493890047073,"lalt","Middle","Index",9,10,22,3,27,"male",25,"Middle Index",-0.705442363343405
10,51,"IT",0.641805124283,"lcmd","Index","Middle",9,10,22,3,27,"male",25,"Index Middle",-0.443470566101732
10,53,"IT",0.58593416214,"lcmd","Index","Middle",9,10,22,3,27,"male",25,"Index Middle",-0.534547847013932
10,55,"IT",0.718247127533,"lalt","Middle","Index",9,10,22,3,27,"male",25,"Middle Index",-0.330941580388654
10,57,"IT",0.521093893051,"lalt","Middle","Index",9,10,22,3,27,"male",25,"Middle Index",-0.651825036477417
10,59,"IT",0.495831012726,"lcmd","Index","Middle",9,10,22,3,27,"male",25,"Index Middle",-0.701520110457885
10,61,"IT",0.58120803833,"lcmd","Index","Middle",9,10,22,3,27,"male",25,"Index Middle",-0.542646516806978
10,63,"IT",0.577705001831,"lalt","Middle","Index",9,10,22,3,27,"male",25,"Middle Index",-0.548691918051682
10,65,"IT",0.440215015411,"lalt","Middle","Index",9,10,22,3,27,"male",25,"Middle Index",-0.820492000042173
10,67,"IT",0.367905950546,"lcmd","Index","Middle",9,10,22,3,27,"male",25,"Index Middle",-0.99992794264505
10,69,"IT",0.565057182312,"lcmd","Index","Middle",9,10,22,3,27,"male",25,"Index Middle",-0.570828345324985
10,70,"IT",0.460816812515,"lalt","Middle","Index",9,10,22,3,27,"male",25,"Middle Index",-0.774754684773413
10,74,"IT",0.490377044678,"lalt","Middle","Index",9,10,22,3,27,"male",25,"Middle Index",-0.712580704839905
10,75,"IT",0.455081892014,"lcmd","Index","Middle",9,10,22,3,27,"male",25,"Index Middle",-0.787277893777733
10,76,"IT",0.474926996231,"lcmd","Index","Middle",9,10,22,3,27,"male",25,"Index Middle",-0.744594178904607
10,77,"IT",0.490378189087,"lalt","Middle","Index",9,10,22,3,27,"male",25,"Middle Index",-0.712578371109815
11,2,"II",0.418905067444,"lcmd","Index","Middle",24,23,23,5,32,"male",22,"Index Middle",-0.870110954076773
11,3,"II",0.810398197174,"lalt","Middle","Index",24,23,23,5,32,"male",22,"Middle Index",-0.210229550662675
11,4,"II",0.482468938828,"lalt","Middle","Index",24,23,23,5,32,"male",22,"Middle Index",-0.728838735761297
11,7,"II",0.414552974701,"lcmd","Index","Middle",24,23,23,5,32,"male",22,"Index Middle",-0.88055450871052
11,8,"II",0.64143705368,"lalt","Middle","Index",24,23,23,5,32,"male",22,"Middle Index",-0.444044223388587
11,9,"II",0.532242965698,"lcmd","Index","Middle",24,23,23,5,32,"male",22,"Index Middle",-0.630655191457461
11,13,"II",0.480431938171,"lcmd","Index","Middle",24,23,23,5,32,"male",22,"Index Middle",-0.733069708531964
11,15,"II",0.551066970825,"lalt","Middle","Index",24,23,23,5,32,"male",22,"Middle Index",-0.595898933068108
11,17,"II",0.371468019485,"lcmd","Index","Middle",24,23,23,5,32,"male",22,"Index Middle",-0.990292503361598
11,18,"II",0.378004932404,"lalt","Middle","Index",24,23,23,5,32,"male",22,"Middle Index",-0.972848034759852
11,21,"II",0.48388504982,"lalt","Middle","Index",24,23,23,5,32,"male",22,"Middle Index",-0.725907900845086
11,23,"II",0.580994129181,"lcmd","Index","Middle",24,23,23,5,32,"male",22,"Index Middle",-0.543014626861141
11,24,"II",0.552406978607,"lcmd","Index","Middle",24,23,23,5,32,"male",22,"Index Middle",-0.593470224277342
11,25,"II",0.39012093544,"lalt","Middle","Index",24,23,23,5,32,"male",22,"Middle Index",-0.941298497054888
11,28,"II",0.431003046036,"lalt","Middle","Index",24,23,23,5,32,"male",22,"Middle Index",-0.841640121534454
11,30,"II",0.458453083038,"lcmd","Index","Middle",24,23,23,5,32,"male",22,"Index Middle",-0.779897319592273
11,32,"II",0.532094812393,"lcmd","Index","Middle",24,23,23,5,32,"male",22,"Index Middle",-0.630933586735739
11,33,"II",0.346851015091,"lalt","Middle","Index",24,23,23,5,32,"male",22,"Middle Index",-1.05885994255571
11,38,"II",0.355555915832,"lcmd","Index","Middle",24,23,23,5,32,"male",22,"Index Middle",-1.03407275425355
11,39,"II",0.34356803894,"lalt","Middle","Index",24,23,23,5,32,"male",22,"Middle Index",-1.06837011141736
11,41,"II",0.404260110855,"lalt","Middle","Index",24,23,23,5,32,"male",22,"Middle Index",-0.905696769446235
11,43,"II",0.520134067535,"lcmd","Index","Middle",24,23,23,5,32,"male",22,"Index Middle",-0.653668678454399
11,46,"II",0.540658903122,"lcmd","Index","Middle",24,23,23,5,32,"male",22,"Index Middle",-0.614966692285134
11,47,"II",0.395896148682,"lalt","Middle","Index",24,23,23,5,32,"male",22,"Middle Index",-0.926603352924442
11,48,"II",0.523959159851,"lcmd","Index","Middle",24,23,23,5,32,"male",22,"Index Middle",-0.646341536914162
11,51,"II",0.638512086868,"lalt","Middle","Index",24,23,23,5,32,"male",22,"Middle Index",-0.448614673590046
11,53,"II",0.473468160629,"lcmd","Index","Middle",24,23,23,5,32,"male",22,"Index Middle",-0.747670611216678
11,55,"II",0.579095983505,"lalt","Middle","Index",24,23,23,5,32,"male",22,"Middle Index",-0.546287040528201
11,58,"II",0.424398088455,"lcmd","Index","Middle",24,23,23,5,32,"male",22,"Index Middle",-0.85708337636414
11,59,"II",0.471092176437,"lalt","Middle","Index",24,23,23,5,32,"male",22,"Middle Index",-0.75270150042529
11,60,"II",0.487928056717,"lcmd","Index","Middle",24,23,23,5,32,"male",22,"Index Middle",-0.717587308757334
11,62,"II",0.390245008469,"lalt","Middle","Index",24,23,23,5,32,"male",22,"Middle Index",-0.94098051026673
11,64,"II",0.500995874405,"lcmd","Index","Middle",24,23,23,5,32,"male",22,"Index Middle",-0.691157412651737
11,67,"II",0.338165092468,"lalt","Middle","Index",24,23,23,5,32,"male",22,"Middle Index",-1.0842210634923
11,68,"II",0.469910097122,"lalt","Middle","Index",24,23,23,5,32,"male",22,"Middle Index",-0.755213885294054
11,69,"II",0.472964191437,"lcmd","Index","Middle",24,23,23,5,32,"male",22,"Index Middle",-0.748735598563176
11,73,"II",0.6009370327,"lalt","Middle","Index",24,23,23,5,32,"male",22,"Middle Index",-0.509265120817645
11,74,"II",0.541329908371,"lcmd","Index","Middle",24,23,23,5,32,"male",22,"Index Middle",-0.6137263738495
11,77,"II",0.417623186111,"lalt","Middle","Index",24,23,23,5,32,"male",22,"Middle Index",-0.873175721658558
11,78,"II",0.448678922653,"lcmd","Index","Middle",24,23,23,5,32,"male",22,"Index Middle",-0.801447741355808
12,2,"IT",0.429514884949,"lalt","Middle","Index",18,17,18,17,27,"female",20,"Middle Index",-0.845098881699675
12,3,"IT",0.570234870911,"lcmd","Index","Middle",18,17,18,17,27,"female",20,"Index Middle",-0.561706948794747
12,4,"IT",0.511541938782,"lalt","Middle","Index",18,17,18,17,27,"female",20,"Middle Index",-0.67032570519793
12,5,"IT",0.732920980454,"lcmd","Index","Middle",18,17,18,17,27,"female",20,"Index Middle",-0.310717385834333
12,8,"IT",0.496834993362,"lcmd","Index","Middle",18,17,18,17,27,"female",20,"Index Middle",-0.699497313319319
12,11,"IT",0.465808916092,"lalt","Middle","Index",18,17,18,17,27,"female",20,"Middle Index",-0.763979780255238
12,12,"IT",0.470874071121,"lalt","Middle","Index",18,17,18,17,27,"female",20,"Middle Index",-0.753164585637659
12,13,"IT",0.453535890579,"lcmd","Index","Middle",18,17,18,17,27,"female",20,"Index Middle",-0.790680871259666
12,16,"IT",0.444134950638,"lalt","Middle","Index",18,17,18,17,27,"female",20,"Middle Index",-0.811626819852813
12,19,"IT",0.406895065308,"lcmd","Index","Middle",18,17,18,17,27,"female",20,"Index Middle",-0.899199951578137
12,22,"IT",0.489116001129,"lalt","Middle","Index",18,17,18,17,27,"female",20,"Middle Index",-0.715155596517047
12,23,"IT",0.461016082764,"lcmd","Index","Middle",18,17,18,17,27,"female",20,"Index Middle",-0.77432234990421
12,24,"IT",0.50994887352,"lcmd","Index","Middle",18,17,18,17,27,"female",20,"Index Middle",-0.673444806288932
12,26,"IT",0.485746192932,"lalt","Middle","Index",18,17,18,17,27,"female",20,"Middle Index",-0.72206902826019
12,29,"IT",0.466472101212,"lcmd","Index","Middle",18,17,18,17,27,"female",20,"Index Middle",-0.762557064958982
12,30,"IT",0.392047119141,"lalt","Middle","Index",18,17,18,17,27,"female",20,"Middle Index",-0.936373244525037
12,32,"IT",0.535785150528,"lcmd","Index","Middle",18,17,18,17,27,"female",20,"Index Middle",-0.624022036835752
12,35,"IT",0.517469072342,"lalt","Middle","Index",18,17,18,17,27,"female",20,"Middle Index",-0.658805519218866
12,36,"IT",0.540335941315,"lcmd","Index","Middle",18,17,18,17,27,"female",20,"Index Middle",-0.615564219309933
12,37,"IT",0.528491020203,"lalt","Middle","Index",18,17,18,17,27,"female",20,"Middle Index",-0.637729464917425
12,41,"IT",0.563601207733,"lcmd","Index","Middle",18,17,18,17,27,"female",20,"Index Middle",-0.57340835606956
12,43,"IT",0.512354803085,"lalt","Middle","Index",18,17,18,17,27,"female",20,"Middle Index",-0.66873791916339
12,45,"IT",0.483527851105,"lcmd","Index","Middle",18,17,18,17,27,"female",20,"Index Middle",-0.726646362635064
12,46,"IT",0.496869850159,"lalt","Middle","Index",18,17,18,17,27,"female",20,"Middle Index",-0.699427158087126
12,50,"IT",0.505263853073,"lalt","Middle","Index",18,17,18,17,27,"female",20,"Middle Index",-0.682674504819951
12,51,"IT",0.620429134369,"lcmd","Index","Middle",18,17,18,17,27,"female",20,"Index Middle",-0.477343888161801
12,53,"IT",0.51188416481,"lalt","Middle","Index",18,17,18,17,27,"female",20,"Middle Index",-0.669656920144365
12,55,"IT",0.537848949432,"lcmd","Index","Middle",18,17,18,17,27,"female",20,"Index Middle",-0.620177521379248
12,56,"IT",0.487100076675,"lcmd","Index","Middle",18,17,18,17,27,"female",20,"Index Middle",-0.719285680758443
12,58,"IT",0.48842291832,"lalt","Middle","Index",18,17,18,17,27,"female",20,"Middle Index",-0.71657361253942
12,60,"IT",0.510929012299,"lcmd","Index","Middle",18,17,18,17,27,"female",20,"Index Middle",-0.671524617608635
12,62,"IT",0.498352146149,"lalt","Middle","Index",18,17,18,17,27,"female",20,"Middle Index",-0.696448331068464
12,66,"IT",0.562246894836,"lalt","Middle","Index",18,17,18,17,27,"female",20,"Middle Index",-0.575814210904072
12,69,"IT",0.523349952698,"lalt","Middle","Index",18,17,18,17,27,"female",20,"Middle Index",-0.647504913064357
12,71,"IT",0.582375097275,"lcmd","Index","Middle",18,17,18,17,27,"female",20,"Index Middle",-0.540640541813638
12,72,"IT",0.586607885361,"lcmd","Index","Middle",18,17,18,17,27,"female",20,"Index Middle",-0.533398680045331
12,75,"IT",0.436298131943,"lalt","Middle","Index",18,17,18,17,27,"female",20,"Middle Index",-0.829429480450096
12,77,"IT",0.550382089615,"lalt","Middle","Index",18,17,18,17,27,"female",20,"Middle Index",-0.597142533562884
12,78,"IT",0.499681997299,"lcmd","Index","Middle",18,17,18,17,27,"female",20,"Index Middle",-0.693783388299177
13,1,"II",0.623057079315,"lcmd","Index","Middle",21,25,16,16,30,"female",21,"Index Middle",-0.473117144303265
13,4,"II",0.685823106766,"lalt","Middle","Index",21,25,16,16,30,"female",21,"Middle Index",-0.37713554636548
13,6,"II",0.580761146545,"lcmd","Index","Middle",21,25,16,16,30,"female",21,"Index Middle",-0.543415714153777
13,10,"II",0.596857023239,"lcmd","Index","Middle",21,25,16,16,30,"female",21,"Index Middle",-0.516077686334315
13,11,"II",0.547288036346,"lalt","Middle","Index",21,25,16,16,30,"female",21,"Middle Index",-0.602780040479188
13,13,"II",0.504199934006,"lalt","Middle","Index",21,25,16,16,30,"female",21,"Middle Index",-0.684782395116862
13,14,"II",0.551861095428,"lcmd","Index","Middle",21,25,16,16,30,"female",21,"Index Middle",-0.594458903088768
13,18,"II",0.621162033081,"lalt","Middle","Index",21,25,16,16,30,"female",21,"Middle Index",-0.476163308247352
13,19,"II",0.625674915314,"lcmd","Index","Middle",21,25,16,16,30,"female",21,"Index Middle",-0.468924347377601
13,20,"II",0.613922071457,"lcmd","Index","Middle",21,25,16,16,30,"female",21,"Index Middle",-0.48788727834109
13,23,"II",0.703188085556,"lalt","Middle","Index",21,25,16,16,30,"female",21,"Middle Index",-0.352130875934457
13,25,"II",0.574042892456,"lcmd","Index","Middle",21,25,16,16,30,"female",21,"Index Middle",-0.555051159921283
13,26,"II",0.587525081635,"lalt","Middle","Index",21,25,16,16,30,"female",21,"Middle Index",-0.531836341730426
13,28,"II",0.627817821503,"lcmd","Index","Middle",21,25,16,16,30,"female",21,"Index Middle",-0.465505247747184
13,29,"II",0.648611974716,"lalt","Middle","Index",21,25,16,16,30,"female",21,"Middle Index",-0.432920622874167
13,32,"II",0.731109952927,"lcmd","Index","Middle",21,25,16,16,30,"female",21,"Index Middle",-0.31319141614265
13,33,"II",0.704507780075,"lalt","Middle","Index",21,25,16,16,30,"female",21,"Middle Index",-0.350255904304806
13,37,"II",0.687925052643,"lalt","Middle","Index",21,25,16,16,30,"female",21,"Middle Index",-0.374075382094572
13,39,"II",0.621941804886,"lcmd","Index","Middle",21,25,16,16,30,"female",21,"Index Middle",-0.474908751896614
13,41,"II",0.680107975006,"lalt","Middle","Index",21,25,16,16,30,"female",21,"Middle Index",-0.385503706643741
13,43,"II",0.711890077591,"lcmd","Index","Middle",21,25,16,16,30,"female",21,"Index Middle",-0.339831764894714
13,46,"II",0.584560108185,"lcmd","Index","Middle",21,25,16,16,30,"female",21,"Index Middle",-0.536895666428369
13,47,"II",0.609740066528,"lalt","Middle","Index",21,25,16,16,30,"female",21,"Middle Index",-0.494722533075799
13,49,"II",0.579186105728,"lcmd","Index","Middle",21,25,16,16,30,"female",21,"Index Middle",-0.546131426927646
13,50,"II",0.629687070847,"lalt","Middle","Index",21,25,16,16,30,"female",21,"Middle Index",-0.462532295940567
13,52,"II",0.639576053619,"lalt","Middle","Index",21,25,16,16,30,"female",21,"Middle Index",-0.446949738343293
13,53,"II",0.724736070633,"lcmd","Index","Middle",21,25,16,16,30,"female",21,"Index Middle",-0.3219477309125
13,57,"II",0.606401109695,"lcmd","Index","Middle",21,25,16,16,30,"female",21,"Index Middle",-0.500213614683684
13,58,"II",0.671506977081,"lalt","Middle","Index",21,25,16,16,30,"female",21,"Middle Index",-0.39823087278094
13,60,"II",0.597398996353,"lcmd","Index","Middle",21,25,16,16,30,"female",21,"Index Middle",-0.515170053226648
13,62,"II",0.644777917862,"lalt","Middle","Index",21,25,16,16,30,"female",21,"Middle Index",-0.438849334868078
13,64,"II",0.605632162094,"lalt","Middle","Index",21,25,16,16,30,"female",21,"Middle Index",-0.501482470452027
13,66,"II",0.588318872452,"lcmd","Index","Middle",21,25,16,16,30,"female",21,"Index Middle",-0.530486177986628
13,69,"II",0.587109184265,"lalt","Middle","Index",21,25,16,16,30,"female",21,"Middle Index",-0.53254447259201
13,70,"II",0.650883960724,"lcmd","Index","Middle",21,25,16,16,30,"female",21,"Index Middle",-0.429423900397375
13,74,"II",0.552138996124,"lcmd","Index","Middle",21,25,16,16,30,"female",21,"Index Middle",-0.593955459830029
13,75,"II",0.453353977203,"lalt","Middle","Index",21,25,16,16,30,"female",21,"Middle Index",-0.791082052009176
13,76,"II",0.569161939621,"lalt","Middle","Index",21,25,16,16,30,"female",21,"Middle Index",-0.563590281444475
13,79,"II",0.674258089066,"lcmd","Index","Middle",21,25,16,16,30,"female",21,"Index Middle",-0.394142319902635
14,1,"IT",0.489061975479,"lalt","Middle","Index",20,24,24,16,28,"female",21,"Middle Index",-0.715266058317143
14,3,"IT",0.399852848053,"lcmd","Index","Middle",20,24,24,16,28,"female",21,"Index Middle",-0.916658679426054
14,5,"IT",0.490402173996,"lcmd","Index","Middle",20,24,24,16,28,"female",21,"Index Middle",-0.712529461262294
14,7,"IT",0.462207984924,"lalt","Middle","Index",20,24,24,16,28,"female",21,"Middle Index",-0.77174030538455
14,10,"IT",0.430837202072,"lcmd","Index","Middle",20,24,24,16,28,"female",21,"Index Middle",-0.842024981643763
14,11,"IT",0.513165998459,"lalt","Middle","Index",20,24,24,16,28,"female",21,"Middle Index",-0.667155902412554
14,14,"IT",0.54774889946,"lcmd","Index","Middle",20,24,24,16,28,"female",21,"Index Middle",-0.601938309709858
14,15,"IT",0.459447813034,"lalt","Middle","Index",20,24,24,16,28,"female",21,"Middle Index",-0.777729917011748
14,16,"IT",0.482398176193,"lcmd","Index","Middle",20,24,24,16,28,"female",21,"Index Middle",-0.728985414270753
14,19,"IT",0.545418024063,"lalt","Middle","Index",20,24,24,16,28,"female",21,"Middle Index",-0.606202761696461
14,21,"IT",0.477573013306,"lcmd","Index","Middle",20,24,24,16,28,"female",21,"Index Middle",-0.739038223303384
14,22,"IT",0.521265077591,"lalt","Middle","Index",20,24,24,16,28,"female",21,"Middle Index",-0.651496580453417
14,25,"IT",0.540910148621,"lalt","Middle","Index",20,24,24,16,28,"female",21,"Middle Index",-0.614502097808963
14,26,"IT",0.543026924133,"lcmd","Index","Middle",20,24,24,16,28,"female",21,"Index Middle",-0.610596376238775
14,30,"IT",0.51473698616,"lcmd","Index","Middle",20,24,24,16,28,"female",21,"Index Middle",-0.664099215258813
14,31,"IT",0.476841783524,"lalt","Middle","Index",20,24,24,16,28,"female",21,"Middle Index",-0.740570533840698
14,32,"IT",0.454305028915,"lcmd","Index","Middle",20,24,24,16,28,"female",21,"Index Middle",-0.788986436687468
14,38,"IT",0.499398851395,"lcmd","Index","Middle",20,24,24,16,28,"female",21,"Index Middle",-0.694350201109073
14,39,"IT",0.647870016098,"lalt","Middle","Index",20,24,24,16,28,"female",21,"Middle Index",-0.434065195192575
14,41,"IT",0.524139881134,"lcmd","Index","Middle",20,24,24,16,28,"female",21,"Index Middle",-0.645996681556559
14,42,"IT",0.515615034103,"lalt","Middle","Index",20,24,24,16,28,"female",21,"Middle Index",-0.662394849880218
14,44,"IT",0.466166210175,"lalt","Middle","Index",20,24,24,16,28,"female",21,"Middle Index",-0.763213034254332
14,45,"IT",0.47748298645,"lcmd","Index","Middle",20,24,24,16,28,"female",21,"Index Middle",-0.739226750167337
14,49,"IT",0.493331050873,"lcmd","Index","Middle",20,24,24,16,28,"female",21,"Index Middle",-0.706574827511573
14,50,"IT",0.621779966354,"lalt","Middle","Index",20,24,24,16,28,"female",21,"Middle Index",-0.475169000670344
