"Participant","V1","Condition","Congruity","Response","Correctness","Cue","Finger","Item","Gender","Reaction_time","FS","EC","PT","PD","SS","Age"
1,12,"II","Yes","lalt","1","Middle","Middle","Middle Middle","male",-0.677403339374013,0.765741336126887,0.187298367152486,0.69706925600145,-0.29337429188574,-0.0226406753649995,-0.227205617198343
1,13,"II","Yes","lcmd","1","Index","Index","Index Index","male",-0.952298564462684,0.765741336126887,0.187298367152486,0.69706925600145,-0.29337429188574,-0.0226406753649995,-0.227205617198343
1,14,"II","No","lalt","1","Middle","Index","Middle Index","male",-0.205948864814839,0.765741336126887,0.187298367152486,0.69706925600145,-0.29337429188574,-0.0226406753649995,-0.227205617198343
1,15,"II","No","lcmd","1","Index","Middle","Index Middle","male",-0.766428038796582,0.765741336126887,0.187298367152486,0.69706925600145,-0.29337429188574,-0.0226406753649995,-0.227205617198343
1,16,"II","Yes","lalt","1","Middle","Middle","Middle Middle","male",0.0175848611722907,0.765741336126887,0.187298367152486,0.69706925600145,-0.29337429188574,-0.0226406753649995,-0.227205617198343
1,17,"II","Yes","lcmd","1","Index","Index","Index Index","male",-0.82791618128456,0.765741336126887,0.187298367152486,0.69706925600145,-0.29337429188574,-0.0226406753649995,-0.227205617198343
1,18,"II","No","lcmd","1","Index","Middle","Index Middle","male",0.297347038684908,0.765741336126887,0.187298367152486,0.69706925600145,-0.29337429188574,-0.0226406753649995,-0.227205617198343
1,19,"II","No","lalt","1","Middle","Index","Middle Index","male",-0.144587224059302,0.765741336126887,0.187298367152486,0.69706925600145,-0.29337429188574,-0.0226406753649995,-0.227205617198343
1,20,"II","Yes","lalt","1","Middle","Middle","Middle Middle","male",-0.763186319667567,0.765741336126887,0.187298367152486,0.69706925600145,-0.29337429188574,-0.0226406753649995,-0.227205617198343
1,21,"II","No","lalt","1","Middle","Index","Middle Index","male",-0.426504641255435,0.765741336126887,0.187298367152486,0.69706925600145,-0.29337429188574,-0.0226406753649995,-0.227205617198343
1,23,"II","Yes","lcmd","1","Index","Index","Index Index","male",-0.401931454773804,0.765741336126887,0.187298367152486,0.69706925600145,-0.29337429188574,-0.0226406753649995,-0.227205617198343
1,24,"II","Yes","lcmd","1","Index","Index","Index Index","male",-0.550025063137271,0.765741336126887,0.187298367152486,0.69706925600145,-0.29337429188574,-0.0226406753649995,-0.227205617198343
1,25,"II","Yes","lalt","1","Middle","Middle","Middle Middle","male",-0.659288918824824,0.765741336126887,0.187298367152486,0.69706925600145,-0.29337429188574,-0.0226406753649995,-0.227205617198343
1,26,"II","No","lalt","1","Middle","Index","Middle Index","male",-0.612345335839401,0.765741336126887,0.187298367152486,0.69706925600145,-0.29337429188574,-0.0226406753649995,-0.227205617198343
1,27,"II","No","lcmd","1","Index","Middle","Index Middle","male",-1.08771127098513,0.765741336126887,0.187298367152486,0.69706925600145,-0.29337429188574,-0.0226406753649995,-0.227205617198343
1,28,"II","No","lcmd","1","Index","Middle","Index Middle","male",-0.269811830674187,0.765741336126887,0.187298367152486,0.69706925600145,-0.29337429188574,-0.0226406753649995,-0.227205617198343
1,29,"II","Yes","lcmd","1","Index","Index","Index Index","male",-0.594644737459453,0.765741336126887,0.187298367152486,0.69706925600145,-0.29337429188574,-0.0226406753649995,-0.227205617198343
1,30,"II","No","lalt","1","Middle","Index","Middle Index","male",-0.221997538936331,0.765741336126887,0.187298367152486,0.69706925600145,-0.29337429188574,-0.0226406753649995,-0.227205617198343
1,31,"II","Yes","lalt","1","Middle","Middle","Middle Middle","male",-0.532439078915008,0.765741336126887,0.187298367152486,0.69706925600145,-0.29337429188574,-0.0226406753649995,-0.227205617198343
1,32,"II","No","lcmd","1","Index","Middle","Index Middle","male",-0.827482172670103,0.765741336126887,0.187298367152486,0.69706925600145,-0.29337429188574,-0.0226406753649995,-0.227205617198343
1,33,"II","No","lalt","1","Middle","Index","Middle Index","male",-0.662752240284333,0.765741336126887,0.187298367152486,0.69706925600145,-0.29337429188574,-0.0226406753649995,-0.227205617198343
1,34,"II","Yes","lalt","1","Middle","Middle","Middle Middle","male",-0.354729036676663,0.765741336126887,0.187298367152486,0.69706925600145,-0.29337429188574,-0.0226406753649995,-0.227205617198343
1,35,"II","Yes","lcmd","1","Index","Index","Index Index","male",-1.00570450208014,0.765741336126887,0.187298367152486,0.69706925600145,-0.29337429188574,-0.0226406753649995,-0.227205617198343
1,36,"II","No","lcmd","1","Index","Middle","Index Middle","male",-0.458141514201523,0.765741336126887,0.187298367152486,0.69706925600145,-0.29337429188574,-0.0226406753649995,-0.227205617198343
1,37,"II","Yes","lalt","1","Middle","Middle","Middle Middle","male",-0.505099900580417,0.765741336126887,0.187298367152486,0.69706925600145,-0.29337429188574,-0.0226406753649995,-0.227205617198343
1,38,"II","Yes","lcmd","1","Index","Index","Index Index","male",-0.842139551987601,0.765741336126887,0.187298367152486,0.69706925600145,-0.29337429188574,-0.0226406753649995,-0.227205617198343
1,39,"II","No","lalt","1","Middle","Index","Middle Index","male",-0.190407094818002,0.765741336126887,0.187298367152486,0.69706925600145,-0.29337429188574,-0.0226406753649995,-0.227205617198343
1,40,"II","No","lcmd","1","Index","Middle","Index Middle","male",0.157973526929431,0.765741336126887,0.187298367152486,0.69706925600145,-0.29337429188574,-0.0226406753649995,-0.227205617198343
1,41,"II","Yes","lcmd","1","Index","Index","Index Index","male",-0.516977830408539,0.765741336126887,0.187298367152486,0.69706925600145,-0.29337429188574,-0.0226406753649995,-0.227205617198343
1,42,"II","No","lalt","1","Middle","Index","Middle Index","male",0.505616446179884,0.765741336126887,0.187298367152486,0.69706925600145,-0.29337429188574,-0.0226406753649995,-0.227205617198343
1,43,"II","Yes","lalt","1","Middle","Middle","Middle Middle","male",-0.0866471861063816,0.765741336126887,0.187298367152486,0.69706925600145,-0.29337429188574,-0.0226406753649995,-0.227205617198343
1,44,"II","Yes","lalt","1","Middle","Middle","Middle Middle","male",-0.292846361288583,0.765741336126887,0.187298367152486,0.69706925600145,-0.29337429188574,-0.0226406753649995,-0.227205617198343
1,45,"II","Yes","lcmd","1","Index","Index","Index Index","male",-0.675612128622877,0.765741336126887,0.187298367152486,0.69706925600145,-0.29337429188574,-0.0226406753649995,-0.227205617198343
1,46,"II","No","lcmd","1","Index","Middle","Index Middle","male",1.0381172043231,0.765741336126887,0.187298367152486,0.69706925600145,-0.29337429188574,-0.0226406753649995,-0.227205617198343
1,47,"II","No","lalt","1","Middle","Index","Middle Index","male",-0.477380768448705,0.765741336126887,0.187298367152486,0.69706925600145,-0.29337429188574,-0.0226406753649995,-0.227205617198343
1,48,"II","Yes","lalt","1","Middle","Middle","Middle Middle","male",-0.288118695352614,0.765741336126887,0.187298367152486,0.69706925600145,-0.29337429188574,-0.0226406753649995,-0.227205617198343
1,49,"II","No","lalt","1","Middle","Index","Middle Index","male",-0.424777802844142,0.765741336126887,0.187298367152486,0.69706925600145,-0.29337429188574,-0.0226406753649995,-0.227205617198343
1,50,"II","Yes","lcmd","1","Index","Index","Index Index","male",-0.834562232589689,0.765741336126887,0.187298367152486,0.69706925600145,-0.29337429188574,-0.0226406753649995,-0.227205617198343
1,51,"II","No","lcmd","1","Index","Middle","Index Middle","male",-0.525664507230093,0.765741336126887,0.187298367152486,0.69706925600145,-0.29337429188574,-0.0226406753649995,-0.227205617198343
1,52,"II","No","lalt","1","Middle","Index","Middle Index","male",-0.767556909779854,0.765741336126887,0.187298367152486,0.69706925600145,-0.29337429188574,-0.0226406753649995,-0.227205617198343
1,53,"II","No","lcmd","1","Index","Middle","Index Middle","male",-0.999147495440443,0.765741336126887,0.187298367152486,0.69706925600145,-0.29337429188574,-0.0226406753649995,-0.227205617198343
1,54,"II","Yes","lalt","1","Middle","Middle","Middle Middle","male",-0.183760370631992,0.765741336126887,0.187298367152486,0.69706925600145,-0.29337429188574,-0.0226406753649995,-0.227205617198343
1,55,"II","Yes","lcmd","1","Index","Index","Index Index","male",-0.902207017184541,0.765741336126887,0.187298367152486,0.69706925600145,-0.29337429188574,-0.0226406753649995,-0.227205617198343
1,56,"II","Yes","lcmd","1","Index","Index","Index Index","male",0.667116547011395,0.765741336126887,0.187298367152486,0.69706925600145,-0.29337429188574,-0.0226406753649995,-0.227205617198343
1,57,"II","Yes","lalt","1","Middle","Middle","Middle Middle","male",-0.967815886433832,0.765741336126887,0.187298367152486,0.69706925600145,-0.29337429188574,-0.0226406753649995,-0.227205617198343
1,58,"II","No","lcmd","1","Index","Middle","Index Middle","male",-0.148284932600138,0.765741336126887,0.187298367152486,0.69706925600145,-0.29337429188574,-0.0226406753649995,-0.227205617198343
1,59,"II","No","lalt","1","Middle","Index","Middle Index","male",-0.572166904197166,0.765741336126887,0.187298367152486,0.69706925600145,-0.29337429188574,-0.0226406753649995,-0.227205617198343
1,60,"II","Yes","lcmd","1","Index","Index","Index Index","male",-1.0147024987785,0.765741336126887,0.187298367152486,0.69706925600145,-0.29337429188574,-0.0226406753649995,-0.227205617198343
1,62,"II","No","lcmd","1","Index","Middle","Index Middle","male",1.55996355563854,0.765741336126887,0.187298367152486,0.69706925600145,-0.29337429188574,-0.0226406753649995,-0.227205617198343
1,63,"II","Yes","lalt","1","Middle","Middle","Middle Middle","male",-0.826047813452159,0.765741336126887,0.187298367152486,0.69706925600145,-0.29337429188574,-0.0226406753649995,-0.227205617198343
1,64,"II","No","lcmd","1","Index","Middle","Index Middle","male",-0.867780825821665,0.765741336126887,0.187298367152486,0.69706925600145,-0.29337429188574,-0.0226406753649995,-0.227205617198343
