"Participant","V1","Condition","Congruity","Reaction_time","Response","Correctness","Cue","Finger","FS","EC","PT","PD","SS","Gender","Age"
9,23,"II","No",0.596919870377,"lalt",1,"Middle","Index",9,19,14,9,25,1,23
9,24,"II","No",0.702826118469,"lcmd",0,"Middle","Index",9,19,14,9,25,1,23
9,25,"II","No",0.654831123352,"lcmd",1,"Index","Middle",9,19,14,9,25,1,23
9,26,"II","Yes",0.646702957153,"lalt",1,"Middle","Middle",9,19,14,9,25,1,23
9,27,"II","Yes",0.414421987534,"lcmd",1,"Index","Index",9,19,14,9,25,1,23
9,28,"II","No",0.607159090042,"lcmd",1,"Index","Middle",9,19,14,9,25,1,23
9,29,"II","No",0.578554010391,"lalt",1,"Middle","Index",9,19,14,9,25,1,23
9,30,"II","Yes",0.522727823257,"lcmd",1,"Index","Index",9,19,14,9,25,1,23
9,31,"II","Yes",0.427361822128,"lalt",1,"Middle","Middle",9,19,14,9,25,1,23
9,32,"II","No",1.12231206894,"lalt",1,"Middle","Index",9,19,14,9,25,1,23
9,33,"II","No",0.555067014694,"lcmd",1,"Index","Middle",9,19,14,9,25,1,23
9,34,"II","Yes",0.64408788681,"lcmd",1,"Index","Index",9,19,14,9,25,1,23
9,35,"II","Yes",0.590035104752,"lalt",1,"Middle","Middle",9,19,14,9,25,1,23
9,36,"II","No",0.595837974548,"lalt",1,"Middle","Index",9,19,14,9,25,1,23
9,37,"II","No",0.485212945938,"lcmd",1,"Index","Middle",9,19,14,9,25,1,23
9,38,"II","Yes",0.419280052185,"lcmd",1,"Index","Index",9,19,14,9,25,1,23
9,39,"II","Yes",0.639581108093,"lalt",1,"Middle","Middle",9,19,14,9,25,1,23
9,40,"II","No",0.557845067978,"lcmd",0,"Middle","Index",9,19,14,9,25,1,23
9,41,"II","No",0.61616897583,"lcmd",1,"Index","Middle",9,19,14,9,25,1,23
9,42,"II","Yes",0.702845859528,"lcmd",1,"Index","Index",9,19,14,9,25,1,23
9,43,"II","Yes",0.423604106903,"lalt",1,"Middle","Middle",9,19,14,9,25,1,23
9,44,"II","Yes",0.882729959488,"lalt",1,"Middle","Middle",9,19,14,9,25,1,23
9,45,"II","No",0.538669061661,"lalt",1,"Middle","Index",9,19,14,9,25,1,23
9,46,"II","No",0.726598930359,"lcmd",1,"Index","Middle",9,19,14,9,25,1,23
9,47,"II","Yes",0.621187067032,"lcmd",1,"Index","Index",9,19,14,9,25,1,23
9,48,"II","Yes",0.590547084808,"lalt",1,"Middle","Middle",9,19,14,9,25,1,23
9,49,"II","Yes",0.573620128632,"lcmd",1,"Index","Index",9,19,14,9,25,1,23
9,50,"II","No",0.820321846008,"lalt",1,"Middle","Index",9,19,14,9,25,1,23
9,51,"II","No",0.73780708313,"lcmd",1,"Index","Middle",9,19,14,9,25,1,23
9,52,"II","Yes",0.529890823364,"lcmd",1,"Index","Index",9,19,14,9,25,1,23
9,53,"II","No",0.538273096085,"lcmd",1,"Index","Middle",9,19,14,9,25,1,23
9,54,"II","Yes",0.4709441185,"lalt",1,"Middle","Middle",9,19,14,9,25,1,23
9,55,"II","No",0.527684164047,"lalt",1,"Middle","Index",9,19,14,9,25,1,23
9,56,"II","No",0.470113182068,"lalt",1,"Middle","Index",9,19,14,9,25,1,23
9,57,"II","Yes",0.491839075088,"lalt",1,"Middle","Middle",9,19,14,9,25,1,23
9,58,"II","Yes",0.836634111404,"lcmd",1,"Index","Index",9,19,14,9,25,1,23
9,59,"II","No",0.550401926041,"lcmd",1,"Index","Middle",9,19,14,9,25,1,23
9,60,"II","No",0.80482211113,"lalt",1,"Middle","Index",9,19,14,9,25,1,23
9,61,"II","Yes",0.626866960525,"lcmd",1,"Index","Index",9,19,14,9,25,1,23
9,62,"II","Yes",0.689590072632,"lalt",1,"Middle","Middle",9,19,14,9,25,1,23
9,63,"II","No",0.582315015793,"lalt",0,"Index","Middle",9,19,14,9,25,1,23
9,64,"II","Yes",0.615511894226,"lalt",1,"Middle","Middle",9,19,14,9,25,1,23
9,65,"II","No",0.647670936585,"lalt",1,"Middle","Index",9,19,14,9,25,1,23
9,66,"II","No",0.695237016678,"lcmd",1,"Index","Middle",9,19,14,9,25,1,23
9,67,"II","Yes",0.660640859604,"lcmd",1,"Index","Index",9,19,14,9,25,1,23
9,68,"II","No",0.589950847626,"lalt",1,"Middle","Index",9,19,14,9,25,1,23
9,69,"II","Yes",0.448195934296,"lcmd",1,"Index","Index",9,19,14,9,25,1,23
9,70,"II","No",1.13729691505,"lcmd",1,"Index","Middle",9,19,14,9,25,1,23
9,71,"II","Yes",0.503347110748,"lalt",1,"Middle","Middle",9,19,14,9,25,1,23
9,72,"II","No",0.517468929291,"lcmd",1,"Index","Middle",9,19,14,9,25,1,23
9,73,"II","Yes",0.522254037857,"lcmd",1,"Index","Index",9,19,14,9,25,1,23
9,74,"II","Yes",0.55467581749,"lalt",1,"Middle","Middle",9,19,14,9,25,1,23
9,75,"II","No",0.89291806221,"lalt",1,"Middle","Index",9,19,14,9,25,1,23
9,76,"II","Yes",0.541473960876,"lalt",1,"Middle","Middle",9,19,14,9,25,1,23
9,77,"II","No",0.563721942902,"lalt",1,"Middle","Index",9,19,14,9,25,1,23
9,78,"II","No",0.947066879272,"lcmd",1,"Index","Middle",9,19,14,9,25,1,23
9,79,"II","Yes",0.823151063919,"lcmd",1,"Index","Index",9,19,14,9,25,1,23
10,0,"IT","Yes",-19.8176210403,"lcmd",1,"Index","Index",9,10,22,3,27,1,25
10,1,"IT","No",-2.32738900185,"lalt",1,"Middle","Index",9,10,22,3,27,1,25
10,2,"IT","Yes",0.538255023956,"lalt",1,"Middle","Middle",9,10,22,3,27,1,25
10,3,"IT","No",0.602737808228,"lcmd",1,"Index","Middle",9,10,22,3,27,1,25
10,4,"IT","Yes",0.435001945496,"lalt",1,"Middle","Middle",9,10,22,3,27,1,25
10,5,"IT","No",0.65560092926,"lalt",1,"Middle","Index",9,10,22,3,27,1,25
10,6,"IT","Yes",0.75495595932,"lcmd",1,"Index","Index",9,10,22,3,27,1,25
10,7,"IT","No",0.87269487381,"lcmd",1,"Index","Middle",9,10,22,3,27,1,25
10,8,"IT","Yes",0.81733789444,"lalt",1,"Middle","Middle",9,10,22,3,27,1,25
10,9,"IT","No",0.563490009308,"lcmd",1,"Index","Middle",9,10,22,3,27,1,25
10,10,"IT","Yes",0.544661903381,"lcmd",1,"Index","Index",9,10,22,3,27,1,25
10,11,"IT","No",0.801114845276,"lcmd",0,"Middle","Index",9,10,22,3,27,1,25
10,12,"IT","Yes",-3.05124807358,"lalt",0,"Index","Index",9,10,22,3,27,1,25
10,13,"IT","No",0.569420051575,"lalt",1,"Middle","Index",9,10,22,3,27,1,25
10,14,"IT","Yes",0.431835985184,"lalt",1,"Middle","Middle",9,10,22,3,27,1,25
10,15,"IT","No",1.00986499786,"lcmd",1,"Index","Middle",9,10,22,3,27,1,25
10,16,"IT","Yes",0.508262014389,"lalt",1,"Middle","Middle",9,10,22,3,27,1,25
10,17,"IT","No",0.596117162704,"lalt",1,"Middle","Index",9,10,22,3,27,1,25
10,18,"IT","Yes",0.828929948807,"lalt",0,"Index","Index",9,10,22,3,27,1,25
10,19,"IT","No",0.892513036728,"lcmd",1,"Index","Middle",9,10,22,3,27,1,25
10,20,"IT","No",0.50677113533,"lalt",1,"Middle","Index",9,10,22,3,27,1,25
10,21,"IT","Yes",0.517814970017,"lalt",1,"Middle","Middle",9,10,22,3,27,1,25
10,22,"IT","No",0.439285898209,"lcmd",1,"Index","Middle",9,10,22,3,27,1,25
10,23,"IT","Yes",1.21917285919,"lcmd",1,"Index","Index",9,10,22,3,27,1,25
10,24,"IT","Yes",0.503845787048,"lcmd",1,"Index","Index",9,10,22,3,27,1,25
10,25,"IT","Yes",0.324740028381,"lalt",1,"Middle","Middle",9,10,22,3,27,1,25
10,26,"IT","No",0.409297132492,"lcmd",1,"Index","Middle",9,10,22,3,27,1,25
10,27,"IT","No",0.941852903366,"lalt",1,"Middle","Index",9,10,22,3,27,1,25
10,28,"IT","Yes",0.602956056595,"lalt",1,"Middle","Middle",9,10,22,3,27,1,25
10,29,"IT","Yes",0.297276210785,"lcmd",1,"Index","Index",9,10,22,3,27,1,25
10,30,"IT","No",1.01338310242,"lalt",1,"Middle","Index",9,10,22,3,27,1,25
10,31,"IT","No",0.838126993179,"lcmd",1,"Index","Middle",9,10,22,3,27,1,25
10,32,"IT","Yes",0.501468133926,"lcmd",1,"Index","Index",9,10,22,3,27,1,25
10,33,"IT","No",0.578351926804,"lcmd",1,"Index","Middle",9,10,22,3,27,1,25
10,34,"IT","Yes",0.363965892792,"lalt",1,"Middle","Middle",9,10,22,3,27,1,25
10,35,"IT","No",0.497636175156,"lalt",1,"Middle","Index",9,10,22,3,27,1,25
10,36,"IT","Yes",0.499130821228,"lalt",1,"Middle","Middle",9,10,22,3,27,1,25
10,37,"IT","No",0.497616147995,"lalt",1,"Middle","Index",9,10,22,3,27,1,25
10,38,"IT","Yes",0.388931035995,"lcmd",1,"Index","Index",9,10,22,3,27,1,25
10,39,"IT","No",0.465843057632,"lcmd",1,"Index","Middle",9,10,22,3,27,1,25
10,40,"IT","Yes",0.468201112747,"lcmd",1,"Index","Index",9,10,22,3,27,1,25
10,41,"IT","No",0.475980091095,"lcmd",1,"Index","Middle",9,10,22,3,27,1,25
10,42,"IT","Yes",0.390480804443,"lalt",1,"Middle","Middle",9,10,22,3,27,1,25
10,43,"IT","No",0.601534128189,"lalt",1,"Middle","Index",9,10,22,3,27,1,25
10,44,"IT","Yes",0.45913901329,"lalt",1,"Middle","Middle",9,10,22,3,27,1,25
10,45,"IT","No",0.281054115295,"lcmd",0,"Middle","Index",9,10,22,3,27,1,25
10,46,"IT","Yes",0.443634128571,"lcmd",1,"Index","Index",9,10,22,3,27,1,25
10,47,"IT","No",1.12573409081,"lcmd",1,"Index","Middle",9,10,22,3,27,1,25
10,48,"IT","Yes",0.518866825104,"lalt",1,"Middle","Middle",9,10,22,3,27,1,25
10,49,"IT","Yes",0.543852996826,"lcmd",1,"Index","Index",9,10,22,3,27,1,25
10,50,"IT","No",0.493890047073,"lalt",1,"Middle","Index",9,10,22,3,27,1,25
10,51,"IT","No",0.641805124283,"lcmd",1,"Index","Middle",9,10,22,3,27,1,25
10,52,"IT","Yes",0.517194843292,"lalt",1,"Middle","Middle",9,10,22,3,27,1,25
10,53,"IT","No",0.58593416214,"lcmd",1,"Index","Middle",9,10,22,3,27,1,25
10,54,"IT","Yes",0.465838098526,"lcmd",1,"Index","Index",9,10,22,3,27,1,25
10,55,"IT","No",0.718247127533,"lalt",1,"Middle","Index",9,10,22,3,27,1,25
10,56,"IT","Yes",0.48397102356,"lalt",1,"Middle","Middle",9,10,22,3,27,1,25
10,57,"IT","No",0.521093893051,"lalt",1,"Middle","Index",9,10,22,3,27,1,25
10,58,"IT","Yes",0.476795959473,"lcmd",1,"Index","Index",9,10,22,3,27,1,25
10,59,"IT","No",0.495831012726,"lcmd",1,"Index","Middle",9,10,22,3,27,1,25
10,60,"IT","Yes",0.480675077438,"lcmd",1,"Index","Index",9,10,22,3,27,1,25
10,61,"IT","No",0.58120803833,"lcmd",1,"Index","Middle",9,10,22,3,27,1,25
10,62,"IT","Yes",0.505328893661,"lalt",1,"Middle","Middle",9,10,22,3,27,1,25
10,63,"IT","No",0.577705001831,"lalt",1,"Middle","Index",9,10,22,3,27,1,25
10,64,"IT","Yes",0.466533088684,"lcmd",1,"Index","Index",9,10,22,3,27,1,25
10,65,"IT","No",0.440215015411,"lalt",1,"Middle","Index",9,10,22,3,27,1,25
10,66,"IT","Yes",0.454957771301,"lalt",1,"Middle","Middle",9,10,22,3,27,1,25
10,67,"IT","No",0.367905950546,"lcmd",1,"Index","Middle",9,10,22,3,27,1,25
10,68,"IT","Yes",0.511870098114,"lcmd",1,"Index","Index",9,10,22,3,27,1,25
10,69,"IT","No",0.565057182312,"lcmd",1,"Index","Middle",9,10,22,3,27,1,25
10,70,"IT","No",0.460816812515,"lalt",1,"Middle","Index",9,10,22,3,27,1,25
10,71,"IT","Yes",0.454752874374,"lalt",1,"Middle","Middle",9,10,22,3,27,1,25
10,72,"IT","Yes",0.384194040298,"lcmd",1,"Index","Index",9,10,22,3,27,1,25
10,73,"IT","Yes",0.378222799301,"lalt",1,"Middle","Middle",9,10,22,3,27,1,25
10,74,"IT","No",0.490377044678,"lalt",1,"Middle","Index",9,10,22,3,27,1,25
10,75,"IT","No",0.455081892014,"lcmd",1,"Index","Middle",9,10,22,3,27,1,25
10,76,"IT","No",0.474926996231,"lcmd",1,"Index","Middle",9,10,22,3,27,1,25
10,77,"IT","No",0.490378189087,"lalt",1,"Middle","Index",9,10,22,3,27,1,25
10,78,"IT","Yes",0.478513145447,"lalt",1,"Middle","Middle",9,10,22,3,27,1,25
10,79,"IT","Yes",0.452553939819,"lcmd",1,"Index","Index",9,10,22,3,27,1,25
11,0,"II","Yes",-15.560999918,"lcmd",1,"Index","Index",24,23,23,5,32,1,22
11,1,"II","Yes",0.417090082169,"lalt",1,"Middle","Middle",24,23,23,5,32,1,22
11,2,"II","No",0.418905067444,"lcmd",1,"Index","Middle",24,23,23,5,32,1,22
11,3,"II","No",0.810398197174,"lalt",1,"Middle","Index",24,23,23,5,32,1,22
11,4,"II","No",0.482468938828,"lalt",1,"Middle","Index",24,23,23,5,32,1,22
11,5,"II","Yes",0.418761873245,"lalt",1,"Middle","Middle",24,23,23,5,32,1,22
11,6,"II","Yes",0.485124874115,"lcmd",1,"Index","Index",24,23,23,5,32,1,22
11,7,"II","No",0.414552974701,"lcmd",1,"Index","Middle",24,23,23,5,32,1,22
11,8,"II","No",0.64143705368,"lalt",1,"Middle","Index",24,23,23,5,32,1,22
11,9,"II","No",0.532242965698,"lcmd",1,"Index","Middle",24,23,23,5,32,1,22
11,10,"II","Yes",0.446791982651,"lalt",1,"Middle","Middle",24,23,23,5,32,1,22
11,11,"II","Yes",0.481585931778,"lcmd",1,"Index","Index",24,23,23,5,32,1,22
11,12,"II","Yes",0.483863973618,"lalt",1,"Middle","Middle",24,23,23,5,32,1,22
11,13,"II","No",0.480431938171,"lcmd",1,"Index","Middle",24,23,23,5,32,1,22
11,14,"II","Yes",0.562961149216,"lcmd",1,"Index","Index",24,23,23,5,32,1,22
11,15,"II","No",0.551066970825,"lalt",1,"Middle","Index",24,23,23,5,32,1,22
11,16,"II","Yes",0.500108003616,"lalt",1,"Middle","Middle",24,23,23,5,32,1,22
11,17,"II","No",0.371468019485,"lcmd",1,"Index","Middle",24,23,23,5,32,1,22
11,18,"II","No",0.378004932404,"lalt",1,"Middle","Index",24,23,23,5,32,1,22
11,19,"II","Yes",0.503340864181,"lalt",0,"Index","Index",24,23,23,5,32,1,22
11,20,"II","Yes",0.406885147095,"lalt",1,"Middle","Middle",24,23,23,5,32,1,22
11,21,"II","No",0.48388504982,"lalt",1,"Middle","Index",24,23,23,5,32,1,22
11,22,"II","Yes",0.605209970474,"lcmd",1,"Index","Index",24,23,23,5,32,1,22
11,23,"II","No",0.580994129181,"lcmd",1,"Index","Middle",24,23,23,5,32,1,22
11,24,"II","No",0.552406978607,"lcmd",1,"Index","Middle",24,23,23,5,32,1,22
11,25,"II","No",0.39012093544,"lalt",1,"Middle","Index",24,23,23,5,32,1,22
11,26,"II","Yes",0.355231904983,"lalt",1,"Middle","Middle",24,23,23,5,32,1,22
11,27,"II","Yes",0.3968791008,"lcmd",1,"Index","Index",24,23,23,5,32,1,22
11,28,"II","No",0.431003046036,"lalt",1,"Middle","Index",24,23,23,5,32,1,22
11,29,"II","Yes",0.49528002739,"lcmd",1,"Index","Index",24,23,23,5,32,1,22
11,30,"II","No",0.458453083038,"lcmd",1,"Index","Middle",24,23,23,5,32,1,22
11,31,"II","Yes",0.483739089966,"lalt",1,"Middle","Middle",24,23,23,5,32,1,22
11,32,"II","No",0.532094812393,"lcmd",1,"Index","Middle",24,23,23,5,32,1,22
11,33,"II","No",0.346851015091,"lalt",1,"Middle","Index",24,23,23,5,32,1,22
11,34,"II","Yes",0.520909070969,"lcmd",1,"Index","Index",24,23,23,5,32,1,22
11,35,"II","Yes",0.387201976776,"lalt",1,"Middle","Middle",24,23,23,5,32,1,22
11,36,"II","Yes",0.338282966614,"lalt",1,"Middle","Middle",24,23,23,5,32,1,22
11,37,"II","Yes",0.363606023788,"lcmd",1,"Index","Index",24,23,23,5,32,1,22
11,38,"II","No",0.355555915832,"lcmd",1,"Index","Middle",24,23,23,5,32,1,22
11,39,"II","No",0.34356803894,"lalt",1,"Middle","Index",24,23,23,5,32,1,22
11,40,"II","Yes",0.480731153488,"lcmd",1,"Index","Index",24,23,23,5,32,1,22
11,41,"II","No",0.404260110855,"lalt",1,"Middle","Index",24,23,23,5,32,1,22
11,42,"II","Yes",0.500557994843,"lalt",1,"Middle","Middle",24,23,23,5,32,1,22
11,43,"II","No",0.520134067535,"lcmd",1,"Index","Middle",24,23,23,5,32,1,22
11,44,"II","Yes",0.417762088776,"lcmd",1,"Index","Index",24,23,23,5,32,1,22
11,45,"II","Yes",0.376045084,"lalt",1,"Middle","Middle",24,23,23,5,32,1,22
11,46,"II","No",0.540658903122,"lcmd",1,"Index","Middle",24,23,23,5,32,1,22
11,47,"II","No",0.395896148682,"lalt",1,"Middle","Index",24,23,23,5,32,1,22
11,48,"II","No",0.523959159851,"lcmd",1,"Index","Middle",24,23,23,5,32,1,22
11,49,"II","Yes",0.61407995224,"lcmd",1,"Index","Index",24,23,23,5,32,1,22
11,50,"II","Yes",0.428119087219,"lalt",1,"Middle","Middle",24,23,23,5,32,1,22
11,51,"II","No",0.638512086868,"lalt",1,"Middle","Index",24,23,23,5,32,1,22
11,52,"II","Yes",0.385656118393,"lcmd",1,"Index","Index",24,23,23,5,32,1,22
11,53,"II","No",0.473468160629,"lcmd",1,"Index","Middle",24,23,23,5,32,1,22
11,54,"II","Yes",0.520588064194,"lalt",1,"Middle","Middle",24,23,23,5,32,1,22
11,55,"II","No",0.579095983505,"lalt",1,"Middle","Index",24,23,23,5,32,1,22
11,56,"II","Yes",0.57675614357,"lalt",1,"Middle","Middle",24,23,23,5,32,1,22
11,57,"II","Yes",0.451817178726,"lcmd",1,"Index","Index",24,23,23,5,32,1,22
11,58,"II","No",0.424398088455,"lcmd",1,"Index","Middle",24,23,23,5,32,1,22
11,59,"II","No",0.471092176437,"lalt",1,"Middle","Index",24,23,23,5,32,1,22
11,60,"II","No",0.487928056717,"lcmd",1,"Index","Middle",24,23,23,5,32,1,22
11,61,"II","Yes",0.467592048645,"lcmd",1,"Index","Index",24,23,23,5,32,1,22
11,62,"II","No",0.390245008469,"lalt",1,"Middle","Index",24,23,23,5,32,1,22
11,63,"II","Yes",0.486247110367,"lalt",1,"Middle","Middle",24,23,23,5,32,1,22
11,64,"II","No",0.500995874405,"lcmd",1,"Index","Middle",24,23,23,5,32,1,22
11,65,"II","Yes",0.405493068695,"lcmd",1,"Index","Index",24,23,23,5,32,1,22
11,66,"II","Yes",0.441735029221,"lalt",1,"Middle","Middle",24,23,23,5,32,1,22
11,67,"II","No",0.338165092468,"lalt",1,"Middle","Index",24,23,23,5,32,1,22
11,68,"II","No",0.469910097122,"lalt",1,"Middle","Index",24,23,23,5,32,1,22
11,69,"II","No",0.472964191437,"lcmd",1,"Index","Middle",24,23,23,5,32,1,22
11,70,"II","Yes",0.463406801224,"lalt",1,"Middle","Middle",24,23,23,5,32,1,22
11,71,"II","Yes",0.397113847732,"lcmd",1,"Index","Index",24,23,23,5,32,1,22
11,72,"II","Yes",0.51862783432,"lcmd",1,"Index","Index",24,23,23,5,32,1,22
11,73,"II","No",0.6009370327,"lalt",1,"Middle","Index",24,23,23,5,32,1,22
11,74,"II","No",0.541329908371,"lcmd",1,"Index","Middle",24,23,23,5,32,1,22
11,75,"II","Yes",0.415494060516,"lalt",1,"Middle","Middle",24,23,23,5,32,1,22
11,76,"II","Yes",0.710906028748,"lalt",1,"Middle","Middle",24,23,23,5,32,1,22
11,77,"II","No",0.417623186111,"lalt",1,"Middle","Index",24,23,23,5,32,1,22
11,78,"II","No",0.448678922653,"lcmd",1,"Index","Middle",24,23,23,5,32,1,22
11,79,"II","Yes",0.519240808487,"lcmd",1,"Index","Index",24,23,23,5,32,1,22
12,0,"IT","Yes",-11.8052340031,"lalt",1,"Middle","Middle",18,17,18,17,27,0,20
12,1,"IT","Yes",0.493166971207,"lcmd",1,"Index","Index",18,17,18,17,27,0,20
12,2,"IT","No",0.429514884949,"lalt",1,"Middle","Index",18,17,18,17,27,0,20
12,3,"IT","No",0.570234870911,"lcmd",1,"Index","Middle",18,17,18,17,27,0,20
12,4,"IT","No",0.511541938782,"lalt",1,"Middle","Index",18,17,18,17,27,0,20
12,5,"IT","No",0.732920980454,"lcmd",1,"Index","Middle",18,17,18,17,27,0,20
12,6,"IT","Yes",0.476627063751,"lalt",1,"Middle","Middle",18,17,18,17,27,0,20
12,7,"IT","Yes",0.514590835571,"lcmd",1,"Index","Index",18,17,18,17,27,0,20
12,8,"IT","No",0.496834993362,"lcmd",1,"Index","Middle",18,17,18,17,27,0,20
12,9,"IT","Yes",0.424460983276,"lalt",1,"Middle","Middle",18,17,18,17,27,0,20
12,10,"IT","Yes",0.56075387001,"lcmd",1,"Index","Index",18,17,18,17,27,0,20
12,11,"IT","No",0.465808916092,"lalt",1,"Middle","Index",18,17,18,17,27,0,20
12,12,"IT","No",0.470874071121,"lalt",1,"Middle","Index",18,17,18,17,27,0,20
12,13,"IT","No",0.453535890579,"lcmd",1,"Index","Middle",18,17,18,17,27,0,20
12,14,"IT","Yes",0.510785913467,"lalt",1,"Middle","Middle",18,17,18,17,27,0,20
12,15,"IT","Yes",0.489460086823,"lcmd",1,"Index","Index",18,17,18,17,27,0,20
12,16,"IT","No",0.444134950638,"lalt",1,"Middle","Index",18,17,18,17,27,0,20
12,17,"IT","Yes",0.470944166183,"lcmd",1,"Index","Index",18,17,18,17,27,0,20
12,18,"IT","Yes",0.406889867783,"lalt",1,"Middle","Middle",18,17,18,17,27,0,20
12,19,"IT","No",0.406895065308,"lcmd",1,"Index","Middle",18,17,18,17,27,0,20
12,20,"IT","Yes",0.421157979965,"lalt",1,"Middle","Middle",18,17,18,17,27,0,20
12,21,"IT","Yes",0.519424057007,"lcmd",1,"Index","Index",18,17,18,17,27,0,20
12,22,"IT","No",0.489116001129,"lalt",1,"Middle","Index",18,17,18,17,27,0,20
12,23,"IT","No",0.461016082764,"lcmd",1,"Index","Middle",18,17,18,17,27,0,20
12,24,"IT","No",0.50994887352,"lcmd",1,"Index","Middle",18,17,18,17,27,0,20
12,25,"IT","Yes",0.447296094894,"lalt",1,"Middle","Middle",18,17,18,17,27,0,20
12,26,"IT","No",0.485746192932,"lalt",1,"Middle","Index",18,17,18,17,27,0,20
12,27,"IT","Yes",0.476381015778,"lcmd",1,"Index","Index",18,17,18,17,27,0,20
12,28,"IT","Yes",0.418773889542,"lcmd",1,"Index","Index",18,17,18,17,27,0,20
12,29,"IT","No",0.466472101212,"lcmd",1,"Index","Middle",18,17,18,17,27,0,20
12,30,"IT","No",0.392047119141,"lalt",1,"Middle","Index",18,17,18,17,27,0,20
12,31,"IT","Yes",0.409060049057,"lcmd",0,"Middle","Middle",18,17,18,17,27,0,20
12,32,"IT","No",0.535785150528,"lcmd",1,"Index","Middle",18,17,18,17,27,0,20
12,33,"IT","Yes",0.515188980102,"lcmd",1,"Index","Index",18,17,18,17,27,0,20
12,34,"IT","Yes",0.450520086288,"lalt",1,"Middle","Middle",18,17,18,17,27,0,20
12,35,"IT","No",0.517469072342,"lalt",1,"Middle","Index",18,17,18,17,27,0,20
12,36,"IT","No",0.540335941315,"lcmd",1,"Index","Middle",18,17,18,17,27,0,20
12,37,"IT","No",0.528491020203,"lalt",1,"Middle","Index",18,17,18,17,27,0,20
12,38,"IT","Yes",0.514304971695,"lalt",1,"Middle","Middle",18,17,18,17,27,0,20
12,39,"IT","Yes",0.415154933929,"lcmd",1,"Index","Index",18,17,18,17,27,0,20
12,40,"IT","Yes",0.529552221298,"lcmd",1,"Index","Index",18,17,18,17,27,0,20
12,41,"IT","No",0.563601207733,"lcmd",1,"Index","Middle",18,17,18,17,27,0,20
12,42,"IT","Yes",0.426062011719,"lalt",1,"Middle","Middle",18,17,18,17,27,0,20
12,43,"IT","No",0.512354803085,"lalt",1,"Middle","Index",18,17,18,17,27,0,20
12,44,"IT","Yes",0.617863988876,"lcmd",1,"Index","Index",18,17,18,17,27,0,20
12,45,"IT","No",0.483527851105,"lcmd",1,"Index","Middle",18,17,18,17,27,0,20
12,46,"IT","No",0.496869850159,"lalt",1,"Middle","Index",18,17,18,17,27,0,20
12,47,"IT","Yes",0.484337043762,"lalt",1,"Middle","Middle",18,17,18,17,27,0,20
12,48,"IT","Yes",0.517033004761,"lalt",1,"Middle","Middle",18,17,18,17,27,0,20
12,49,"IT","Yes",0.579361820221,"lcmd",1,"Index","Index",18,17,18,17,27,0,20
12,50,"IT","No",0.505263853073,"lalt",1,"Middle","Index",18,17,18,17,27,0,20
12,51,"IT","No",0.620429134369,"lcmd",1,"Index","Middle",18,17,18,17,27,0,20
12,52,"IT","Yes",0.681256961823,"lcmd",1,"Index","Index",18,17,18,17,27,0,20
12,53,"IT","No",0.51188416481,"lalt",1,"Middle","Index",18,17,18,17,27,0,20
12,54,"IT","Yes",0.45449590683,"lalt",1,"Middle","Middle",18,17,18,17,27,0,20
12,55,"IT","No",0.537848949432,"lcmd",1,"Index","Middle",18,17,18,17,27,0,20
12,56,"IT","No",0.487100076675,"lcmd",1,"Index","Middle",18,17,18,17,27,0,20
12,57,"IT","Yes",0.753266954422,"lcmd",1,"Index","Index",18,17,18,17,27,0,20
12,58,"IT","No",0.48842291832,"lalt",1,"Middle","Index",18,17,18,17,27,0,20
12,59,"IT","Yes",0.478906011581,"lalt",1,"Middle","Middle",18,17,18,17,27,0,20
12,60,"IT","No",0.510929012299,"lcmd",1,"Index","Middle",18,17,18,17,27,0,20
12,61,"IT","Yes",0.917764997482,"lcmd",1,"Index","Index",18,17,18,17,27,0,20
12,62,"IT","No",0.498352146149,"lalt",1,"Middle","Index",18,17,18,17,27,0,20
12,63,"IT","Yes",0.523259973526,"lalt",1,"Middle","Middle",18,17,18,17,27,0,20
12,64,"IT","Yes",0.433715963364,"lcmd",1,"Index","Index",18,17,18,17,27,0,20
12,65,"IT","Yes",0.390530014038,"lalt",1,"Middle","Middle",18,17,18,17,27,0,20
12,66,"IT","No",0.562246894836,"lalt",1,"Middle","Index",18,17,18,17,27,0,20
12,67,"IT","No",0.482395887375,"lalt",0,"Index","Middle",18,17,18,17,27,0,20
12,68,"IT","Yes",0.587912034988,"lalt",1,"Middle","Middle",18,17,18,17,27,0,20
12,69,"IT","No",0.523349952698,"lalt",1,"Middle","Index",18,17,18,17,27,0,20
12,70,"IT","Yes",0.675294971466,"lcmd",1,"Index","Index",18,17,18,17,27,0,20
12,71,"IT","No",0.582375097275,"lcmd",1,"Index","Middle",18,17,18,17,27,0,20
12,72,"IT","No",0.586607885361,"lcmd",1,"Index","Middle",18,17,18,17,27,0,20
12,73,"IT","Yes",0.53675198555,"lalt",1,"Middle","Middle",18,17,18,17,27,0,20
12,74,"IT","Yes",0.538757896423,"lcmd",1,"Index","Index",18,17,18,17,27,0,20
12,75,"IT","No",0.436298131943,"lalt",1,"Middle","Index",18,17,18,17,27,0,20
12,76,"IT","Yes",0.513644838333,"lalt",1,"Middle","Middle",18,17,18,17,27,0,20
12,77,"IT","No",0.550382089615,"lalt",1,"Middle","Index",18,17,18,17,27,0,20
12,78,"IT","No",0.499681997299,"lcmd",1,"Index","Middle",18,17,18,17,27,0,20
