"Participant","V1","Condition","Congruity","Reaction_time","Response","Correctness","Cue","Finger","FS","EC","PT","PD","SS","Gender","Age"
4,48,"IT","Yes",0.411139822006,"lcmd",1,"Index","Index",21,24,7,6,25,0,24
4,49,"IT","No",0.609033918381,"lalt",1,"Middle","Index",21,24,7,6,25,0,24
4,50,"IT","Yes",0.476639986038,"lalt",1,"Middle","Middle",21,24,7,6,25,0,24
4,51,"IT","No",0.824548053741,"lcmd",1,"Index","Middle",21,24,7,6,25,0,24
4,52,"IT","Yes",0.628116226196,"lalt",1,"Middle","Middle",21,24,7,6,25,0,24
4,53,"IT","No",0.872070026398,"lalt",1,"Middle","Index",21,24,7,6,25,0,24
4,54,"IT","No",0.483764028549,"lalt",0,"Index","Middle",21,24,7,6,25,0,24
4,55,"IT","Yes",0.612440061569,"lcmd",1,"Index","Index",21,24,7,6,25,0,24
4,56,"IT","No",0.539066839218,"lcmd",1,"Index","Middle",21,24,7,6,25,0,24
4,57,"IT","Yes",0.774739074707,"lalt",1,"Middle","Middle",21,24,7,6,25,0,24
4,58,"IT","Yes",0.607170057297,"lcmd",1,"Index","Index",21,24,7,6,25,0,24
4,59,"IT","No",0.578768777847,"lalt",1,"Middle","Index",21,24,7,6,25,0,24
4,60,"IT","No",0.659250116348,"lalt",1,"Middle","Index",21,24,7,6,25,0,24
4,61,"IT","No",-1.36067404747,"lalt",0,"Index","Middle",21,24,7,6,25,0,24
4,62,"IT","Yes",0.684484148025,"lalt",1,"Middle","Middle",21,24,7,6,25,0,24
4,63,"IT","Yes",0.612790870666,"lcmd",1,"Index","Index",21,24,7,6,25,0,24
4,64,"IT","Yes",0.49391503334,"lalt",1,"Middle","Middle",21,24,7,6,25,0,24
4,65,"IT","No",0.591008996964,"lcmd",1,"Index","Middle",21,24,7,6,25,0,24
4,66,"IT","No",0.588618040085,"lalt",1,"Middle","Index",21,24,7,6,25,0,24
4,67,"IT","Yes",0.569777965546,"lcmd",1,"Index","Index",21,24,7,6,25,0,24
4,68,"IT","Yes",0.45628490448,"lalt",1,"Middle","Middle",21,24,7,6,25,0,24
4,69,"IT","No",0.501703977585,"lcmd",0,"Middle","Index",21,24,7,6,25,0,24
4,70,"IT","Yes",0.665544080734,"lcmd",1,"Index","Index",21,24,7,6,25,0,24
4,71,"IT","No",0.468155956268,"lcmd",1,"Index","Middle",21,24,7,6,25,0,24
4,72,"IT","No",0.784663009644,"lalt",1,"Middle","Index",21,24,7,6,25,0,24
4,73,"IT","No",0.934795093536,"lcmd",1,"Index","Middle",21,24,7,6,25,0,24
4,74,"IT","Yes",0.495615959167,"lalt",1,"Middle","Middle",21,24,7,6,25,0,24
4,75,"IT","Yes",0.463847017288,"lcmd",1,"Index","Index",21,24,7,6,25,0,24
4,76,"IT","No",0.523994874954,"lcmd",1,"Index","Middle",21,24,7,6,25,0,24
4,77,"IT","No",0.527696084976,"lalt",1,"Middle","Index",21,24,7,6,25,0,24
4,78,"IT","Yes",0.535751104355,"lcmd",1,"Index","Index",21,24,7,6,25,0,24
4,79,"IT","Yes",0.438240194321,"lalt",1,"Middle","Middle",21,24,7,6,25,0,24
5,0,"II","No",-9.45241484642,"lcmd",0,"Middle","Index",24,26,15,22,33,0,23
5,1,"II","Yes",0.416017055511,"lcmd",1,"Index","Index",24,26,15,22,33,0,23
5,2,"II","Yes",0.550906038284,"lalt",1,"Middle","Middle",24,26,15,22,33,0,23
5,3,"II","No",0.605326843262,"lcmd",1,"Index","Middle",24,26,15,22,33,0,23
5,4,"II","Yes",0.589470005035,"lcmd",1,"Index","Index",24,26,15,22,33,0,23
5,5,"II","Yes",0.43673787117,"lalt",1,"Middle","Middle",24,26,15,22,33,0,23
5,6,"II","No",0.4771089077,"lcmd",1,"Index","Middle",24,26,15,22,33,0,23
5,7,"II","No",0.514144039154,"lalt",1,"Middle","Index",24,26,15,22,33,0,23
5,8,"II","Yes",0.724733972549,"lalt",1,"Middle","Middle",24,26,15,22,33,0,23
5,9,"II","No",0.500208044052,"lalt",1,"Middle","Index",24,26,15,22,33,0,23
5,10,"II","Yes",0.726774787903,"lcmd",1,"Index","Index",24,26,15,22,33,0,23
5,11,"II","No",0.543693161011,"lcmd",1,"Index","Middle",24,26,15,22,33,0,23
5,12,"II","Yes",0.455032110214,"lalt",1,"Middle","Middle",24,26,15,22,33,0,23
5,13,"II","Yes",0.555031967163,"lcmd",1,"Index","Index",24,26,15,22,33,0,23
5,14,"II","No",0.531615829468,"lalt",1,"Middle","Index",24,26,15,22,33,0,23
5,15,"II","No",0.502990055084,"lcmd",1,"Index","Middle",24,26,15,22,33,0,23
5,16,"II","Yes",0.679460000992,"lalt",1,"Middle","Middle",24,26,15,22,33,0,23
5,17,"II","No",0.719355964661,"lalt",1,"Middle","Index",24,26,15,22,33,0,23
5,18,"II","No",0.570722913742,"lcmd",1,"Index","Middle",24,26,15,22,33,0,23
5,19,"II","Yes",0.613933038712,"lcmd",1,"Index","Index",24,26,15,22,33,0,23
5,20,"II","No",0.46792678833,"lcmd",1,"Index","Middle",24,26,15,22,33,0,23
5,21,"II","No",0.504714107513,"lalt",1,"Middle","Index",24,26,15,22,33,0,23
5,22,"II","Yes",0.482518005371,"lcmd",1,"Index","Index",24,26,15,22,33,0,23
5,23,"II","Yes",0.394585847855,"lcmd",0,"Middle","Middle",24,26,15,22,33,0,23
5,24,"II","No",0.612340068817,"lalt",1,"Middle","Index",24,26,15,22,33,0,23
5,25,"II","No",0.788298892975,"lcmd",1,"Index","Middle",24,26,15,22,33,0,23
5,26,"II","Yes",0.754842853546,"lcmd",1,"Index","Index",24,26,15,22,33,0,23
5,27,"II","Yes",0.364421081543,"lalt",1,"Middle","Middle",24,26,15,22,33,0,23
5,28,"II","Yes",0.756873989105,"lcmd",1,"Index","Index",24,26,15,22,33,0,23
5,29,"II","No",0.453038930893,"lcmd",1,"Index","Middle",24,26,15,22,33,0,23
5,30,"II","Yes",0.433683109283,"lalt",1,"Middle","Middle",24,26,15,22,33,0,23
5,31,"II","No",0.525533056259,"lalt",1,"Middle","Index",24,26,15,22,33,0,23
5,32,"II","Yes",0.54294500351,"lalt",1,"Middle","Middle",24,26,15,22,33,0,23
5,33,"II","No",0.656295919418,"lalt",1,"Middle","Index",24,26,15,22,33,0,23
5,34,"II","No",0.56958899498,"lalt",0,"Index","Middle",24,26,15,22,33,0,23
5,35,"II","Yes",0.537852859497,"lcmd",1,"Index","Index",24,26,15,22,33,0,23
5,36,"II","Yes",0.445989942551,"lalt",1,"Middle","Middle",24,26,15,22,33,0,23
5,37,"II","Yes",0.735424041748,"lcmd",1,"Index","Index",24,26,15,22,33,0,23
5,38,"II","No",0.667738866806,"lcmd",1,"Index","Middle",24,26,15,22,33,0,23
5,39,"II","No",0.516546010971,"lcmd",0,"Middle","Index",24,26,15,22,33,0,23
5,40,"II","Yes",0.571514940262,"lcmd",1,"Index","Index",24,26,15,22,33,0,23
5,41,"II","No",0.63997092247,"lalt",1,"Middle","Index",24,26,15,22,33,0,23
5,42,"II","Yes",0.901218128204,"lalt",1,"Middle","Middle",24,26,15,22,33,0,23
5,43,"II","No",0.591702890396,"lcmd",1,"Index","Middle",24,26,15,22,33,0,23
5,44,"II","Yes",0.460173940659,"lalt",1,"Middle","Middle",24,26,15,22,33,0,23
5,45,"II","No",0.605201101303,"lalt",1,"Middle","Index",24,26,15,22,33,0,23
5,46,"II","No",0.543300151825,"lcmd",1,"Index","Middle",24,26,15,22,33,0,23
5,47,"II","Yes",0.671085214615,"lcmd",1,"Index","Index",24,26,15,22,33,0,23
5,48,"II","Yes",0.810995006561,"lcmd",1,"Index","Index",24,26,15,22,33,0,23
5,49,"II","Yes",0.583073997498,"lalt",1,"Middle","Middle",24,26,15,22,33,0,23
5,50,"II","No",0.664554166794,"lcmd",1,"Index","Middle",24,26,15,22,33,0,23
5,51,"II","No",0.517465019226,"lalt",1,"Middle","Index",24,26,15,22,33,0,23
5,52,"II","Yes",0.547556066513,"lalt",1,"Middle","Middle",24,26,15,22,33,0,23
5,53,"II","No",0.483687973022,"lalt",1,"Middle","Index",24,26,15,22,33,0,23
5,54,"II","Yes",0.451676845551,"lcmd",1,"Index","Index",24,26,15,22,33,0,23
5,55,"II","No",0.579347896576,"lcmd",1,"Index","Middle",24,26,15,22,33,0,23
5,56,"II","Yes",0.380118942261,"lalt",1,"Middle","Middle",24,26,15,22,33,0,23
5,57,"II","No",0.520727825165,"lcmd",1,"Index","Middle",24,26,15,22,33,0,23
5,58,"II","Yes",0.530103063583,"lcmd",1,"Index","Index",24,26,15,22,33,0,23
5,59,"II","No",0.721965932846,"lalt",1,"Middle","Index",24,26,15,22,33,0,23
5,60,"II","Yes",0.515665102005,"lcmd",1,"Index","Index",24,26,15,22,33,0,23
5,61,"II","Yes",0.597930955887,"lalt",1,"Middle","Middle",24,26,15,22,33,0,23
5,62,"II","No",0.558454847336,"lalt",1,"Middle","Index",24,26,15,22,33,0,23
5,63,"II","No",0.456352043152,"lcmd",1,"Index","Middle",24,26,15,22,33,0,23
5,64,"II","No",0.569587087631,"lalt",1,"Middle","Index",24,26,15,22,33,0,23
5,65,"II","Yes",0.539462041855,"lalt",1,"Middle","Middle",24,26,15,22,33,0,23
5,66,"II","Yes",0.669972038269,"lcmd",1,"Index","Index",24,26,15,22,33,0,23
5,67,"II","No",0.602099895477,"lcmd",1,"Index","Middle",24,26,15,22,33,0,23
5,68,"II","No",0.466027927399,"lalt",1,"Middle","Index",24,26,15,22,33,0,23
5,69,"II","Yes",0.448164987564,"lcmd",1,"Index","Index",24,26,15,22,33,0,23
5,70,"II","Yes",0.553987026215,"lalt",1,"Middle","Middle",24,26,15,22,33,0,23
5,71,"II","No",0.741902065277,"lcmd",1,"Index","Middle",24,26,15,22,33,0,23
5,72,"II","Yes",0.655262851715,"lcmd",1,"Index","Index",24,26,15,22,33,0,23
5,73,"II","Yes",0.441703033447,"lalt",1,"Middle","Middle",24,26,15,22,33,0,23
5,74,"II","No",0.590039205551,"lcmd",1,"Index","Middle",24,26,15,22,33,0,23
5,75,"II","No",0.594877052307,"lalt",1,"Middle","Index",24,26,15,22,33,0,23
5,76,"II","Yes",0.454085063934,"lcmd",1,"Index","Index",24,26,15,22,33,0,23
5,77,"II","No",0.572593164444,"lalt",1,"Middle","Index",24,26,15,22,33,0,23
5,78,"II","Yes",0.453623008728,"lalt",1,"Middle","Middle",24,26,15,22,33,0,23
5,79,"II","No",0.442354822159,"lcmd",1,"Index","Middle",24,26,15,22,33,0,23
6,0,"IT","Yes",-22.5144327641,"lalt",1,"Middle","Middle",24,26,20,9,27,0,26
6,1,"IT","Yes",0.627786827087,"lcmd",1,"Index","Index",24,26,20,9,27,0,26
6,2,"IT","No",0.861942005158,"lalt",1,"Middle","Index",24,26,20,9,27,0,26
6,3,"IT","No",0.87860994339,"lcmd",1,"Index","Middle",24,26,20,9,27,0,26
6,4,"IT","Yes",1.05138201714,"lalt",1,"Middle","Middle",24,26,20,9,27,0,26
6,5,"IT","No",0.722107028961,"lalt",1,"Middle","Index",24,26,20,9,27,0,26
6,6,"IT","No",0.845351934433,"lcmd",1,"Index","Middle",24,26,20,9,27,0,26
6,7,"IT","Yes",0.679845905304,"lcmd",1,"Index","Index",24,26,20,9,27,0,26
6,8,"IT","No",0.750739192963,"lcmd",1,"Index","Middle",24,26,20,9,27,0,26
6,9,"IT","Yes",0.669591808319,"lcmd",1,"Index","Index",24,26,20,9,27,0,26
6,10,"IT","Yes",0.539804887772,"lalt",1,"Middle","Middle",24,26,20,9,27,0,26
6,11,"IT","No",0.680380105972,"lalt",1,"Middle","Index",24,26,20,9,27,0,26
6,12,"IT","Yes",0.718687057495,"lalt",1,"Middle","Middle",24,26,20,9,27,0,26
6,13,"IT","No",0.914499950409,"lcmd",1,"Index","Middle",24,26,20,9,27,0,26
6,14,"IT","No",0.725444030762,"lalt",1,"Middle","Index",24,26,20,9,27,0,26
6,15,"IT","Yes",0.867454957962,"lcmd",1,"Index","Index",24,26,20,9,27,0,26
6,16,"IT","No",0.670010995865,"lcmd",1,"Index","Middle",24,26,20,9,27,0,26
6,17,"IT","Yes",0.924514818191,"lcmd",1,"Index","Index",24,26,20,9,27,0,26
6,18,"IT","No",0.773889112472,"lalt",1,"Middle","Index",24,26,20,9,27,0,26
6,19,"IT","Yes",1.17169485092,"lalt",1,"Middle","Middle",24,26,20,9,27,0,26
6,20,"IT","Yes",0.882271051407,"lcmd",1,"Index","Index",24,26,20,9,27,0,26
6,21,"IT","No",0.680106067657,"lalt",1,"Middle","Index",24,26,20,9,27,0,26
6,22,"IT","Yes",0.651290035248,"lalt",1,"Middle","Middle",24,26,20,9,27,0,26
6,23,"IT","No",0.55286192894,"lcmd",1,"Index","Middle",24,26,20,9,27,0,26
6,24,"IT","Yes",0.654497146606,"lcmd",1,"Index","Index",24,26,20,9,27,0,26
6,25,"IT","No",0.682822084427,"lcmd",1,"Index","Middle",24,26,20,9,27,0,26
6,26,"IT","Yes",0.793391132355,"lalt",1,"Middle","Middle",24,26,20,9,27,0,26
6,27,"IT","No",0.820848989487,"lalt",1,"Middle","Index",24,26,20,9,27,0,26
6,28,"IT","Yes",0.655436038971,"lalt",1,"Middle","Middle",24,26,20,9,27,0,26
6,29,"IT","Yes",0.733319807053,"lcmd",1,"Index","Index",24,26,20,9,27,0,26
6,30,"IT","No",0.942235136032,"lalt",1,"Middle","Index",24,26,20,9,27,0,26
6,31,"IT","No",1.01695680618,"lcmd",1,"Index","Middle",24,26,20,9,27,0,26
6,32,"IT","Yes",0.614174079895,"lcmd",1,"Index","Index",24,26,20,9,27,0,26
6,33,"IT","No",0.683635902405,"lcmd",1,"Index","Middle",24,26,20,9,27,0,26
6,34,"IT","No",0.709780168533,"lalt",1,"Middle","Index",24,26,20,9,27,0,26
6,35,"IT","Yes",0.592828130722,"lalt",1,"Middle","Middle",24,26,20,9,27,0,26
6,36,"IT","No",0.529290056229,"lcmd",1,"Index","Middle",24,26,20,9,27,0,26
6,37,"IT","No",0.896328020096,"lalt",1,"Middle","Index",24,26,20,9,27,0,26
6,38,"IT","Yes",0.761110877991,"lalt",1,"Middle","Middle",24,26,20,9,27,0,26
6,39,"IT","Yes",0.672219944,"lcmd",1,"Index","Index",24,26,20,9,27,0,26
6,40,"IT","No",1.05356292725,"lcmd",1,"Index","Middle",24,26,20,9,27,0,26
6,41,"IT","No",0.65864405632,"lalt",1,"Middle","Index",24,26,20,9,27,0,26
6,42,"IT","Yes",0.925320863724,"lcmd",1,"Index","Index",24,26,20,9,27,0,26
6,43,"IT","Yes",0.880788135529,"lalt",1,"Middle","Middle",24,26,20,9,27,0,26
6,44,"IT","No",0.70102186203,"lcmd",1,"Index","Middle",24,26,20,9,27,0,26
6,45,"IT","Yes",0.796737003326,"lcmd",1,"Index","Index",24,26,20,9,27,0,26
6,46,"IT","No",0.73500084877,"lalt",1,"Middle","Index",24,26,20,9,27,0,26
6,47,"IT","Yes",0.816283130646,"lalt",1,"Middle","Middle",24,26,20,9,27,0,26
6,48,"IT","Yes",0.787485122681,"lcmd",1,"Index","Index",24,26,20,9,27,0,26
6,49,"IT","Yes",0.70817489624,"lalt",1,"Middle","Middle",24,26,20,9,27,0,26
6,50,"IT","No",0.7135160923,"lalt",1,"Middle","Index",24,26,20,9,27,0,26
6,51,"IT","No",1.11061682701,"lcmd",1,"Index","Middle",24,26,20,9,27,0,26
6,52,"IT","No",0.683396053314,"lcmd",1,"Index","Middle",24,26,20,9,27,0,26
6,53,"IT","Yes",0.428279924393,"lalt",1,"Middle","Middle",24,26,20,9,27,0,26
6,54,"IT","Yes",0.676131010056,"lcmd",1,"Index","Index",24,26,20,9,27,0,26
6,55,"IT","No",0.642267799377,"lalt",1,"Middle","Index",24,26,20,9,27,0,26
6,56,"IT","Yes",0.577867078781,"lalt",1,"Middle","Middle",24,26,20,9,27,0,26
6,57,"IT","No",0.852894973755,"lcmd",1,"Index","Middle",24,26,20,9,27,0,26
6,58,"IT","No",0.587409973145,"lalt",1,"Middle","Index",24,26,20,9,27,0,26
6,59,"IT","Yes",1.15613203049,"lcmd",1,"Index","Index",24,26,20,9,27,0,26
6,60,"IT","No",0.616560983658,"lcmd",1,"Index","Middle",24,26,20,9,27,0,26
6,61,"IT","No",0.603490924835,"lalt",1,"Middle","Index",24,26,20,9,27,0,26
6,62,"IT","Yes",0.634026002884,"lalt",1,"Middle","Middle",24,26,20,9,27,0,26
6,63,"IT","Yes",0.674777936935,"lcmd",1,"Index","Index",24,26,20,9,27,0,26
6,64,"IT","Yes",0.834893989563,"lcmd",1,"Index","Index",24,26,20,9,27,0,26
6,65,"IT","Yes",0.52212896347,"lalt",1,"Middle","Middle",24,26,20,9,27,0,26
6,66,"IT","No",0.632922172546,"lcmd",1,"Index","Middle",24,26,20,9,27,0,26
6,67,"IT","No",0.629704189301,"lalt",1,"Middle","Index",24,26,20,9,27,0,26
6,68,"IT","Yes",0.602497053146,"lalt",1,"Middle","Middle",24,26,20,9,27,0,26
6,69,"IT","No",0.698272895813,"lcmd",1,"Index","Middle",24,26,20,9,27,0,26
6,70,"IT","Yes",0.630138969421,"lcmd",1,"Index","Index",24,26,20,9,27,0,26
6,71,"IT","No",0.691309070587,"lalt",1,"Middle","Index",24,26,20,9,27,0,26
6,72,"IT","Yes",0.537844896317,"lcmd",1,"Index","Index",24,26,20,9,27,0,26
6,73,"IT","No",0.876143074036,"lalt",0,"Index","Middle",24,26,20,9,27,0,26
6,74,"IT","Yes",1.05270800591,"lalt",1,"Middle","Middle",24,26,20,9,27,0,26
6,75,"IT","No",0.971486902237,"lalt",1,"Middle","Index",24,26,20,9,27,0,26
6,76,"IT","No",0.649904966354,"lcmd",1,"Index","Middle",24,26,20,9,27,0,26
6,77,"IT","No",0.731256866455,"lalt",1,"Middle","Index",24,26,20,9,27,0,26
6,78,"IT","Yes",0.579760837555,"lalt",1,"Middle","Middle",24,26,20,9,27,0,26
6,79,"IT","Yes",0.671810150146,"lcmd",1,"Index","Index",24,26,20,9,27,0,26
8,0,"IT","No",-22.1020948887,"lalt",1,"Middle","Index",21,23,26,9,29,1,26
8,1,"IT","Yes",0.411666965485,"lcmd",1,"Index","Index",21,23,26,9,29,1,26
8,2,"IT","Yes",0.472671127319,"lalt",1,"Middle","Middle",21,23,26,9,29,1,26
8,3,"IT","No",0.376491069794,"lcmd",1,"Index","Middle",21,23,26,9,29,1,26
8,4,"IT","No",0.44477596283,"lcmd",1,"Index","Middle",21,23,26,9,29,1,26
8,5,"IT","Yes",0.457090091705,"lalt",1,"Middle","Middle",21,23,26,9,29,1,26
8,6,"IT","No",0.465296792984,"lalt",1,"Middle","Index",21,23,26,9,29,1,26
8,7,"IT","Yes",0.369953918457,"lcmd",1,"Index","Index",21,23,26,9,29,1,26
8,8,"IT","No",0.452622079849,"lalt",1,"Middle","Index",21,23,26,9,29,1,26
8,9,"IT","Yes",0.461380004883,"lalt",1,"Middle","Middle",21,23,26,9,29,1,26
8,10,"IT","Yes",0.499693012238,"lcmd",1,"Index","Index",21,23,26,9,29,1,26
8,11,"IT","No",0.457917070389,"lcmd",1,"Index","Middle",21,23,26,9,29,1,26
8,12,"IT","Yes",0.469365119934,"lalt",1,"Middle","Middle",21,23,26,9,29,1,26
8,13,"IT","No",0.356744146347,"lcmd",1,"Index","Middle",21,23,26,9,29,1,26
8,14,"IT","Yes",0.354042053223,"lcmd",1,"Index","Index",21,23,26,9,29,1,26
8,15,"IT","No",0.401763916016,"lalt",1,"Middle","Index",21,23,26,9,29,1,26
8,16,"IT","Yes",0.416329097748,"lcmd",1,"Index","Index",21,23,26,9,29,1,26
8,17,"IT","Yes",0.347988843918,"lalt",1,"Middle","Middle",21,23,26,9,29,1,26
8,18,"IT","No",0.486445045471,"lcmd",0,"Middle","Index",21,23,26,9,29,1,26
8,19,"IT","No",0.427419137955,"lcmd",1,"Index","Middle",21,23,26,9,29,1,26
8,20,"IT","No",0.468042135239,"lcmd",1,"Index","Middle",21,23,26,9,29,1,26
8,21,"IT","Yes",0.495547819138,"lalt",1,"Middle","Middle",21,23,26,9,29,1,26
8,22,"IT","No",0.590035867691,"lalt",1,"Middle","Index",21,23,26,9,29,1,26
8,23,"IT","Yes",0.509782218933,"lcmd",1,"Index","Index",21,23,26,9,29,1,26
8,24,"IT","No",0.47137503624,"lalt",1,"Middle","Index",21,23,26,9,29,1,26
8,25,"IT","Yes",0.544380950928,"lcmd",1,"Index","Index",21,23,26,9,29,1,26
8,26,"IT","Yes",0.46779589653,"lalt",1,"Middle","Middle",21,23,26,9,29,1,26
8,27,"IT","No",0.419332122803,"lcmd",1,"Index","Middle",21,23,26,9,29,1,26
8,28,"IT","Yes",0.478836011887,"lcmd",1,"Index","Index",21,23,26,9,29,1,26
8,29,"IT","No",0.446776008606,"lcmd",1,"Index","Middle",21,23,26,9,29,1,26
8,30,"IT","Yes",0.510329866409,"lalt",1,"Middle","Middle",21,23,26,9,29,1,26
8,31,"IT","No",0.468297100067,"lalt",1,"Middle","Index",21,23,26,9,29,1,26
8,32,"IT","No",0.53307518959,"lalt",0,"Index","Middle",21,23,26,9,29,1,26
8,33,"IT","Yes",0.527316856384,"lalt",1,"Middle","Middle",21,23,26,9,29,1,26
8,34,"IT","Yes",0.437097072601,"lcmd",1,"Index","Index",21,23,26,9,29,1,26
8,35,"IT","No",0.501478052139,"lalt",1,"Middle","Index",21,23,26,9,29,1,26
8,36,"IT","Yes",0.469401025772,"lalt",1,"Middle","Middle",21,23,26,9,29,1,26
8,37,"IT","Yes",0.439025974274,"lcmd",1,"Index","Index",21,23,26,9,29,1,26
8,38,"IT","No",0.427825117111,"lalt",1,"Middle","Index",21,23,26,9,29,1,26
8,39,"IT","No",0.428195047378,"lcmd",1,"Index","Middle",21,23,26,9,29,1,26
8,40,"IT","No",0.428992986679,"lcmd",1,"Index","Middle",21,23,26,9,29,1,26
8,41,"IT","No",0.503676891327,"lalt",1,"Middle","Index",21,23,26,9,29,1,26
8,42,"IT","Yes",0.490895986557,"lalt",1,"Middle","Middle",21,23,26,9,29,1,26
8,43,"IT","Yes",0.472277021408,"lcmd",1,"Index","Index",21,23,26,9,29,1,26
8,44,"IT","No",0.504972982407,"lcmd",1,"Index","Middle",21,23,26,9,29,1,26
8,45,"IT","No",0.455328178406,"lalt",1,"Middle","Index",21,23,26,9,29,1,26
8,46,"IT","Yes",0.436699008942,"lalt",1,"Middle","Middle",21,23,26,9,29,1,26
8,47,"IT","Yes",0.407781839371,"lcmd",1,"Index","Index",21,23,26,9,29,1,26
8,48,"IT","Yes",0.501856851578,"lalt",1,"Middle","Middle",21,23,26,9,29,1,26
8,49,"IT","No",0.453308916092,"lcmd",1,"Index","Middle",21,23,26,9,29,1,26
8,50,"IT","No",0.498185062408,"lalt",1,"Middle","Index",21,23,26,9,29,1,26
8,51,"IT","Yes",0.379032087326,"lcmd",1,"Index","Index",21,23,26,9,29,1,26
8,52,"IT","No",0.491674995422,"lcmd",1,"Index","Middle",21,23,26,9,29,1,26
8,53,"IT","Yes",0.466093206406,"lcmd",1,"Index","Index",21,23,26,9,29,1,26
8,54,"IT","Yes",0.361688089371,"lalt",1,"Middle","Middle",21,23,26,9,29,1,26
8,55,"IT","No",0.515981054306,"lalt",1,"Middle","Index",21,23,26,9,29,1,26
8,56,"IT","Yes",0.39202208519,"lcmd",1,"Index","Index",21,23,26,9,29,1,26
8,57,"IT","Yes",0.441904973984,"lalt",1,"Middle","Middle",21,23,26,9,29,1,26
8,58,"IT","No",0.492785072327,"lalt",1,"Middle","Index",21,23,26,9,29,1,26
8,59,"IT","No",0.39513502121,"lcmd",1,"Index","Middle",21,23,26,9,29,1,26
8,60,"IT","Yes",0.569762897492,"lcmd",1,"Index","Index",21,23,26,9,29,1,26
8,61,"IT","No",0.356977939606,"lcmd",0,"Middle","Index",21,23,26,9,29,1,26
8,62,"IT","Yes",0.426494884491,"lalt",1,"Middle","Middle",21,23,26,9,29,1,26
8,63,"IT","No",0.402917814255,"lcmd",1,"Index","Middle",21,23,26,9,29,1,26
8,64,"IT","Yes",0.454613876343,"lalt",1,"Middle","Middle",21,23,26,9,29,1,26
8,65,"IT","No",0.454123020172,"lalt",1,"Middle","Index",21,23,26,9,29,1,26
8,66,"IT","Yes",0.508098173141,"lalt",0,"Index","Index",21,23,26,9,29,1,26
8,67,"IT","No",0.445228099823,"lcmd",1,"Index","Middle",21,23,26,9,29,1,26
8,68,"IT","No",0.43998503685,"lcmd",1,"Index","Middle",21,23,26,9,29,1,26
8,69,"IT","No",0.447150945663,"lalt",1,"Middle","Index",21,23,26,9,29,1,26
8,70,"IT","Yes",0.456118917465,"lalt",1,"Middle","Middle",21,23,26,9,29,1,26
8,71,"IT","Yes",0.51192407608,"lcmd",1,"Index","Index",21,23,26,9,29,1,26
8,72,"IT","Yes",0.454390954971,"lalt",1,"Middle","Middle",21,23,26,9,29,1,26
8,73,"IT","No",0.533115005493,"lalt",1,"Middle","Index",21,23,26,9,29,1,26
8,74,"IT","No",0.457649993896,"lcmd",1,"Index","Middle",21,23,26,9,29,1,26
8,75,"IT","Yes",0.513983011246,"lcmd",1,"Index","Index",21,23,26,9,29,1,26
8,76,"IT","No",0.513128852844,"lcmd",1,"Index","Middle",21,23,26,9,29,1,26
8,77,"IT","Yes",0.465550994873,"lcmd",1,"Index","Index",21,23,26,9,29,1,26
8,78,"IT","No",0.461757135391,"lalt",1,"Middle","Index",21,23,26,9,29,1,26
8,79,"IT","Yes",0.511108112335,"lalt",1,"Middle","Middle",21,23,26,9,29,1,26
9,0,"II","No",0.618619966507,"lalt",1,"Middle","Index",9,19,14,9,25,1,23
9,1,"II","Yes",0.402339839935,"lcmd",1,"Index","Index",9,19,14,9,25,1,23
9,2,"II","No",0.754592990875,"lalt",0,"Index","Middle",9,19,14,9,25,1,23
9,3,"II","Yes",0.868260145187,"lalt",1,"Middle","Middle",9,19,14,9,25,1,23
9,4,"II","No",0.523070049286,"lcmd",0,"Middle","Index",9,19,14,9,25,1,23
9,5,"II","Yes",0.520430898666,"lalt",1,"Middle","Middle",9,19,14,9,25,1,23
9,6,"II","Yes",0.607403993607,"lcmd",1,"Index","Index",9,19,14,9,25,1,23
9,7,"II","No",1.07421321869,"lcmd",1,"Index","Middle",9,19,14,9,25,1,23
9,8,"II","Yes",0.664263105392,"lalt",1,"Middle","Middle",9,19,14,9,25,1,23
9,9,"II","No",0.653012037277,"lalt",1,"Middle","Index",9,19,14,9,25,1,23
9,10,"II","Yes",0.668878889084,"lcmd",1,"Index","Index",9,19,14,9,25,1,23
9,11,"II","No",1.25813989639,"lcmd",1,"Index","Middle",9,19,14,9,25,1,23
9,12,"II","No",0.626762962341,"lcmd",1,"Index","Middle",9,19,14,9,25,1,23
9,13,"II","Yes",0.729055833817,"lalt",1,"Middle","Middle",9,19,14,9,25,1,23
9,14,"II","Yes",0.641821098328,"lcmd",1,"Index","Index",9,19,14,9,25,1,23
9,15,"II","No",0.964069890976,"lalt",1,"Middle","Index",9,19,14,9,25,1,23
9,16,"II","Yes",0.54008307457,"lalt",1,"Middle","Middle",9,19,14,9,25,1,23
9,17,"II","Yes",0.598428869247,"lcmd",1,"Index","Index",9,19,14,9,25,1,23
9,18,"II","No",0.590443181992,"lcmd",1,"Index","Middle",9,19,14,9,25,1,23
9,19,"II","No",0.703143119812,"lalt",1,"Middle","Index",9,19,14,9,25,1,23
9,20,"II","Yes",0.598307037353,"lalt",1,"Middle","Middle",9,19,14,9,25,1,23
9,21,"II","No",0.636325883865,"lcmd",1,"Index","Middle",9,19,14,9,25,1,23
9,22,"II","Yes",0.463217926025,"lcmd",1,"Index","Index",9,19,14,9,25,1,23
