"V1","Participant","Condition","Congruity","Reaction_time","Response","Correctness","Cue","Finger"
9,"14","IT","Yes",0.414233016968,"lcmd",1,"Index","Index"
10,"14","IT","No",0.430837202072,"lcmd",1,"Index","Middle"
11,"14","IT","No",0.513165998459,"lalt",1,"Middle","Index"
12,"14","IT","Yes",0.513295841217,"lalt",1,"Middle","Middle"
13,"14","IT","Yes",0.549333000183,"lalt",0,"Index","Index"
14,"14","IT","No",0.54774889946,"lcmd",1,"Index","Middle"
15,"14","IT","No",0.459447813034,"lalt",1,"Middle","Index"
16,"14","IT","No",0.482398176193,"lcmd",1,"Index","Middle"
17,"14","IT","Yes",0.452768182755,"lcmd",1,"Index","Index"
18,"14","IT","Yes",0.474728059769,"lalt",1,"Middle","Middle"
19,"14","IT","No",0.545418024063,"lalt",1,"Middle","Index"
20,"14","IT","Yes",0.498389911652,"lalt",1,"Middle","Middle"
21,"14","IT","No",0.477573013306,"lcmd",1,"Index","Middle"
22,"14","IT","No",0.521265077591,"lalt",1,"Middle","Index"
23,"14","IT","Yes",0.424499130249,"lcmd",1,"Index","Index"
24,"14","IT","Yes",0.56106505394,"lcmd",1,"Index","Index"
25,"14","IT","No",0.540910148621,"lalt",1,"Middle","Index"
26,"14","IT","No",0.543026924133,"lcmd",1,"Index","Middle"
27,"14","IT","Yes",0.535872983933,"lalt",1,"Middle","Middle"
28,"14","IT","Yes",0.577490997314,"lcmd",1,"Index","Index"
29,"14","IT","Yes",0.516737985611,"lalt",1,"Middle","Middle"
30,"14","IT","No",0.51473698616,"lcmd",1,"Index","Middle"
31,"14","IT","No",0.476841783524,"lalt",1,"Middle","Index"
32,"14","IT","No",0.454305028915,"lcmd",1,"Index","Middle"
33,"14","IT","Yes",0.458101844788,"lalt",1,"Middle","Middle"
34,"14","IT","Yes",0.421960878372,"lcmd",1,"Index","Index"
35,"14","IT","No",0.642485952377,"lcmd",0,"Middle","Index"
36,"14","IT","Yes",0.620843219757,"lcmd",1,"Index","Index"
37,"14","IT","Yes",0.507587003708,"lalt",1,"Middle","Middle"
38,"14","IT","No",0.499398851395,"lcmd",1,"Index","Middle"
39,"14","IT","No",0.647870016098,"lalt",1,"Middle","Index"
40,"14","IT","Yes",0.572182941437,"lalt",1,"Middle","Middle"
41,"14","IT","No",0.524139881134,"lcmd",1,"Index","Middle"
42,"14","IT","No",0.515615034103,"lalt",1,"Middle","Index"
43,"14","IT","Yes",0.543450880051,"lcmd",1,"Index","Index"
44,"14","IT","No",0.466166210175,"lalt",1,"Middle","Index"
45,"14","IT","No",0.47748298645,"lcmd",1,"Index","Middle"
46,"14","IT","Yes",0.559313058853,"lalt",1,"Middle","Middle"
47,"14","IT","Yes",0.492446994782,"lcmd",1,"Index","Index"
48,"14","IT","Yes",0.523292970657,"lalt",1,"Middle","Middle"
49,"14","IT","No",0.493331050873,"lcmd",1,"Index","Middle"
50,"14","IT","No",0.621779966354,"lalt",1,"Middle","Index"
51,"14","IT","Yes",0.508878087997,"lcmd",1,"Index","Index"
52,"14","IT","No",0.508743953705,"lalt",1,"Middle","Index"
53,"14","IT","Yes",0.404447126389,"lcmd",1,"Index","Index"
54,"14","IT","No",0.863496875763,"lcmd",1,"Index","Middle"
55,"14","IT","Yes",0.455232048035,"lalt",1,"Middle","Middle"
56,"14","IT","Yes",0.46127204895,"lalt",1,"Middle","Middle"
57,"14","IT","No",0.569732046127,"lcmd",1,"Index","Middle"
58,"14","IT","Yes",0.446709012985,"lcmd",1,"Index","Index"
59,"14","IT","No",0.515748119354,"lalt",1,"Middle","Index"
60,"14","IT","Yes",0.54073805809,"lcmd",1,"Index","Index"
61,"14","IT","No",0.594974994659,"lcmd",1,"Index","Middle"
62,"14","IT","No",0.446457862854,"lalt",1,"Middle","Index"
63,"14","IT","Yes",0.53873705864,"lalt",1,"Middle","Middle"
64,"14","IT","Yes",0.77682390213,"lalt",1,"Middle","Middle"
65,"14","IT","Yes",0.581873989105,"lcmd",1,"Index","Index"
66,"14","IT","No",0.520166969299,"lcmd",1,"Index","Middle"
67,"14","IT","No",0.548378896713,"lalt",1,"Middle","Index"
68,"14","IT","No",0.611866998672,"lalt",1,"Middle","Index"
69,"14","IT","Yes",0.474071073532,"lcmd",1,"Index","Index"
70,"14","IT","Yes",0.554903078079,"lalt",1,"Middle","Middle"
71,"14","IT","No",0.575403022766,"lcmd",1,"Index","Middle"
72,"14","IT","Yes",0.487906885147,"lcmd",1,"Index","Index"
73,"14","IT","Yes",0.533300924301,"lcmd",0,"Middle","Middle"
74,"14","IT","No",0.649143028259,"lcmd",1,"Index","Middle"
75,"14","IT","No",0.708155012131,"lalt",1,"Middle","Index"
76,"14","IT","Yes",0.517013025284,"lalt",1,"Middle","Middle"
77,"14","IT","No",0.573313999176,"lalt",1,"Middle","Index"
78,"14","IT","No",0.357161951065,"lcmd",1,"Index","Middle"
79,"14","IT","Yes",0.631614017487,"lcmd",1,"Index","Index"
0,"15","II","No",0.739262104034,"lcmd",1,"Index","Middle"
1,"15","II","No",0.483640098572,"lalt",1,"Middle","Index"
2,"15","II","Yes",0.592977905273,"lcmd",1,"Index","Index"
3,"15","II","Yes",0.440736913681,"lalt",1,"Middle","Middle"
4,"15","II","No",0.570558929443,"lcmd",1,"Index","Middle"
5,"15","II","Yes",0.568163919449,"lcmd",1,"Index","Index"
6,"15","II","No",0.600787973404,"lalt",1,"Middle","Index"
7,"15","II","Yes",0.440641975403,"lalt",1,"Middle","Middle"
8,"15","II","Yes",0.435291051865,"lcmd",1,"Index","Index"
9,"15","II","Yes",0.559352016449,"lalt",1,"Middle","Middle"
10,"15","II","No",0.755294036865,"lcmd",1,"Index","Middle"
11,"15","II","No",0.642570018768,"lalt",1,"Middle","Index"
12,"15","II","Yes",0.522616052628,"lalt",1,"Middle","Middle"
13,"15","II","No",0.766236925125,"lcmd",1,"Index","Middle"
14,"15","II","Yes",0.631129837036,"lcmd",1,"Index","Index"
15,"15","II","No",0.546793174744,"lalt",1,"Middle","Index"
16,"15","II","Yes",0.509029006958,"lalt",1,"Middle","Middle"
17,"15","II","Yes",0.902156162262,"lcmd",1,"Index","Index"
18,"15","II","No",0.543806123733,"lcmd",1,"Index","Middle"
19,"15","II","No",0.457277870178,"lalt",1,"Middle","Index"
20,"15","II","No",0.602637863159,"lalt",1,"Middle","Index"
21,"15","II","Yes",0.664867830277,"lcmd",1,"Index","Index"
22,"15","II","No",0.576666069031,"lcmd",1,"Index","Middle"
23,"15","II","Yes",0.513254165649,"lalt",1,"Middle","Middle"
24,"15","II","No",0.557142829895,"lalt",1,"Middle","Index"
25,"15","II","Yes",0.617522859573,"lcmd",1,"Index","Index"
26,"15","II","Yes",0.571010017395,"lalt",1,"Middle","Middle"
27,"15","II","No",0.632967853546,"lcmd",1,"Index","Middle"
28,"15","II","Yes",0.766544008255,"lalt",1,"Middle","Middle"
29,"15","II","No",0.850469923019,"lalt",1,"Middle","Index"
30,"15","II","Yes",0.609946060181,"lcmd",1,"Index","Index"
31,"15","II","No",0.640385007858,"lcmd",1,"Index","Middle"
32,"15","II","Yes",0.450028038025,"lcmd",1,"Index","Index"
33,"15","II","No",0.71053404808,"lcmd",1,"Index","Middle"
34,"15","II","No",0.457198858261,"lalt",1,"Middle","Index"
35,"15","II","Yes",0.377832984924,"lalt",1,"Middle","Middle"
36,"15","II","No",0.61602101326,"lalt",1,"Middle","Index"
37,"15","II","Yes",0.482326030731,"lalt",1,"Middle","Middle"
38,"15","II","Yes",0.510206842422,"lcmd",1,"Index","Index"
39,"15","II","No",0.54643406868,"lcmd",1,"Index","Middle"
40,"15","II","Yes",0.67286400795,"lalt",1,"Middle","Middle"
41,"15","II","No",0.668767929077,"lcmd",1,"Index","Middle"
42,"15","II","Yes",0.419664049149,"lcmd",1,"Index","Index"
43,"15","II","No",0.565064048767,"lalt",1,"Middle","Index"
44,"15","II","No",0.558950853348,"lcmd",1,"Index","Middle"
45,"15","II","Yes",0.55506811142,"lalt",1,"Middle","Middle"
46,"15","II","No",0.63877286911,"lalt",1,"Middle","Index"
47,"15","II","Yes",0.597800016403,"lcmd",1,"Index","Index"
48,"15","II","Yes",0.548365020752,"lalt",1,"Middle","Middle"
49,"15","II","No",0.597230148315,"lalt",1,"Middle","Index"
50,"15","II","No",0.670446920395,"lcmd",1,"Index","Middle"
51,"15","II","Yes",0.687030982971,"lcmd",1,"Index","Index"
52,"15","II","Yes",0.498118877411,"lcmd",1,"Index","Index"
53,"15","II","Yes",0.381854915619,"lalt",1,"Middle","Middle"
54,"15","II","No",0.546902990341,"lalt",1,"Middle","Index"
55,"15","II","No",0.447409057617,"lcmd",1,"Index","Middle"
56,"15","II","No",0.47882194519,"lalt",1,"Middle","Index"
57,"15","II","No",0.532040977478,"lcmd",1,"Index","Middle"
58,"15","II","Yes",0.484643030167,"lcmd",1,"Index","Index"
59,"15","II","Yes",0.487507867813,"lalt",1,"Middle","Middle"
60,"15","II","Yes",0.604841947556,"lalt",1,"Middle","Middle"
61,"15","II","No",0.55466799736,"lalt",1,"Middle","Index"
62,"15","II","Yes",0.441868019104,"lcmd",1,"Index","Index"
63,"15","II","No",0.621445846558,"lcmd",1,"Index","Middle"
64,"15","II","Yes",0.532490921021,"lcmd",1,"Index","Index"
65,"15","II","No",0.59880695343,"lalt",1,"Middle","Index"
66,"15","II","Yes",0.605109834671,"lalt",1,"Middle","Middle"
67,"15","II","No",0.517588949204,"lcmd",1,"Index","Middle"
68,"15","II","No",0.550937128067,"lcmd",1,"Index","Middle"
69,"15","II","Yes",0.651941967011,"lcmd",1,"Index","Index"
70,"15","II","No",0.864114952087,"lalt",1,"Middle","Index"
71,"15","II","Yes",0.497386980057,"lalt",1,"Middle","Middle"
72,"15","II","Yes",0.504909038544,"lcmd",1,"Index","Index"
73,"15","II","No",0.532461833954,"lalt",1,"Middle","Index"
74,"15","II","No",0.720755052567,"lcmd",1,"Index","Middle"
75,"15","II","Yes",0.643405199051,"lalt",1,"Middle","Middle"
76,"15","II","No",0.711437082291,"lalt",1,"Middle","Index"
77,"15","II","No",0.538376951218,"lcmd",1,"Index","Middle"
78,"15","II","Yes",0.584555006027,"lalt",1,"Middle","Middle"
79,"15","II","Yes",0.501557922363,"lcmd",1,"Index","Index"
0,"2","IT","Yes",-5.26503095627,"lcmd",0,"Middle","Middle"
1,"2","IT","No",0.460205030441,"lalt",1,"Middle","Index"
2,"2","IT","No",0.425823831558,"lcmd",1,"Index","Middle"
3,"2","IT","Yes",0.451656961441,"lcmd",1,"Index","Index"
4,"2","IT","Yes",0.427900934219,"lcmd",1,"Index","Index"
5,"2","IT","Yes",0.444539022446,"lalt",1,"Middle","Middle"
6,"2","IT","No",0.348041009903,"lcmd",1,"Index","Middle"
7,"2","IT","No",0.415144968033,"lalt",1,"Middle","Index"
8,"2","IT","No",0.450255012512,"lalt",1,"Middle","Index"
9,"2","IT","Yes",0.474401044846,"lalt",1,"Middle","Middle"
10,"2","IT","No",0.433822965622,"lcmd",1,"Index","Middle"
11,"2","IT","Yes",0.443905067444,"lcmd",1,"Index","Index"
12,"2","IT","Yes",0.588577890396,"lalt",1,"Middle","Middle"
13,"2","IT","No",0.43580493927,"lalt",1,"Middle","Index"
14,"2","IT","Yes",0.457545995712,"lalt",0,"Index","Index"
15,"2","IT","No",0.495370006561,"lcmd",1,"Index","Middle"
16,"2","IT","No",0.51807308197,"lalt",1,"Middle","Index"
17,"2","IT","No",0.433641910553,"lcmd",1,"Index","Middle"
18,"2","IT","Yes",0.368601179123,"lalt",1,"Middle","Middle"
19,"2","IT","Yes",0.429457092285,"lcmd",1,"Index","Index"
20,"2","IT","Yes",0.365535163879,"lalt",1,"Middle","Middle"
21,"2","IT","Yes",0.351389026642,"lcmd",1,"Index","Index"
22,"2","IT","No",0.428830003738,"lalt",0,"Index","Middle"
23,"2","IT","No",0.450013065338,"lalt",1,"Middle","Index"
24,"2","IT","No",0.52830414772,"lalt",1,"Middle","Index"
25,"2","IT","No",0.506992053986,"lcmd",1,"Index","Middle"
26,"2","IT","Yes",0.367031049728,"lalt",1,"Middle","Middle"
27,"2","IT","Yes",0.443407011032,"lcmd",1,"Index","Index"
28,"2","IT","Yes",0.417891979218,"lalt",1,"Middle","Middle"
29,"2","IT","No",0.439078903198,"lcmd",0,"Middle","Index"
30,"2","IT","No",0.503214931488,"lcmd",1,"Index","Middle"
31,"2","IT","Yes",0.447834968567,"lcmd",1,"Index","Index"
32,"2","IT","Yes",0.390799045563,"lalt",1,"Middle","Middle"
33,"2","IT","Yes",0.401926994324,"lcmd",1,"Index","Index"
34,"2","IT","No",0.511492776871,"lcmd",1,"Index","Middle"
35,"2","IT","No",0.490406942368,"lalt",1,"Middle","Index"
36,"2","IT","No",0.43025894165,"lcmd",1,"Index","Middle"
37,"2","IT","Yes",0.452105140686,"lcmd",1,"Index","Index"
38,"2","IT","Yes",0.462109947205,"lalt",1,"Middle","Middle"
39,"2","IT","No",0.664272069931,"lalt",1,"Middle","Index"
40,"2","IT","Yes",0.484280872345,"lalt",1,"Middle","Middle"
41,"2","IT","Yes",0.395676088333,"lcmd",1,"Index","Index"
42,"2","IT","No",0.410740041733,"lalt",1,"Middle","Index"
43,"2","IT","No",0.656316041946,"lcmd",1,"Index","Middle"
44,"2","IT","Yes",0.413679122925,"lalt",1,"Middle","Middle"
45,"2","IT","No",0.509243965149,"lalt",1,"Middle","Index"
46,"2","IT","No",0.571943092346,"lcmd",1,"Index","Middle"
47,"2","IT","Yes",0.438093996048,"lcmd",1,"Index","Index"
48,"2","IT","Yes",0.452342128754,"lcmd",1,"Index","Index"
49,"2","IT","No",0.507016897202,"lcmd",1,"Index","Middle"
50,"2","IT","No",0.52625617981,"lalt",1,"Middle","Index"
51,"2","IT","Yes",0.480744934082,"lalt",1,"Middle","Middle"
52,"2","IT","No",0.370481872559,"lcmd",1,"Index","Middle"
53,"2","IT","Yes",0.463139057159,"lalt",1,"Middle","Middle"
54,"2","IT","Yes",0.408645057678,"lcmd",1,"Index","Index"
55,"2","IT","No",0.406626939774,"lalt",1,"Middle","Index"
56,"2","IT","No",0.356090974808,"lcmd",1,"Index","Middle"
57,"2","IT","Yes",0.43787894249,"lcmd",1,"Index","Index"
58,"2","IT","Yes",0.364772987366,"lalt",1,"Middle","Middle"
59,"2","IT","No",0.411732149124,"lcmd",0,"Middle","Index"
60,"2","IT","Yes",0.42751994133,"lcmd",1,"Index","Index"
61,"2","IT","No",0.419339895248,"lcmd",1,"Index","Middle"
62,"2","IT","Yes",0.357174158096,"lalt",1,"Middle","Middle"
63,"2","IT","No",0.388444852829,"lcmd",0,"Middle","Index"
64,"2","IT","Yes",0.456300878525,"lcmd",1,"Index","Index"
65,"2","IT","Yes",0.397453975678,"lalt",1,"Middle","Middle"
66,"2","IT","No",0.486080026627,"lcmd",0,"Middle","Index"
67,"2","IT","No",0.456655931473,"lcmd",1,"Index","Middle"
68,"2","IT","No",0.389796829224,"lcmd",1,"Index","Middle"
69,"2","IT","Yes",0.446365022659,"lalt",1,"Middle","Middle"
70,"2","IT","No",0.457482004166,"lalt",1,"Middle","Index"
71,"2","IT","Yes",0.426844978332,"lcmd",1,"Index","Index"
72,"2","IT","No",0.412039041519,"lcmd",1,"Index","Middle"
73,"2","IT","No",0.44654917717,"lalt",1,"Middle","Index"
74,"2","IT","Yes",0.418120002747,"lalt",1,"Middle","Middle"
75,"2","IT","Yes",0.318933868408,"lcmd",1,"Index","Index"
76,"2","IT","Yes",0.448922014236,"lcmd",1,"Index","Index"
77,"2","IT","No",0.460109043121,"lalt",1,"Middle","Index"
78,"2","IT","No",0.496307086945,"lcmd",1,"Index","Middle"
79,"2","IT","Yes",0.441329956055,"lalt",1,"Middle","Middle"
0,"3","II","No",0.5288189888,"lalt",1,"Middle","Index"
1,"3","II","No",0.504836034775,"lcmd",1,"Index","Middle"
2,"3","II","Yes",0.391747093201,"lalt",1,"Middle","Middle"
3,"3","II","Yes",0.463397169113,"lcmd",1,"Index","Index"
4,"3","II","Yes",0.567072057724,"lalt",1,"Middle","Middle"
5,"3","II","Yes",0.490997982025,"lcmd",1,"Index","Index"
6,"3","II","No",0.43383898735,"lalt",1,"Middle","Index"
7,"3","II","No",0.557134103775,"lcmd",1,"Index","Middle"
8,"3","II","No",0.45879907608,"lalt",1,"Middle","Index"
9,"3","II","No",0.510220003128,"lcmd",1,"Index","Middle"
10,"3","II","Yes",0.530847978592,"lcmd",1,"Index","Index"
11,"3","II","Yes",0.425791168213,"lalt",1,"Middle","Middle"
12,"3","II","No",0.467240858078,"lalt",1,"Middle","Index"
13,"3","II","No",0.534474945068,"lcmd",1,"Index","Middle"
14,"3","II","Yes",0.419074964523,"lalt",1,"Middle","Middle"
15,"3","II","Yes",0.489718103409,"lcmd",1,"Index","Index"
16,"3","II","No",0.444875001907,"lcmd",1,"Index","Middle"
17,"3","II","Yes",0.554694032669,"lcmd",1,"Index","Index"
18,"3","II","Yes",0.441118907928,"lalt",1,"Middle","Middle"
19,"3","II","No",0.469089126587,"lalt",1,"Middle","Index"
20,"3","II","No",0.467985010147,"lcmd",1,"Index","Middle"
21,"3","II","Yes",0.477468109131,"lalt",1,"Middle","Middle"
22,"3","II","Yes",0.470293998718,"lcmd",1,"Index","Index"
23,"3","II","No",0.901549196243,"lalt",1,"Middle","Index"
24,"3","II","No",0.463342094421,"lcmd",1,"Index","Middle"
25,"3","II","Yes",0.518958902359,"lcmd",1,"Index","Index"
26,"3","II","No",0.461637926102,"lalt",1,"Middle","Index"
27,"3","II","Yes",0.587700986862,"lalt",1,"Middle","Middle"
28,"3","II","No",0.498098087311,"lalt",1,"Middle","Index"
29,"3","II","Yes",0.443375062942,"lcmd",1,"Index","Index"
30,"3","II","No",0.461014080048,"lcmd",1,"Index","Middle"
31,"3","II","Yes",0.440553188324,"lalt",1,"Middle","Middle"
32,"3","II","Yes",0.417110109329,"lalt",1,"Middle","Middle"
33,"3","II","No",0.456484079361,"lalt",1,"Middle","Index"
34,"3","II","Yes",0.409341001511,"lcmd",1,"Index","Index"
35,"3","II","No",0.480680942535,"lcmd",1,"Index","Middle"
36,"3","II","No",0.529115867615,"lalt",1,"Middle","Index"
37,"3","II","Yes",0.479283094406,"lcmd",1,"Index","Index"
38,"3","II","Yes",0.427659130096,"lalt",1,"Middle","Middle"
39,"3","II","No",0.490363073349,"lcmd",1,"Index","Middle"
40,"3","II","Yes",0.451526117325,"lalt",1,"Middle","Middle"
41,"3","II","No",0.521620082855,"lcmd",1,"Index","Middle"
42,"3","II","No",0.445512056351,"lalt",1,"Middle","Index"
43,"3","II","Yes",0.433550024033,"lcmd",1,"Index","Index"
44,"3","II","No",0.49542183876,"lcmd",1,"Index","Middle"
45,"3","II","Yes",0.468213891983,"lcmd",1,"Index","Index"
46,"3","II","Yes",0.416955947876,"lalt",1,"Middle","Middle"
47,"3","II","No",0.42452788353,"lalt",1,"Middle","Index"
48,"3","II","No",0.480763149262,"lcmd",1,"Index","Middle"
49,"3","II","Yes",0.466413927078,"lcmd",1,"Index","Index"
50,"3","II","Yes",0.584658908844,"lalt",1,"Middle","Middle"
51,"3","II","No",0.466945886612,"lalt",1,"Middle","Index"
52,"3","II","No",0.505112123489,"lalt",1,"Middle","Index"
53,"3","II","Yes",0.496055841446,"lcmd",1,"Index","Index"
54,"3","II","Yes",0.471953010559,"lalt",1,"Middle","Middle"
55,"3","II","No",0.49640007019,"lalt",0,"Index","Middle"
56,"3","II","Yes",0.598684024811,"lcmd",1,"Index","Index"
57,"3","II","Yes",0.460454130173,"lalt",1,"Middle","Middle"
58,"3","II","No",0.488663911819,"lalt",1,"Middle","Index"
59,"3","II","No",0.434252023697,"lcmd",1,"Index","Middle"
60,"3","II","Yes",0.447514915466,"lalt",1,"Middle","Middle"
61,"3","II","No",0.5025639534,"lcmd",1,"Index","Middle"
62,"3","II","No",0.476080942154,"lalt",1,"Middle","Index"
63,"3","II","Yes",0.483257007599,"lcmd",1,"Index","Index"
64,"3","II","No",0.515057945251,"lcmd",1,"Index","Middle"
65,"3","II","Yes",0.715071153641,"lalt",1,"Middle","Middle"
66,"3","II","Yes",0.521549987793,"lcmd",1,"Index","Index"
67,"3","II","No",0.50074300766,"lalt",1,"Middle","Index"
68,"3","II","No",0.613015174866,"lalt",1,"Middle","Index"
69,"3","II","Yes",0.579876995087,"lcmd",1,"Index","Index"
70,"3","II","No",0.517020845413,"lcmd",1,"Index","Middle"
71,"3","II","Yes",0.701639080048,"lalt",1,"Middle","Middle"
72,"3","II","Yes",0.459141159058,"lcmd",1,"Index","Index"
73,"3","II","No",0.569721078873,"lcmd",1,"Index","Middle"
74,"3","II","No",0.531877040863,"lalt",1,"Middle","Index"
75,"3","II","Yes",0.787767076492,"lalt",1,"Middle","Middle"
76,"3","II","No",0.583740091324,"lcmd",1,"Index","Middle"
77,"3","II","Yes",0.506908130646,"lcmd",1,"Index","Index"
78,"3","II","No",0.51676697731,"lalt",1,"Middle","Index"
79,"3","II","Yes",0.511805915832,"lalt",1,"Middle","Middle"
0,"4","IT","No",-13.2315809727,"lcmd",1,"Index","Middle"
1,"4","IT","Yes",0.569158887863,"lcmd",1,"Index","Index"
2,"4","IT","No",0.673577928543,"lalt",1,"Middle","Index"
3,"4","IT","Yes",0.571750879288,"lalt",1,"Middle","Middle"
4,"4","IT","Yes",0.699734115601,"lcmd",1,"Index","Index"
5,"4","IT","Yes",0.502014017105,"lalt",1,"Middle","Middle"
6,"4","IT","No",0.620046806335,"lcmd",1,"Index","Middle"
7,"4","IT","No",0.603539943695,"lalt",1,"Middle","Index"
8,"4","IT","Yes",0.559842967987,"lalt",1,"Middle","Middle"
9,"4","IT","No",0.443963003159,"lcmd",1,"Index","Middle"
10,"4","IT","Yes",0.483951807022,"lcmd",1,"Index","Index"
11,"4","IT","No",0.620394945145,"lalt",1,"Middle","Index"
12,"4","IT","Yes",0.445606851578,"lalt",1,"Middle","Middle"
13,"4","IT","No",0.563514137268,"lcmd",1,"Index","Middle"
14,"4","IT","No",0.596024084091,"lalt",1,"Middle","Index"
15,"4","IT","Yes",0.488501930237,"lcmd",1,"Index","Index"
16,"4","IT","No",0.627365970612,"lcmd",1,"Index","Middle"
17,"4","IT","Yes",0.610064172745,"lalt",1,"Middle","Middle"
18,"4","IT","Yes",0.501346158981,"lcmd",1,"Index","Index"
19,"4","IT","No",0.825363016129,"lalt",1,"Middle","Index"
20,"4","IT","Yes",0.566465997696,"lalt",1,"Middle","Middle"
21,"4","IT","No",0.472297906876,"lcmd",1,"Index","Middle"
22,"4","IT","Yes",0.490816926956,"lcmd",1,"Index","Index"
23,"4","IT","No",0.786637020111,"lalt",1,"Middle","Index"
24,"4","IT","Yes",0.495805931091,"lalt",1,"Middle","Middle"
25,"4","IT","Yes",0.537591028214,"lcmd",1,"Index","Index"
26,"4","IT","No",0.552397108078,"lcmd",1,"Index","Middle"
27,"4","IT","No",0.519085025787,"lalt",1,"Middle","Index"
28,"4","IT","No",0.661463975906,"lcmd",1,"Index","Middle"
29,"4","IT","No",0.48342499733,"lalt",1,"Middle","Index"
30,"4","IT","Yes",0.481201219559,"lcmd",1,"Index","Index"
31,"4","IT","Yes",0.417038011551,"lalt",1,"Middle","Middle"
32,"4","IT","No",0.451664876938,"lalt",1,"Middle","Index"
33,"4","IT","No",0.532835006714,"lcmd",1,"Index","Middle"
34,"4","IT","Yes",0.411611938477,"lalt",1,"Middle","Middle"
35,"4","IT","Yes",0.416109991074,"lcmd",1,"Index","Index"
36,"4","IT","No",0.450576114654,"lalt",1,"Middle","Index"
37,"4","IT","No",0.490033960342,"lcmd",1,"Index","Middle"
38,"4","IT","Yes",0.48438615799,"lalt",1,"Middle","Middle"
39,"4","IT","Yes",0.57346405983,"lcmd",1,"Index","Index"
40,"4","IT","No",0.580461168289,"lalt",1,"Middle","Index"
41,"4","IT","No",0.672492074966,"lcmd",1,"Index","Middle"
42,"4","IT","Yes",0.512243080139,"lalt",1,"Middle","Middle"
43,"4","IT","Yes",0.44258813858,"lcmd",1,"Index","Index"
44,"4","IT","No",0.5794880867,"lalt",0,"Index","Middle"
45,"4","IT","No",0.80703792572,"lalt",1,"Middle","Index"
46,"4","IT","Yes",0.520798158646,"lalt",1,"Middle","Middle"
47,"4","IT","Yes",0.476591920853,"lcmd",1,"Index","Index"
48,"4","IT","Yes",0.411139822006,"lcmd",1,"Index","Index"
49,"4","IT","No",0.609033918381,"lalt",1,"Middle","Index"
50,"4","IT","Yes",0.476639986038,"lalt",1,"Middle","Middle"
51,"4","IT","No",0.824548053741,"lcmd",1,"Index","Middle"
52,"4","IT","Yes",0.628116226196,"lalt",1,"Middle","Middle"
53,"4","IT","No",0.872070026398,"lalt",1,"Middle","Index"
54,"4","IT","No",0.483764028549,"lalt",0,"Index","Middle"
55,"4","IT","Yes",0.612440061569,"lcmd",1,"Index","Index"
56,"4","IT","No",0.539066839218,"lcmd",1,"Index","Middle"
57,"4","IT","Yes",0.774739074707,"lalt",1,"Middle","Middle"
58,"4","IT","Yes",0.607170057297,"lcmd",1,"Index","Index"
59,"4","IT","No",0.578768777847,"lalt",1,"Middle","Index"
60,"4","IT","No",0.659250116348,"lalt",1,"Middle","Index"
61,"4","IT","No",-1.36067404747,"lalt",0,"Index","Middle"
62,"4","IT","Yes",0.684484148025,"lalt",1,"Middle","Middle"
63,"4","IT","Yes",0.612790870666,"lcmd",1,"Index","Index"
64,"4","IT","Yes",0.49391503334,"lalt",1,"Middle","Middle"
65,"4","IT","No",0.591008996964,"lcmd",1,"Index","Middle"
66,"4","IT","No",0.588618040085,"lalt",1,"Middle","Index"
67,"4","IT","Yes",0.569777965546,"lcmd",1,"Index","Index"
68,"4","IT","Yes",0.45628490448,"lalt",1,"Middle","Middle"
69,"4","IT","No",0.501703977585,"lcmd",0,"Middle","Index"
70,"4","IT","Yes",0.665544080734,"lcmd",1,"Index","Index"
71,"4","IT","No",0.468155956268,"lcmd",1,"Index","Middle"
72,"4","IT","No",0.784663009644,"lalt",1,"Middle","Index"
73,"4","IT","No",0.934795093536,"lcmd",1,"Index","Middle"
74,"4","IT","Yes",0.495615959167,"lalt",1,"Middle","Middle"
75,"4","IT","Yes",0.463847017288,"lcmd",1,"Index","Index"
76,"4","IT","No",0.523994874954,"lcmd",1,"Index","Middle"
77,"4","IT","No",0.527696084976,"lalt",1,"Middle","Index"
78,"4","IT","Yes",0.535751104355,"lcmd",1,"Index","Index"
79,"4","IT","Yes",0.438240194321,"lalt",1,"Middle","Middle"
0,"5","II","No",-9.45241484642,"lcmd",0,"Middle","Index"
1,"5","II","Yes",0.416017055511,"lcmd",1,"Index","Index"
2,"5","II","Yes",0.550906038284,"lalt",1,"Middle","Middle"
3,"5","II","No",0.605326843262,"lcmd",1,"Index","Middle"
4,"5","II","Yes",0.589470005035,"lcmd",1,"Index","Index"
5,"5","II","Yes",0.43673787117,"lalt",1,"Middle","Middle"
6,"5","II","No",0.4771089077,"lcmd",1,"Index","Middle"
7,"5","II","No",0.514144039154,"lalt",1,"Middle","Index"
8,"5","II","Yes",0.724733972549,"lalt",1,"Middle","Middle"
9,"5","II","No",0.500208044052,"lalt",1,"Middle","Index"
10,"5","II","Yes",0.726774787903,"lcmd",1,"Index","Index"
11,"5","II","No",0.543693161011,"lcmd",1,"Index","Middle"
12,"5","II","Yes",0.455032110214,"lalt",1,"Middle","Middle"
13,"5","II","Yes",0.555031967163,"lcmd",1,"Index","Index"
14,"5","II","No",0.531615829468,"lalt",1,"Middle","Index"
15,"5","II","No",0.502990055084,"lcmd",1,"Index","Middle"
16,"5","II","Yes",0.679460000992,"lalt",1,"Middle","Middle"
17,"5","II","No",0.719355964661,"lalt",1,"Middle","Index"
